,Municipio,CodIbge,Estado,Ano,Notificações de 1o Sintoma
3442,Lagoa Grande do Maranhão,210596,MA,2012,
3443,Lagoa do Mato,0,MA,2012,1.0
3444,Lajeado Novo,210598,MA,2012,7.0
3445,Lima Campos,210600,MA,2012,4.0
3446,Loreto,0,MA,2012,
3447,Luís Domingues,210620,MA,2012,19.0
3448,Magalhães de Almeida,210630,MA,2012,
3449,Maracaçumé,210632,MA,2012,
3450,Marajá do Sena,210635,MA,2012,
3451,Maranhãozinho,210637,MA,2012,22.0
3452,Mata Roma,0,MA,2012,1.0
3453,Matinha,0,MA,2012,
3454,Matões,210660,MA,2012,29.0
3455,Matões do Norte,210663,MA,2012,
3456,Milagres do Maranhão,210667,MA,2012,2.0
3457,Mirador,210670,MA,2012,1.0
3458,Miranda do Norte,210675,MA,2012,1.0
3459,Mirinzal,0,MA,2012,21.0
3460,Montes Altos,210700,MA,2012,23.0
3461,Monção,210690,MA,2012,
3462,Morros,210710,MA,2012,15.0
3463,Nina Rodrigues,210720,MA,2012,4.0
3464,Nova Colinas,210725,MA,2012,
3465,Nova Iorque,210730,MA,2012,8.0
3466,Nova Olinda do Maranhão,210735,MA,2012,1.0
3467,Olho d'Água das Cunhãs,210740,MA,2012,13.0
3468,Olinda Nova do Maranhão,0,MA,2012,
3469,Palmeirândia,0,MA,2012,1.0
3470,Paraibano,210770,MA,2012,45.0
3471,Parnarama,210780,MA,2012,43.0
3472,Passagem Franca,0,MA,2012,2.0
3473,Pastos Bons,210800,MA,2012,1.0
3474,Paulino Neves,210805,MA,2012,
3475,Paulo Ramos,0,MA,2012,
3476,Paço do Lumiar,210750,MA,2012,33.0
3477,Pedreiras,210820,MA,2012,298.0
3478,Pedro do Rosário,0,MA,2012,
3479,Penalva,210830,MA,2012,11.0
3480,Peri Mirim,210840,MA,2012,
3481,Peritoró,210845,MA,2012,1.0
3482,Pindaré-Mirim,210850,MA,2012,10.0
3483,Pinheiro,210860,MA,2012,5.0
3484,Pio XII,210870,MA,2012,28.0
3485,Pirapemas,210880,MA,2012,
3486,Porto Franco,210900,MA,2012,33.0
3487,Porto Rico do Maranhão,210905,MA,2012,7.0
3488,Poção de Pedras,210890,MA,2012,11.0
3489,Presidente Dutra,210910,MA,2012,15.0
3490,Presidente Juscelino,210920,MA,2012,2.0
3491,Presidente Médici,210923,MA,2012,4.0
3492,Presidente Sarney,0,MA,2012,
3493,Presidente Vargas,210930,MA,2012,
3494,Primeira Cruz,210940,MA,2012,10.0
3495,Raposa,210945,MA,2012,8.0
3496,Riachão,210950,MA,2012,63.0
3497,Ribamar Fiquene,210955,MA,2012,
3498,Rosário,210960,MA,2012,3.0
3499,Sambaíba,210970,MA,2012,
3500,Santa Filomena do Maranhão,210975,MA,2012,
3501,Santa Helena,210980,MA,2012,198.0
3502,Santa Inês,210990,MA,2012,46.0
3503,Santa Luzia,211000,MA,2012,16.0
3504,Santa Luzia do Paruá,211003,MA,2012,45.0
3505,Santa Quitéria do Maranhão,211010,MA,2012,13.0
3506,Santa Rita,211020,MA,2012,11.0
3507,Santana do Maranhão,0,MA,2012,
3508,Santo Amaro do Maranhão,211027,MA,2012,2.0
3509,Santo Antônio dos Lopes,211030,MA,2012,21.0
3510,Satubinha,0,MA,2012,
3511,Senador Alexandre Costa,211174,MA,2012,9.0
3512,Senador La Rocque,211176,MA,2012,2.0
3513,Serrano do Maranhão,0,MA,2012,
3514,Sucupira do Norte,211190,MA,2012,2.0
3515,Sucupira do Riachão,211195,MA,2012,23.0
3516,São Benedito do Rio Preto,211040,MA,2012,
3517,São Bento,211050,MA,2012,
3518,São Bernardo,211060,MA,2012,22.0
3519,São Domingos do Azeitão,211065,MA,2012,
3520,São Domingos do Maranhão,211070,MA,2012,12.0
3521,São Francisco do Brejão,211085,MA,2012,11.0
3522,São Francisco do Maranhão,211090,MA,2012,6.0
3523,São Félix de Balsas,211080,MA,2012,16.0
3524,São José de Ribamar,211120,MA,2012,68.0
3525,São José dos Basílios,211125,MA,2012,3.0
3526,São João Batista,211100,MA,2012,
3527,São João do Carú,211102,MA,2012,1.0
3528,São João do Paraíso,211105,MA,2012,7.0
3529,São João do Soter,211107,MA,2012,12.0
3530,São João dos Patos,211110,MA,2012,7.0
3531,São Luís,211130,MA,2012,1202.0
3532,São Luís Gonzaga do Maranhão,211140,MA,2012,3.0
3533,São Mateus do Maranhão,211150,MA,2012,1.0
3534,São Pedro da Água Branca,211153,MA,2012,4.0
3535,São Pedro dos Crentes,0,MA,2012,4.0
3536,São Raimundo das Mangabeiras,0,MA,2012,
3537,São Raimundo do Doca Bezerra,0,MA,2012,
3538,São Roberto,211167,MA,2012,1.0
3539,São Vicente Ferrer,0,MA,2012,
3540,Sítio Novo,211180,MA,2012,13.0
3541,Tasso Fragoso,211200,MA,2012,6.0
3542,Timbiras,211210,MA,2012,2.0
3543,Timon,211220,MA,2012,165.0
3544,Trizidela do Vale,211223,MA,2012,73.0
3545,Tufilândia,211227,MA,2012,29.0
3546,Tuntum,211230,MA,2012,32.0
3547,Turiaçu,211240,MA,2012,70.0
3548,Turilândia,211245,MA,2012,13.0
3549,Tutóia,211250,MA,2012,21.0
3550,Urbano Santos,211260,MA,2012,24.0
3551,Vargem Grande,211270,MA,2012,150.0
3552,Viana,211280,MA,2012,
3553,Vila Nova dos Martírios,211285,MA,2012,9.0
3554,Vitorino Freire,211300,MA,2012,21.0
3555,Vitória do Mearim,211290,MA,2012,
3556,Zé Doca,211400,MA,2012,27.0
3557,Água Doce do Maranhão,210015,MA,2012,17.0
3558,Acorizal,510010,MT,2012,21.0
3559,Alta Floresta,510025,MT,2012,362.0
3560,Alto Araguaia,510030,MT,2012,1.0
3561,Alto Boa Vista,510035,MT,2012,21.0
3562,Alto Garças,510040,MT,2012,18.0
3563,Alto Paraguai,510050,MT,2012,40.0
3564,Alto Taquari,0,MT,2012,3.0
3565,Apiacás,510080,MT,2012,3.0
3566,Araguaiana,510100,MT,2012,101.0
3567,Araguainha,0,MT,2012,1.0
3568,Araputanga,510125,MT,2012,368.0
3569,Arenápolis,510130,MT,2012,134.0
3570,Aripuanã,510140,MT,2012,394.0
3571,Barra do Bugres,510170,MT,2012,114.0
3572,Barra do Garças,510180,MT,2012,371.0
3573,Barão de Melgaço,510160,MT,2012,5.0
3574,Bom Jesus do Araguaia,510185,MT,2012,1.0
3575,Brasnorte,510190,MT,2012,36.0
3576,Campinápolis,510260,MT,2012,94.0
3577,Campo Novo do Parecis,510263,MT,2012,124.0
3578,Campo Verde,510267,MT,2012,309.0
3579,Campos de Júlio,510268,MT,2012,318.0
3580,Canabrava do Norte,0,MT,2012,4.0
3581,Canarana,510270,MT,2012,107.0
3582,Carlinda,510279,MT,2012,145.0
3583,Castanheira,510285,MT,2012,253.0
3584,Chapada dos Guimarães,510300,MT,2012,87.0
3585,Cláudia,510305,MT,2012,168.0
3586,Cocalinho,0,MT,2012,1.0
3587,Colniza,510325,MT,2012,19.0
3588,Colíder,510320,MT,2012,71.0
3589,Comodoro,510330,MT,2012,340.0
3590,Confresa,510335,MT,2012,312.0
3591,Conquista D'Oeste,510336,MT,2012,85.0
3592,Cotriguaçu,510337,MT,2012,9.0
3593,Cuiabá,510340,MT,2012,8557.0
3594,Curvelândia,510343,MT,2012,34.0
3595,Cáceres,510250,MT,2012,381.0
3596,Denise,510345,MT,2012,11.0
3597,Diamantino,510350,MT,2012,263.0
3598,Dom Aquino,510360,MT,2012,21.0
3599,Feliz Natal,510370,MT,2012,139.0
3600,Figueirópolis D'Oeste,510380,MT,2012,109.0
3601,Gaúcha do Norte,510385,MT,2012,26.0
3602,General Carneiro,510390,MT,2012,1.0
3603,Glória D'Oeste,0,MT,2012,49.0
3604,Guarantã do Norte,510410,MT,2012,265.0
3605,Guiratinga,510420,MT,2012,2.0
3606,Indiavaí,510450,MT,2012,107.0
3607,Ipiranga do Norte,510452,MT,2012,153.0
3608,Itanhangá,510454,MT,2012,56.0
3609,Itaúba,510455,MT,2012,47.0
3610,Itiquira,0,MT,2012,7.0
3611,Jaciara,510480,MT,2012,287.0
3612,Jangada,510490,MT,2012,27.0
3613,Jauru,510500,MT,2012,88.0
3614,Juara,510510,MT,2012,429.0
3615,Juruena,510517,MT,2012,36.0
3616,Juscimeira,510520,MT,2012,72.0
3617,Juína,510515,MT,2012,160.0
3618,Lambari D'Oeste,0,MT,2012,60.0
3619,Lucas do Rio Verde,510525,MT,2012,569.0
3620,Luciara,510530,MT,2012,1.0
3621,Marcelândia,510558,MT,2012,10.0
3622,Matupá,510560,MT,2012,106.0
3623,Mirassol d'Oeste,510562,MT,2012,87.0
3624,Município ignorado - MT,0,MT,2012,
3625,Nobres,510590,MT,2012,36.0
3626,Nortelândia,510600,MT,2012,161.0
3627,Nossa Senhora do Livramento,510610,MT,2012,175.0
3628,Nova Bandeirantes,510615,MT,2012,56.0
3629,Nova Brasilândia,510620,MT,2012,90.0
3630,Nova Canaã do Norte,510621,MT,2012,17.0
3631,Nova Guarita,0,MT,2012,251.0
3632,Nova Lacerda,510618,MT,2012,149.0
3633,Nova Marilândia,510885,MT,2012,74.0
3634,Nova Maringá,510890,MT,2012,24.0
3635,Nova Monte Verde,510895,MT,2012,16.0
3636,Nova Mutum,510622,MT,2012,209.0
3637,Nova Nazaré,0,MT,2012,1.0
3638,Nova Olímpia,510623,MT,2012,110.0
3639,Nova Santa Helena,510619,MT,2012,62.0
3640,Nova Ubiratã,510624,MT,2012,250.0
3641,Nova Xavantina,510625,MT,2012,108.0
3642,Novo Horizonte do Norte,0,MT,2012,32.0
3643,Novo Mundo,510626,MT,2012,11.0
3644,Novo Santo Antônio,0,MT,2012,1.0
3645,Novo São Joaquim,510628,MT,2012,34.0
3646,Paranatinga,510630,MT,2012,266.0
3647,Paranaíta,510629,MT,2012,422.0
3648,Pedra Preta,510637,MT,2012,26.0
3649,Peixoto de Azevedo,510642,MT,2012,106.0
3650,Planalto da Serra,510645,MT,2012,6.0
3651,Poconé,510650,MT,2012,586.0
3652,Pontal do Araguaia,510665,MT,2012,84.0
3653,Ponte Branca,0,MT,2012,4.0
3654,Pontes e Lacerda,510675,MT,2012,758.0
3655,Porto Alegre do Norte,510677,MT,2012,7.0
3656,Porto Esperidião,510682,MT,2012,50.0
3657,Porto Estrela,510685,MT,2012,8.0
3658,Porto dos Gaúchos,510680,MT,2012,6.0
3659,Poxoréo,510700,MT,2012,127.0
3660,Primavera do Leste,510704,MT,2012,90.0
3661,Querência,510706,MT,2012,101.0
3662,Reserva do Cabaçal,510715,MT,2012,22.0
3663,Ribeirão Cascalheira,510718,MT,2012,31.0
3664,Ribeirãozinho,510719,MT,2012,26.0
3665,Rio Branco,510720,MT,2012,235.0
3666,Rondolândia,510757,MT,2012,
3667,Rondonópolis,510760,MT,2012,608.0
3668,Rosário Oeste,510770,MT,2012,60.0
3669,Salto do Céu,510775,MT,2012,30.0
3670,Santa Carmem,510724,MT,2012,208.0
3671,Santa Cruz do Xingu,510774,MT,2012,4.0
3672,Santa Rita do Trivelato,510776,MT,2012,106.0
3673,Santa Terezinha,510777,MT,2012,
3674,Santo Afonso,510726,MT,2012,24.0
3675,Santo Antônio do Leste,0,MT,2012,28.0
3676,Santo Antônio do Leverger,510780,MT,2012,161.0
3677,Sapezal,510787,MT,2012,85.0
3678,Serra Nova Dourada,510788,MT,2012,41.0
3679,Sinop,510790,MT,2012,4155.0
3680,Sorriso,510792,MT,2012,225.0
3681,São Félix do Araguaia,510785,MT,2012,46.0
3682,São José do Povo,510729,MT,2012,6.0
3683,São José do Rio Claro,510730,MT,2012,81.0
3684,São José do Xingu,510735,MT,2012,36.0
3685,São José dos Quatro Marcos,510710,MT,2012,270.0
3686,São Pedro da Cipa,510740,MT,2012,19.0
3687,Tabaporã,0,MT,2012,161.0
3688,Tangará da Serra,510795,MT,2012,902.0
3689,Tapurah,510800,MT,2012,176.0
3690,Terra Nova do Norte,510805,MT,2012,22.0
3691,Tesouro,0,MT,2012,3.0
3692,Torixoréu,510820,MT,2012,299.0
3693,União do Sul,510830,MT,2012,7.0
3694,Vale de São Domingos,510835,MT,2012,12.0
3695,Vera,510850,MT,2012,234.0
3696,Vila Bela da Santíssima Trindade,510550,MT,2012,78.0
3697,Vila Rica,510860,MT,2012,12.0
3698,Várzea Grande,510840,MT,2012,2801.0
3699,Água Boa,510020,MT,2012,505.0
3700,Abaetetuba,150010,PA,2012,233.0
3701,Abel Figueiredo,150013,PA,2012,25.0
3702,Acará,150020,PA,2012,9.0
3703,Afuá,150030,PA,2012,1.0
3704,Alenquer,150040,PA,2012,
3705,Almeirim,150050,PA,2012,1.0
3706,Altamira,150060,PA,2012,984.0
3707,Anajás,0,PA,2012,2.0
3708,Ananindeua,150080,PA,2012,383.0
3709,Anapu,150085,PA,2012,52.0
3710,Augusto Corrêa,150090,PA,2012,37.0
3711,Aurora do Pará,150095,PA,2012,13.0
3712,Aveiro,150100,PA,2012,
3713,Bagre,150110,PA,2012,58.0
3714,Baião,150120,PA,2012,14.0
3715,Bannach,150125,PA,2012,2.0
3716,Barcarena,150130,PA,2012,124.0
3717,Belterra,150145,PA,2012,21.0
3718,Belém,150140,PA,2012,1964.0
3719,Benevides,150150,PA,2012,167.0
3720,Bom Jesus do Tocantins,150157,PA,2012,8.0
3721,Bonito,150160,PA,2012,1.0
3722,Bragança,150170,PA,2012,144.0
3723,Brasil Novo,0,PA,2012,131.0
3724,Brejo Grande do Araguaia,150175,PA,2012,29.0
3725,Breu Branco,150178,PA,2012,450.0
3726,Breves,150180,PA,2012,3.0
3727,Bujaru,150190,PA,2012,9.0
3728,Cachoeira do Arari,150200,PA,2012,
3729,Cachoeira do Piriá,150195,PA,2012,45.0
3730,Cametá,150210,PA,2012,263.0
3731,Canaã dos Carajás,150215,PA,2012,202.0
3732,Capanema,150220,PA,2012,79.0
3733,Capitão Poço,150230,PA,2012,24.0
3734,Castanhal,150240,PA,2012,280.0
3735,Chaves,0,PA,2012,1.0
3736,Colares,150260,PA,2012,11.0
3737,Conceição do Araguaia,150270,PA,2012,112.0
3738,Concórdia do Pará,150275,PA,2012,11.0
3739,Cumaru do Norte,150276,PA,2012,4.0
3740,Curionópolis,150277,PA,2012,74.0
3741,Curralinho,150280,PA,2012,
3742,Curuá,150285,PA,2012,
3743,Curuçá,150290,PA,2012,33.0
3744,Dom Eliseu,150293,PA,2012,17.0
3745,Eldorado do Carajás,150295,PA,2012,55.0
3746,Floresta do Araguaia,150304,PA,2012,2.0
3747,Garrafão do Norte,150307,PA,2012,5.0
3748,Goianésia do Pará,150309,PA,2012,187.0
3749,Gurupá,150310,PA,2012,22.0
3750,Igarapé-Açu,150320,PA,2012,52.0
3751,Igarapé-Miri,150330,PA,2012,15.0
3752,Inhangapi,150340,PA,2012,77.0
3753,Ipixuna do Pará,150345,PA,2012,51.0
3754,Irituia,150350,PA,2012,93.0
3755,Itaituba,150360,PA,2012,229.0
3756,Itupiranga,150370,PA,2012,130.0
3757,Jacareacanga,150375,PA,2012,1.0
3758,Jacundá,150380,PA,2012,122.0
3759,Juruti,150390,PA,2012,12.0
3760,Limoeiro do Ajuru,150400,PA,2012,1.0
3761,Magalhães Barata,150410,PA,2012,10.0
3762,Marabá,150420,PA,2012,346.0
3763,Maracanã,150430,PA,2012,8.0
3764,Marapanim,150440,PA,2012,61.0
3765,Marituba,150442,PA,2012,320.0
3766,Medicilândia,150445,PA,2012,6.0
3767,Mocajuba,150460,PA,2012,15.0
3768,Moju,150470,PA,2012,48.0
3769,Mojuí dos Campos,0,PA,2012,
3770,Monte Alegre,150480,PA,2012,641.0
3771,Muaná,150490,PA,2012,10.0
3772,Município ignorado - PA,0,PA,2012,
3773,Mãe do Rio,150405,PA,2012,21.0
3774,Nova Esperança do Piriá,150495,PA,2012,21.0
3775,Nova Ipixuna,150497,PA,2012,26.0
3776,Nova Timboteua,150500,PA,2012,5.0
3777,Novo Progresso,150503,PA,2012,68.0
3778,Novo Repartimento,150506,PA,2012,308.0
3779,Oeiras do Pará,150520,PA,2012,2.0
3780,Oriximiná,150530,PA,2012,638.0
3781,Ourilândia do Norte,150543,PA,2012,230.0
3782,Ourém,150540,PA,2012,12.0
3783,Pacajá,150548,PA,2012,241.0
3784,Palestina do Pará,150549,PA,2012,37.0
3785,Paragominas,150550,PA,2012,231.0
3786,Parauapebas,150553,PA,2012,1350.0
3787,Pau D'Arco,150555,PA,2012,16.0
3788,Peixe-Boi,0,PA,2012,5.0
3789,Piçarra,150563,PA,2012,42.0
3790,Placas,150565,PA,2012,59.0
3791,Ponta de Pedras,150570,PA,2012,36.0
3792,Portel,150580,PA,2012,21.0
3793,Porto de Moz,0,PA,2012,1.0
3794,Prainha,150600,PA,2012,4.0
3795,Primavera,150610,PA,2012,30.0
3796,Quatipuru,150611,PA,2012,2.0
3797,Redenção,150613,PA,2012,107.0
3798,Rio Maria,150616,PA,2012,13.0
3799,Rondon do Pará,150618,PA,2012,126.0
3800,Rurópolis,150619,PA,2012,155.0
3801,Salinópolis,150620,PA,2012,375.0
3802,Salvaterra,150630,PA,2012,201.0
3803,Santa Bárbara do Pará,150635,PA,2012,101.0
3804,Santa Izabel do Pará,150650,PA,2012,178.0
3805,Santa Luzia do Pará,150655,PA,2012,61.0
3806,Santa Maria das Barreiras,150658,PA,2012,26.0
3807,Santa Maria do Pará,150660,PA,2012,18.0
3808,Santana do Araguaia,150670,PA,2012,52.0
3809,Santarém,150680,PA,2012,479.0
3810,Santarém Novo,150690,PA,2012,136.0
3811,Santo Antônio do Tauá,150700,PA,2012,20.0
3812,Sapucaia,150775,PA,2012,
3813,Senador José Porfírio,150780,PA,2012,2.0
3814,Soure,150790,PA,2012,275.0
3815,São Caetano de Odivelas,150710,PA,2012,26.0
3816,São Domingos do Araguaia,150715,PA,2012,251.0
3817,São Domingos do Capim,150720,PA,2012,8.0
3818,São Francisco do Pará,150740,PA,2012,12.0
3819,São Félix do Xingu,150730,PA,2012,231.0
3820,São Geraldo do Araguaia,150745,PA,2012,181.0
3821,São João da Ponta,150746,PA,2012,17.0
3822,São João de Pirabas,150747,PA,2012,47.0
3823,São João do Araguaia,150750,PA,2012,31.0
3824,São Miguel do Guamá,150760,PA,2012,42.0
3825,São Sebastião da Boa Vista,150770,PA,2012,12.0
3826,Tailândia,150795,PA,2012,94.0
3827,Terra Alta,150796,PA,2012,9.0
3828,Terra Santa,150797,PA,2012,4.0
3829,Tomé-Açu,150800,PA,2012,49.0
3830,Tracuateua,150803,PA,2012,87.0
3831,Trairão,150805,PA,2012,
3832,Tucumã,150808,PA,2012,269.0
3833,Tucuruí,150810,PA,2012,190.0
3834,Ulianópolis,150812,PA,2012,120.0
3835,Uruará,150815,PA,2012,105.0
3836,Vigia,150820,PA,2012,20.0
3837,Viseu,150830,PA,2012,19.0
3838,Vitória do Xingu,150835,PA,2012,194.0
3839,Xinguara,150840,PA,2012,64.0
3840,Água Azul do Norte,150034,PA,2012,5.0
3841,Óbidos,150510,PA,2012,3.0
3842,Alta Floresta D'Oeste,110001,RO,2012,65.0
3843,Alto Alegre dos Parecis,110037,RO,2012,24.0
3844,Alto Paraíso,110040,RO,2012,42.0
3845,Alvorada D'Oeste,110034,RO,2012,84.0
3846,Ariquemes,110002,RO,2012,3.0
3847,Buritis,110045,RO,2012,28.0
3848,Cabixi,110003,RO,2012,50.0
3849,Cacaulândia,0,RO,2012,1.0
3850,Cacoal,110004,RO,2012,18.0
3851,Campo Novo de Rondônia,110070,RO,2012,7.0
3852,Candeias do Jamari,110080,RO,2012,6.0
3853,Castanheiras,110090,RO,2012,2.0
3854,Cerejeiras,110005,RO,2012,110.0
3855,Chupinguaia,110092,RO,2012,56.0
3856,Colorado do Oeste,110006,RO,2012,129.0
3857,Corumbiara,110007,RO,2012,59.0
3858,Costa Marques,110008,RO,2012,55.0
3859,Cujubim,0,RO,2012,1.0
3860,Espigão D'Oeste,110009,RO,2012,58.0
3861,Governador Jorge Teixeira,110100,RO,2012,2.0
3862,Guajará-Mirim,110010,RO,2012,377.0
3863,Itapuã do Oeste,110110,RO,2012,5.0
3864,Jaru,110011,RO,2012,106.0
3865,Ji-Paraná,110012,RO,2012,11.0
3866,Machadinho D'Oeste,110013,RO,2012,6.0
3867,Ministro Andreazza,110120,RO,2012,6.0
3868,Mirante da Serra,0,RO,2012,13.0
3869,Monte Negro,0,RO,2012,1.0
3870,Município ignorado - RO,0,RO,2012,1.0
3871,Nova Brasilândia D'Oeste,110014,RO,2012,14.0
3872,Nova Mamoré,110033,RO,2012,12.0
3873,Nova União,0,RO,2012,10.0
3874,Novo Horizonte do Oeste,0,RO,2012,7.0
3875,Ouro Preto do Oeste,110015,RO,2012,9.0
3876,Parecis,110145,RO,2012,18.0
3877,Pimenta Bueno,110018,RO,2012,23.0
3878,Pimenteiras do Oeste,110146,RO,2012,1.0
3879,Porto Velho,110020,RO,2012,153.0
3880,Presidente Médici,110025,RO,2012,7.0
3881,Primavera de Rondônia,110147,RO,2012,
3882,Rio Crespo,110026,RO,2012,2.0
3883,Rolim de Moura,110028,RO,2012,96.0
3884,Santa Luzia D'Oeste,110029,RO,2012,1.0
3885,Seringueiras,110150,RO,2012,51.0
3886,São Felipe D'Oeste,110148,RO,2012,136.0
3887,São Francisco do Guaporé,110149,RO,2012,59.0
3888,São Miguel do Guaporé,110032,RO,2012,45.0
3889,Teixeirópolis,110155,RO,2012,12.0
3890,Theobroma,110160,RO,2012,2.0
3891,Urupá,110170,RO,2012,20.0
3892,Vale do Anari,110175,RO,2012,1.0
3893,Vale do Paraíso,110180,RO,2012,3.0
3894,Vilhena,110030,RO,2012,1207.0
3895,Alto Alegre,140005,RR,2012,49.0
3896,Amajari,140002,RR,2012,47.0
3897,Boa Vista,140010,RR,2012,643.0
3898,Bonfim,140015,RR,2012,60.0
3899,Cantá,140017,RR,2012,61.0
3900,Caracaraí,140020,RR,2012,191.0
3901,Caroebe,140023,RR,2012,67.0
3902,Iracema,140028,RR,2012,114.0
3903,Mucajaí,140030,RR,2012,32.0
3904,Normandia,140040,RR,2012,10.0
3905,Pacaraima,140045,RR,2012,99.0
3906,Rorainópolis,140047,RR,2012,123.0
3907,São João da Baliza,140050,RR,2012,81.0
3908,São Luiz,140060,RR,2012,160.0
3909,Uiramutã,0,RR,2012,110.0
3910,Abreulândia,170025,TO,2012,37.0
3911,Aguiarnópolis,170030,TO,2012,14.0
3912,Aliança do Tocantins,170035,TO,2012,2.0
3913,Almas,170040,TO,2012,10.0
3914,Alvorada,170070,TO,2012,2.0
3915,Ananás,170100,TO,2012,
3916,Angico,170105,TO,2012,31.0
3917,Aparecida do Rio Negro,170110,TO,2012,8.0
3918,Aragominas,170130,TO,2012,22.0
3919,Araguacema,170190,TO,2012,14.0
3920,Araguanã,170215,TO,2012,15.0
3921,Araguatins,170220,TO,2012,145.0
3922,Araguaçu,170200,TO,2012,260.0
3923,Araguaína,170210,TO,2012,1818.0
3924,Arapoema,170230,TO,2012,16.0
3925,Arraias,170240,TO,2012,3.0
3926,Augustinópolis,170255,TO,2012,31.0
3927,Aurora do Tocantins,170270,TO,2012,
3928,Axixá do Tocantins,170290,TO,2012,3.0
3929,Babaçulândia,170300,TO,2012,10.0
3930,Bandeirantes do Tocantins,170305,TO,2012,9.0
3931,Barra do Ouro,170307,TO,2012,3.0
3932,Barrolândia,170310,TO,2012,136.0
3933,Bernardo Sayão,170320,TO,2012,10.0
3934,Bom Jesus do Tocantins,170330,TO,2012,25.0
3935,Brasilândia do Tocantins,170360,TO,2012,25.0
3936,Brejinho de Nazaré,170370,TO,2012,3.0
3937,Buriti do Tocantins,170380,TO,2012,28.0
3938,Cachoeirinha,170382,TO,2012,14.0
3939,Campos Lindos,170384,TO,2012,5.0
3940,Cariri do Tocantins,170386,TO,2012,7.0
3941,Carmolândia,170388,TO,2012,23.0
3942,Carrasco Bonito,170389,TO,2012,2.0
3943,Caseara,170390,TO,2012,5.0
3944,Centenário,170410,TO,2012,3.0
3945,Chapada da Natividade,170510,TO,2012,11.0
3946,Chapada de Areia,170460,TO,2012,5.0
3947,Colinas do Tocantins,170550,TO,2012,275.0
3948,Colméia,171670,TO,2012,20.0
3949,Combinado,170555,TO,2012,1.0
3950,Conceição do Tocantins,170560,TO,2012,
3951,Couto Magalhães,170600,TO,2012,9.0
3952,Cristalândia,170610,TO,2012,25.0
3953,Crixás do Tocantins,170625,TO,2012,3.0
3954,Darcinópolis,170650,TO,2012,2.0
3955,Dianópolis,170700,TO,2012,32.0
3956,Divinópolis do Tocantins,170710,TO,2012,247.0
3957,Dois Irmãos do Tocantins,170720,TO,2012,22.0
3958,Dueré,170730,TO,2012,46.0
3959,Esperantina,170740,TO,2012,4.0
3960,Figueirópolis,170765,TO,2012,39.0
3961,Filadélfia,170770,TO,2012,15.0
3962,Formoso do Araguaia,170820,TO,2012,103.0
3963,Fortaleza do Tabocão,170825,TO,2012,11.0
3964,Fátima,170755,TO,2012,4.0
3965,Goianorte,170830,TO,2012,20.0
3966,Goiatins,170900,TO,2012,20.0
3967,Guaraí,170930,TO,2012,65.0
3968,Gurupi,170950,TO,2012,614.0
3969,Ipueiras,170980,TO,2012,4.0
3970,Itacajá,171050,TO,2012,1.0
3971,Itaguatins,171070,TO,2012,9.0
3972,Itapiratins,171090,TO,2012,1.0
3973,Itaporã do Tocantins,171110,TO,2012,14.0
3974,Jaú do Tocantins,0,TO,2012,118.0
3975,Juarina,171180,TO,2012,5.0
3976,Lagoa da Confusão,171190,TO,2012,7.0
3977,Lagoa do Tocantins,0,TO,2012,4.0
3978,Lajeado,171200,TO,2012,42.0
3979,Lavandeira,0,TO,2012,2.0
3980,Lizarda,171240,TO,2012,12.0
3981,Luzinópolis,171245,TO,2012,4.0
3982,Marianópolis do Tocantins,171250,TO,2012,32.0
3983,Mateiros,171270,TO,2012,1.0
3984,Maurilândia do Tocantins,171280,TO,2012,3.0
3985,Miracema do Tocantins,171320,TO,2012,252.0
3986,Miranorte,171330,TO,2012,117.0
3987,Monte Santo do Tocantins,171370,TO,2012,11.0
3988,Monte do Carmo,171360,TO,2012,10.0
3989,Município ignorado - TO,0,TO,2012,
3990,Muricilândia,171395,TO,2012,14.0
3991,Natividade,171420,TO,2012,14.0
3992,Nazaré,171430,TO,2012,
3993,Nova Olinda,171488,TO,2012,35.0
3994,Nova Rosalândia,171500,TO,2012,16.0
3995,Novo Acordo,171510,TO,2012,69.0
3996,Novo Alegre,0,TO,2012,
3997,Novo Jardim,171525,TO,2012,1.0
3998,Oliveira de Fátima,171550,TO,2012,
3999,Palmas,172100,TO,2012,4930.0
4000,Palmeirante,171570,TO,2012,11.0
4001,Palmeiras do Tocantins,0,TO,2012,15.0
4002,Palmeirópolis,171575,TO,2012,17.0
4003,Paranã,171620,TO,2012,6.0
4004,Paraíso do Tocantins,171610,TO,2012,375.0
4005,Pau D'Arco,171630,TO,2012,13.0
4006,Pedro Afonso,171650,TO,2012,88.0
4007,Peixe,171660,TO,2012,39.0
4008,Pequizeiro,171665,TO,2012,3.0
4009,Pindorama do Tocantins,171700,TO,2012,4.0
4010,Piraquê,171720,TO,2012,26.0
4011,Pium,171750,TO,2012,30.0
4012,Ponte Alta do Bom Jesus,171780,TO,2012,
4013,Ponte Alta do Tocantins,171790,TO,2012,44.0
4014,Porto Alegre do Tocantins,171800,TO,2012,1.0
4015,Porto Nacional,171820,TO,2012,121.0
4016,Praia Norte,171830,TO,2012,11.0
4017,Presidente Kennedy,171840,TO,2012,4.0
4018,Pugmil,171845,TO,2012,15.0
4019,Recursolândia,171850,TO,2012,2.0
4020,Riachinho,171855,TO,2012,19.0
4021,Rio Sono,171875,TO,2012,4.0
4022,Rio da Conceição,171865,TO,2012,4.0
