,Municipio,CodIbge,Estado,Ano,Notificações de 1o Sintoma
4928,Itamarati,0,AM,2014,
4929,Itapiranga,0,AM,2014,
4930,Japurá,0,AM,2014,
4931,Juruá,130220,AM,2014,
4932,Jutaí,0,AM,2014,
4933,Lábrea,130240,AM,2014,22.0
4934,Manacapuru,130250,AM,2014,13.0
4935,Manaquiri,130255,AM,2014,
4936,Manaus,130260,AM,2014,2622.0
4937,Manicoré,0,AM,2014,3.0
4938,Maraã,0,AM,2014,5.0
4939,Maués,130290,AM,2014,3.0
4940,Município ignorado - AM,0,AM,2014,
4941,Nhamundá,130300,AM,2014,
4942,Nova Olinda do Norte,0,AM,2014,3.0
4943,Novo Airão,130320,AM,2014,5.0
4944,Novo Aripuanã,130330,AM,2014,57.0
4945,Parintins,130340,AM,2014,10.0
4946,Pauini,0,AM,2014,
4947,Presidente Figueiredo,130353,AM,2014,26.0
4948,Rio Preto da Eva,130356,AM,2014,
4949,Santa Isabel do Rio Negro,0,AM,2014,
4950,Santo Antônio do Içá,0,AM,2014,1.0
4951,Silves,0,AM,2014,1.0
4952,São Gabriel da Cachoeira,130380,AM,2014,385.0
4953,São Paulo de Olivença,0,AM,2014,
4954,São Sebastião do Uatumã,0,AM,2014,
4955,Tabatinga,130406,AM,2014,1098.0
4956,Tapauá,0,AM,2014,1.0
4957,Tefé,130420,AM,2014,695.0
4958,Uarini,130426,AM,2014,
4959,Urucará,0,AM,2014,
4960,Urucurituba,130440,AM,2014,
4961,Afonso Cunha,210010,MA,2014,
4962,Alcântara,0,MA,2014,4.0
4963,Aldeias Altas,210030,MA,2014,8.0
4964,Altamira do Maranhão,210040,MA,2014,
4965,Alto Alegre do Maranhão,0,MA,2014,
4966,Alto Alegre do Pindaré,210047,MA,2014,7.0
4967,Alto Parnaíba,210050,MA,2014,9.0
4968,Amapá do Maranhão,210055,MA,2014,
4969,Amarante do Maranhão,210060,MA,2014,10.0
4970,Anajatuba,210070,MA,2014,
4971,Anapurus,0,MA,2014,
4972,Apicum-Açu,210083,MA,2014,21.0
4973,Araguanã,0,MA,2014,1.0
4974,Araioses,210090,MA,2014,
4975,Arame,210095,MA,2014,23.0
4976,Arari,210100,MA,2014,
4977,Axixá,210110,MA,2014,
4978,Açailândia,210005,MA,2014,22.0
4979,Bacabal,210120,MA,2014,6.0
4980,Bacabeira,210125,MA,2014,6.0
4981,Bacuri,210130,MA,2014,
4982,Bacurituba,0,MA,2014,
4983,Balsas,210140,MA,2014,13.0
4984,Barra do Corda,210160,MA,2014,75.0
4985,Barreirinhas,210170,MA,2014,3.0
4986,Barão de Grajaú,210150,MA,2014,2.0
4987,Bela Vista do Maranhão,0,MA,2014,
4988,Belágua,210173,MA,2014,
4989,Benedito Leite,0,MA,2014,
4990,Bequimão,210190,MA,2014,8.0
4991,Bernardo do Mearim,210193,MA,2014,
4992,Boa Vista do Gurupi,210197,MA,2014,
4993,Bom Jardim,210200,MA,2014,41.0
4994,Bom Jesus das Selvas,210203,MA,2014,27.0
4995,Bom Lugar,0,MA,2014,
4996,Brejo,210210,MA,2014,2.0
4997,Brejo de Areia,0,MA,2014,
4998,Buriti,210220,MA,2014,
4999,Buriti Bravo,210230,MA,2014,3.0
5000,Buriticupu,210232,MA,2014,38.0
5001,Buritirana,210235,MA,2014,4.0
5002,Cachoeira Grande,210237,MA,2014,
5003,Cajapió,210240,MA,2014,
5004,Cajari,210250,MA,2014,
5005,Campestre do Maranhão,210255,MA,2014,3.0
5006,Cantanhede,210270,MA,2014,6.0
5007,Capinzal do Norte,210275,MA,2014,1.0
5008,Carolina,210280,MA,2014,55.0
5009,Carutapera,0,MA,2014,3.0
5010,Caxias,210300,MA,2014,96.0
5011,Cedral,210310,MA,2014,
5012,Central do Maranhão,210312,MA,2014,
5013,Centro Novo do Maranhão,0,MA,2014,
5014,Centro do Guilherme,210315,MA,2014,
5015,Chapadinha,210320,MA,2014,1.0
5016,Cidelândia,210325,MA,2014,11.0
5017,Codó,210330,MA,2014,4.0
5018,Coelho Neto,210340,MA,2014,8.0
5019,Colinas,210350,MA,2014,9.0
5020,Conceição do Lago-Açu,0,MA,2014,
5021,Coroatá,210360,MA,2014,3.0
5022,Cururupu,210370,MA,2014,34.0
5023,Cândido Mendes,210260,MA,2014,18.0
5024,Davinópolis,210375,MA,2014,
5025,Dom Pedro,210380,MA,2014,1.0
5026,Duque Bacelar,210390,MA,2014,2.0
5027,Esperantinópolis,210400,MA,2014,4.0
5028,Estreito,210405,MA,2014,16.0
5029,Feira Nova do Maranhão,210407,MA,2014,
5030,Fernando Falcão,210408,MA,2014,
5031,Formosa da Serra Negra,210409,MA,2014,5.0
5032,Fortaleza dos Nogueiras,210410,MA,2014,1.0
5033,Fortuna,0,MA,2014,
5034,Godofredo Viana,0,MA,2014,8.0
5035,Gonçalves Dias,210440,MA,2014,
5036,Governador Archer,210450,MA,2014,17.0
5037,Governador Edison Lobão,210455,MA,2014,11.0
5038,Governador Eugênio Barros,210460,MA,2014,
5039,Governador Luiz Rocha,210462,MA,2014,
5040,Governador Newton Bello,210465,MA,2014,4.0
5041,Governador Nunes Freire,210467,MA,2014,
5042,Grajaú,210480,MA,2014,4.0
5043,Graça Aranha,210470,MA,2014,
5044,Guimarães,210490,MA,2014,
5045,Humberto de Campos,210500,MA,2014,4.0
5046,Icatu,0,MA,2014,
5047,Igarapé Grande,210520,MA,2014,
5048,Igarapé do Meio,0,MA,2014,1.0
5049,Imperatriz,210530,MA,2014,147.0
5050,Itaipava do Grajaú,210535,MA,2014,8.0
5051,Itapecuru Mirim,210540,MA,2014,
5052,Itinga do Maranhão,210542,MA,2014,36.0
5053,Jatobá,210545,MA,2014,
5054,Jenipapo dos Vieiras,210547,MA,2014,
5055,Joselândia,210560,MA,2014,
5056,João Lisboa,210550,MA,2014,1.0
5057,Junco do Maranhão,210565,MA,2014,3.0
5058,Lago Verde,210590,MA,2014,18.0
5059,Lago da Pedra,210570,MA,2014,12.0
5060,Lago do Junco,210580,MA,2014,
5061,Lago dos Rodrigues,0,MA,2014,1.0
5062,Lagoa Grande do Maranhão,210596,MA,2014,2.0
5063,Lagoa do Mato,0,MA,2014,3.0
5064,Lajeado Novo,210598,MA,2014,10.0
5065,Lima Campos,210600,MA,2014,
5066,Loreto,0,MA,2014,
5067,Luís Domingues,210620,MA,2014,
5068,Magalhães de Almeida,210630,MA,2014,
5069,Maracaçumé,210632,MA,2014,6.0
5070,Marajá do Sena,210635,MA,2014,
5071,Maranhãozinho,210637,MA,2014,
5072,Mata Roma,0,MA,2014,
5073,Matinha,0,MA,2014,1.0
5074,Matões,210660,MA,2014,7.0
5075,Matões do Norte,210663,MA,2014,
5076,Milagres do Maranhão,210667,MA,2014,1.0
5077,Mirador,210670,MA,2014,
5078,Miranda do Norte,210675,MA,2014,3.0
5079,Mirinzal,0,MA,2014,5.0
5080,Montes Altos,210700,MA,2014,4.0
5081,Monção,210690,MA,2014,1.0
5082,Morros,210710,MA,2014,1.0
5083,Nina Rodrigues,210720,MA,2014,
5084,Nova Colinas,210725,MA,2014,
5085,Nova Iorque,210730,MA,2014,
5086,Nova Olinda do Maranhão,210735,MA,2014,29.0
5087,Olho d'Água das Cunhãs,210740,MA,2014,
5088,Olinda Nova do Maranhão,0,MA,2014,8.0
5089,Palmeirândia,0,MA,2014,
5090,Paraibano,210770,MA,2014,3.0
5091,Parnarama,210780,MA,2014,2.0
5092,Passagem Franca,0,MA,2014,
5093,Pastos Bons,210800,MA,2014,
5094,Paulino Neves,210805,MA,2014,4.0
5095,Paulo Ramos,0,MA,2014,1.0
5096,Paço do Lumiar,210750,MA,2014,40.0
5097,Pedreiras,210820,MA,2014,28.0
5098,Pedro do Rosário,0,MA,2014,
5099,Penalva,210830,MA,2014,
5100,Peri Mirim,210840,MA,2014,26.0
5101,Peritoró,210845,MA,2014,
5102,Pindaré-Mirim,210850,MA,2014,6.0
5103,Pinheiro,210860,MA,2014,152.0
5104,Pio XII,210870,MA,2014,4.0
5105,Pirapemas,210880,MA,2014,
5106,Porto Franco,210900,MA,2014,2.0
5107,Porto Rico do Maranhão,210905,MA,2014,
5108,Poção de Pedras,210890,MA,2014,
5109,Presidente Dutra,210910,MA,2014,5.0
5110,Presidente Juscelino,210920,MA,2014,4.0
5111,Presidente Médici,210923,MA,2014,
5112,Presidente Sarney,0,MA,2014,4.0
5113,Presidente Vargas,210930,MA,2014,2.0
5114,Primeira Cruz,210940,MA,2014,3.0
5115,Raposa,210945,MA,2014,1.0
5116,Riachão,210950,MA,2014,2.0
5117,Ribamar Fiquene,210955,MA,2014,
5118,Rosário,210960,MA,2014,26.0
5119,Sambaíba,210970,MA,2014,
5120,Santa Filomena do Maranhão,210975,MA,2014,
5121,Santa Helena,210980,MA,2014,35.0
5122,Santa Inês,210990,MA,2014,8.0
5123,Santa Luzia,211000,MA,2014,6.0
5124,Santa Luzia do Paruá,211003,MA,2014,10.0
5125,Santa Quitéria do Maranhão,211010,MA,2014,
5126,Santa Rita,211020,MA,2014,
5127,Santana do Maranhão,0,MA,2014,
5128,Santo Amaro do Maranhão,211027,MA,2014,
5129,Santo Antônio dos Lopes,211030,MA,2014,
5130,Satubinha,0,MA,2014,
5131,Senador Alexandre Costa,211174,MA,2014,
5132,Senador La Rocque,211176,MA,2014,
5133,Serrano do Maranhão,0,MA,2014,
5134,Sucupira do Norte,211190,MA,2014,
5135,Sucupira do Riachão,211195,MA,2014,
5136,São Benedito do Rio Preto,211040,MA,2014,
5137,São Bento,211050,MA,2014,
5138,São Bernardo,211060,MA,2014,43.0
5139,São Domingos do Azeitão,211065,MA,2014,
5140,São Domingos do Maranhão,211070,MA,2014,24.0
5141,São Francisco do Brejão,211085,MA,2014,4.0
5142,São Francisco do Maranhão,211090,MA,2014,2.0
5143,São Félix de Balsas,211080,MA,2014,
5144,São José de Ribamar,211120,MA,2014,8.0
5145,São José dos Basílios,211125,MA,2014,
5146,São João Batista,211100,MA,2014,
5147,São João do Carú,211102,MA,2014,
5148,São João do Paraíso,211105,MA,2014,10.0
5149,São João do Soter,211107,MA,2014,4.0
5150,São João dos Patos,211110,MA,2014,
5151,São Luís,211130,MA,2014,1025.0
5152,São Luís Gonzaga do Maranhão,211140,MA,2014,
5153,São Mateus do Maranhão,211150,MA,2014,1.0
5154,São Pedro da Água Branca,211153,MA,2014,1.0
5155,São Pedro dos Crentes,0,MA,2014,
5156,São Raimundo das Mangabeiras,0,MA,2014,
5157,São Raimundo do Doca Bezerra,0,MA,2014,
5158,São Roberto,211167,MA,2014,
5159,São Vicente Ferrer,0,MA,2014,3.0
5160,Sítio Novo,211180,MA,2014,37.0
5161,Tasso Fragoso,211200,MA,2014,4.0
5162,Timbiras,211210,MA,2014,2.0
5163,Timon,211220,MA,2014,9.0
5164,Trizidela do Vale,211223,MA,2014,10.0
5165,Tufilândia,211227,MA,2014,
5166,Tuntum,211230,MA,2014,14.0
5167,Turiaçu,211240,MA,2014,3.0
5168,Turilândia,211245,MA,2014,62.0
5169,Tutóia,211250,MA,2014,5.0
5170,Urbano Santos,211260,MA,2014,
5171,Vargem Grande,211270,MA,2014,14.0
5172,Viana,211280,MA,2014,5.0
5173,Vila Nova dos Martírios,211285,MA,2014,5.0
5174,Vitorino Freire,211300,MA,2014,1.0
5175,Vitória do Mearim,211290,MA,2014,
5176,Zé Doca,211400,MA,2014,24.0
5177,Água Doce do Maranhão,210015,MA,2014,
5178,Acorizal,510010,MT,2014,5.0
5179,Alta Floresta,510025,MT,2014,630.0
5180,Alto Araguaia,510030,MT,2014,3.0
5181,Alto Boa Vista,510035,MT,2014,3.0
5182,Alto Garças,510040,MT,2014,
5183,Alto Paraguai,510050,MT,2014,7.0
5184,Alto Taquari,0,MT,2014,5.0
5185,Apiacás,510080,MT,2014,2.0
5186,Araguaiana,510100,MT,2014,2.0
5187,Araguainha,0,MT,2014,
5188,Araputanga,510125,MT,2014,43.0
5189,Arenápolis,510130,MT,2014,4.0
5190,Aripuanã,510140,MT,2014,60.0
5191,Barra do Bugres,510170,MT,2014,5.0
5192,Barra do Garças,510180,MT,2014,49.0
5193,Barão de Melgaço,510160,MT,2014,
5194,Bom Jesus do Araguaia,510185,MT,2014,31.0
5195,Brasnorte,510190,MT,2014,16.0
5196,Campinápolis,510260,MT,2014,2.0
5197,Campo Novo do Parecis,510263,MT,2014,12.0
5198,Campo Verde,510267,MT,2014,44.0
5199,Campos de Júlio,510268,MT,2014,77.0
5200,Canabrava do Norte,0,MT,2014,20.0
5201,Canarana,510270,MT,2014,7.0
5202,Carlinda,510279,MT,2014,34.0
5203,Castanheira,510285,MT,2014,25.0
5204,Chapada dos Guimarães,510300,MT,2014,7.0
5205,Cláudia,510305,MT,2014,16.0
5206,Cocalinho,0,MT,2014,1.0
5207,Colniza,510325,MT,2014,221.0
5208,Colíder,510320,MT,2014,69.0
5209,Comodoro,510330,MT,2014,108.0
5210,Confresa,510335,MT,2014,46.0
5211,Conquista D'Oeste,510336,MT,2014,4.0
5212,Cotriguaçu,510337,MT,2014,19.0
5213,Cuiabá,510340,MT,2014,1672.0
5214,Curvelândia,510343,MT,2014,2.0
5215,Cáceres,510250,MT,2014,79.0
5216,Denise,510345,MT,2014,
5217,Diamantino,510350,MT,2014,
5218,Dom Aquino,510360,MT,2014,8.0
5219,Feliz Natal,510370,MT,2014,26.0
5220,Figueirópolis D'Oeste,510380,MT,2014,2.0
5221,Gaúcha do Norte,510385,MT,2014,8.0
5222,General Carneiro,510390,MT,2014,3.0
5223,Glória D'Oeste,0,MT,2014,1.0
5224,Guarantã do Norte,510410,MT,2014,8.0
5225,Guiratinga,510420,MT,2014,13.0
5226,Indiavaí,510450,MT,2014,9.0
5227,Ipiranga do Norte,510452,MT,2014,4.0
5228,Itanhangá,510454,MT,2014,14.0
5229,Itaúba,510455,MT,2014,42.0
5230,Itiquira,0,MT,2014,
5231,Jaciara,510480,MT,2014,37.0
5232,Jangada,510490,MT,2014,4.0
5233,Jauru,510500,MT,2014,16.0
5234,Juara,510510,MT,2014,53.0
5235,Juruena,510517,MT,2014,3.0
5236,Juscimeira,510520,MT,2014,2.0
5237,Juína,510515,MT,2014,109.0
5238,Lambari D'Oeste,0,MT,2014,2.0
5239,Lucas do Rio Verde,510525,MT,2014,27.0
5240,Luciara,510530,MT,2014,
5241,Marcelândia,510558,MT,2014,44.0
5242,Matupá,510560,MT,2014,52.0
5243,Mirassol d'Oeste,510562,MT,2014,6.0
5244,Município ignorado - MT,0,MT,2014,
5245,Nobres,510590,MT,2014,8.0
5246,Nortelândia,510600,MT,2014,1.0
5247,Nossa Senhora do Livramento,510610,MT,2014,15.0
5248,Nova Bandeirantes,510615,MT,2014,17.0
5249,Nova Brasilândia,510620,MT,2014,7.0
5250,Nova Canaã do Norte,510621,MT,2014,26.0
5251,Nova Guarita,0,MT,2014,5.0
5252,Nova Lacerda,510618,MT,2014,2.0
5253,Nova Marilândia,510885,MT,2014,
5254,Nova Maringá,510890,MT,2014,
5255,Nova Monte Verde,510895,MT,2014,14.0
5256,Nova Mutum,510622,MT,2014,24.0
5257,Nova Nazaré,0,MT,2014,
5258,Nova Olímpia,510623,MT,2014,31.0
5259,Nova Santa Helena,510619,MT,2014,34.0
5260,Nova Ubiratã,510624,MT,2014,27.0
5261,Nova Xavantina,510625,MT,2014,26.0
5262,Novo Horizonte do Norte,0,MT,2014,
5263,Novo Mundo,510626,MT,2014,4.0
5264,Novo Santo Antônio,0,MT,2014,1.0
5265,Novo São Joaquim,510628,MT,2014,
5266,Paranatinga,510630,MT,2014,2.0
5267,Paranaíta,510629,MT,2014,34.0
5268,Pedra Preta,510637,MT,2014,3.0
5269,Peixoto de Azevedo,510642,MT,2014,25.0
5270,Planalto da Serra,510645,MT,2014,
5271,Poconé,510650,MT,2014,42.0
5272,Pontal do Araguaia,510665,MT,2014,6.0
5273,Ponte Branca,0,MT,2014,9.0
5274,Pontes e Lacerda,510675,MT,2014,159.0
5275,Porto Alegre do Norte,510677,MT,2014,71.0
5276,Porto Esperidião,510682,MT,2014,59.0
5277,Porto Estrela,510685,MT,2014,
5278,Porto dos Gaúchos,510680,MT,2014,7.0
5279,Poxoréo,510700,MT,2014,2.0
5280,Primavera do Leste,510704,MT,2014,34.0
5281,Querência,510706,MT,2014,10.0
5282,Reserva do Cabaçal,510715,MT,2014,118.0
5283,Ribeirão Cascalheira,510718,MT,2014,2.0
5284,Ribeirãozinho,510719,MT,2014,5.0
5285,Rio Branco,510720,MT,2014,6.0
5286,Rondolândia,510757,MT,2014,12.0
5287,Rondonópolis,510760,MT,2014,147.0
5288,Rosário Oeste,510770,MT,2014,44.0
5289,Salto do Céu,510775,MT,2014,8.0
5290,Santa Carmem,510724,MT,2014,10.0
5291,Santa Cruz do Xingu,510774,MT,2014,4.0
5292,Santa Rita do Trivelato,510776,MT,2014,3.0
5293,Santa Terezinha,510777,MT,2014,7.0
5294,Santo Afonso,510726,MT,2014,4.0
5295,Santo Antônio do Leste,0,MT,2014,
5296,Santo Antônio do Leverger,510780,MT,2014,3.0
5297,Sapezal,510787,MT,2014,48.0
5298,Serra Nova Dourada,510788,MT,2014,1.0
5299,Sinop,510790,MT,2014,1587.0
5300,Sorriso,510792,MT,2014,115.0
5301,São Félix do Araguaia,510785,MT,2014,2.0
5302,São José do Povo,510729,MT,2014,
5303,São José do Rio Claro,510730,MT,2014,4.0
5304,São José do Xingu,510735,MT,2014,11.0
5305,São José dos Quatro Marcos,510710,MT,2014,17.0
5306,São Pedro da Cipa,510740,MT,2014,1.0
5307,Tabaporã,0,MT,2014,7.0
5308,Tangará da Serra,510795,MT,2014,23.0
5309,Tapurah,510800,MT,2014,98.0
5310,Terra Nova do Norte,510805,MT,2014,21.0
5311,Tesouro,0,MT,2014,1.0
5312,Torixoréu,510820,MT,2014,63.0
5313,União do Sul,510830,MT,2014,4.0
5314,Vale de São Domingos,510835,MT,2014,2.0
5315,Vera,510850,MT,2014,45.0
5316,Vila Bela da Santíssima Trindade,510550,MT,2014,81.0
5317,Vila Rica,510860,MT,2014,
5318,Várzea Grande,510840,MT,2014,201.0
5319,Água Boa,510020,MT,2014,9.0
5320,Abaetetuba,150010,PA,2014,12.0
5321,Abel Figueiredo,150013,PA,2014,12.0
5322,Acará,150020,PA,2014,63.0
5323,Afuá,150030,PA,2014,
5324,Alenquer,150040,PA,2014,3.0
5325,Almeirim,150050,PA,2014,134.0
5326,Altamira,150060,PA,2014,262.0
5327,Anajás,0,PA,2014,
5328,Ananindeua,150080,PA,2014,68.0
5329,Anapu,150085,PA,2014,246.0
5330,Augusto Corrêa,150090,PA,2014,3.0
5331,Aurora do Pará,150095,PA,2014,7.0
5332,Aveiro,150100,PA,2014,
5333,Bagre,150110,PA,2014,
5334,Baião,150120,PA,2014,1.0
5335,Bannach,150125,PA,2014,25.0
5336,Barcarena,150130,PA,2014,6.0
5337,Belterra,150145,PA,2014,
5338,Belém,150140,PA,2014,491.0
5339,Benevides,150150,PA,2014,6.0
5340,Bom Jesus do Tocantins,150157,PA,2014,
5341,Bonito,150160,PA,2014,
5342,Bragança,150170,PA,2014,9.0
5343,Brasil Novo,0,PA,2014,74.0
5344,Brejo Grande do Araguaia,150175,PA,2014,18.0
5345,Breu Branco,150178,PA,2014,1.0
5346,Breves,150180,PA,2014,6.0
5347,Bujaru,150190,PA,2014,
5348,Cachoeira do Arari,150200,PA,2014,
5349,Cachoeira do Piriá,150195,PA,2014,19.0
5350,Cametá,150210,PA,2014,18.0
5351,Canaã dos Carajás,150215,PA,2014,15.0
5352,Capanema,150220,PA,2014,12.0
5353,Capitão Poço,150230,PA,2014,5.0
5354,Castanhal,150240,PA,2014,20.0
5355,Chaves,0,PA,2014,
5356,Colares,150260,PA,2014,1.0
5357,Conceição do Araguaia,150270,PA,2014,11.0
5358,Concórdia do Pará,150275,PA,2014,4.0
5359,Cumaru do Norte,150276,PA,2014,4.0
5360,Curionópolis,150277,PA,2014,18.0
5361,Curralinho,150280,PA,2014,
5362,Curuá,150285,PA,2014,
5363,Curuçá,150290,PA,2014,11.0
5364,Dom Eliseu,150293,PA,2014,21.0
5365,Eldorado do Carajás,150295,PA,2014,20.0
5366,Floresta do Araguaia,150304,PA,2014,
5367,Garrafão do Norte,150307,PA,2014,
5368,Goianésia do Pará,150309,PA,2014,2.0
5369,Gurupá,150310,PA,2014,37.0
5370,Igarapé-Açu,150320,PA,2014,4.0
5371,Igarapé-Miri,150330,PA,2014,
5372,Inhangapi,150340,PA,2014,10.0
5373,Ipixuna do Pará,150345,PA,2014,19.0
5374,Irituia,150350,PA,2014,6.0
5375,Itaituba,150360,PA,2014,68.0
5376,Itupiranga,150370,PA,2014,33.0
5377,Jacareacanga,150375,PA,2014,
5378,Jacundá,150380,PA,2014,2.0
5379,Juruti,150390,PA,2014,25.0
5380,Limoeiro do Ajuru,150400,PA,2014,
5381,Magalhães Barata,150410,PA,2014,
5382,Marabá,150420,PA,2014,93.0
5383,Maracanã,150430,PA,2014,1.0
5384,Marapanim,150440,PA,2014,
5385,Marituba,150442,PA,2014,103.0
5386,Medicilândia,150445,PA,2014,11.0
5387,Mocajuba,150460,PA,2014,1.0
5388,Moju,150470,PA,2014,2.0
5389,Mojuí dos Campos,0,PA,2014,30.0
5390,Monte Alegre,150480,PA,2014,2.0
5391,Muaná,150490,PA,2014,12.0
5392,Município ignorado - PA,0,PA,2014,
5393,Mãe do Rio,150405,PA,2014,1.0
5394,Nova Esperança do Piriá,150495,PA,2014,3.0
5395,Nova Ipixuna,150497,PA,2014,14.0
5396,Nova Timboteua,150500,PA,2014,
5397,Novo Progresso,150503,PA,2014,68.0
5398,Novo Repartimento,150506,PA,2014,11.0
5399,Oeiras do Pará,150520,PA,2014,1.0
5400,Oriximiná,150530,PA,2014,219.0
5401,Ourilândia do Norte,150543,PA,2014,15.0
5402,Ourém,150540,PA,2014,1.0
5403,Pacajá,150548,PA,2014,178.0
5404,Palestina do Pará,150549,PA,2014,
5405,Paragominas,150550,PA,2014,7.0
5406,Parauapebas,150553,PA,2014,535.0
5407,Pau D'Arco,150555,PA,2014,
5408,Peixe-Boi,0,PA,2014,
5409,Piçarra,150563,PA,2014,
5410,Placas,150565,PA,2014,7.0
5411,Ponta de Pedras,150570,PA,2014,15.0
5412,Portel,150580,PA,2014,13.0
5413,Porto de Moz,0,PA,2014,
5414,Prainha,150600,PA,2014,
5415,Primavera,150610,PA,2014,
5416,Quatipuru,150611,PA,2014,
5417,Redenção,150613,PA,2014,8.0
5418,Rio Maria,150616,PA,2014,17.0
5419,Rondon do Pará,150618,PA,2014,10.0
5420,Rurópolis,150619,PA,2014,3.0
5421,Salinópolis,150620,PA,2014,10.0
5422,Salvaterra,150630,PA,2014,8.0
5423,Santa Bárbara do Pará,150635,PA,2014,8.0
5424,Santa Izabel do Pará,150650,PA,2014,16.0
5425,Santa Luzia do Pará,150655,PA,2014,3.0
5426,Santa Maria das Barreiras,150658,PA,2014,30.0
5427,Santa Maria do Pará,150660,PA,2014,1.0
5428,Santana do Araguaia,150670,PA,2014,7.0
5429,Santarém,150680,PA,2014,23.0
5430,Santarém Novo,150690,PA,2014,
5431,Santo Antônio do Tauá,150700,PA,2014,1.0
5432,Sapucaia,150775,PA,2014,
5433,Senador José Porfírio,150780,PA,2014,514.0
5434,Soure,150790,PA,2014,5.0
5435,São Caetano de Odivelas,150710,PA,2014,1.0
5436,São Domingos do Araguaia,150715,PA,2014,34.0
5437,São Domingos do Capim,150720,PA,2014,16.0
5438,São Francisco do Pará,150740,PA,2014,16.0
5439,São Félix do Xingu,150730,PA,2014,182.0
5440,São Geraldo do Araguaia,150745,PA,2014,55.0
5441,São João da Ponta,150746,PA,2014,33.0
5442,São João de Pirabas,150747,PA,2014,1.0
5443,São João do Araguaia,150750,PA,2014,8.0
5444,São Miguel do Guamá,150760,PA,2014,2.0
5445,São Sebastião da Boa Vista,150770,PA,2014,3.0
5446,Tailândia,150795,PA,2014,32.0
5447,Terra Alta,150796,PA,2014,1.0
5448,Terra Santa,150797,PA,2014,5.0
5449,Tomé-Açu,150800,PA,2014,31.0
5450,Tracuateua,150803,PA,2014,18.0
5451,Trairão,150805,PA,2014,
5452,Tucumã,150808,PA,2014,30.0
5453,Tucuruí,150810,PA,2014,21.0
5454,Ulianópolis,150812,PA,2014,1.0
5455,Uruará,150815,PA,2014,79.0
5456,Vigia,150820,PA,2014,6.0
5457,Viseu,150830,PA,2014,1.0
5458,Vitória do Xingu,150835,PA,2014,94.0
5459,Xinguara,150840,PA,2014,15.0
5460,Água Azul do Norte,150034,PA,2014,3.0
5461,Óbidos,150510,PA,2014,6.0
5462,Alta Floresta D'Oeste,110001,RO,2014,31.0
5463,Alto Alegre dos Parecis,110037,RO,2014,15.0
5464,Alto Paraíso,110040,RO,2014,20.0
5465,Alvorada D'Oeste,110034,RO,2014,24.0
5466,Ariquemes,110002,RO,2014,66.0
5467,Buritis,110045,RO,2014,137.0
5468,Cabixi,110003,RO,2014,8.0
5469,Cacaulândia,0,RO,2014,8.0
5470,Cacoal,110004,RO,2014,38.0
5471,Campo Novo de Rondônia,110070,RO,2014,218.0
5472,Candeias do Jamari,110080,RO,2014,10.0
5473,Castanheiras,110090,RO,2014,
5474,Cerejeiras,110005,RO,2014,11.0
5475,Chupinguaia,110092,RO,2014,19.0
5476,Colorado do Oeste,110006,RO,2014,29.0
5477,Corumbiara,110007,RO,2014,11.0
5478,Costa Marques,110008,RO,2014,117.0
5479,Cujubim,0,RO,2014,1.0
5480,Espigão D'Oeste,110009,RO,2014,18.0
5481,Governador Jorge Teixeira,110100,RO,2014,2.0
5482,Guajará-Mirim,110010,RO,2014,23.0
5483,Itapuã do Oeste,110110,RO,2014,29.0
5484,Jaru,110011,RO,2014,48.0
5485,Ji-Paraná,110012,RO,2014,225.0
5486,Machadinho D'Oeste,110013,RO,2014,81.0
5487,Ministro Andreazza,110120,RO,2014,2.0
5488,Mirante da Serra,0,RO,2014,9.0
5489,Monte Negro,0,RO,2014,5.0
5490,Município ignorado - RO,0,RO,2014,
5491,Nova Brasilândia D'Oeste,110014,RO,2014,23.0
5492,Nova Mamoré,110033,RO,2014,3.0
5493,Nova União,0,RO,2014,7.0
5494,Novo Horizonte do Oeste,0,RO,2014,19.0
5495,Ouro Preto do Oeste,110015,RO,2014,47.0
5496,Parecis,110145,RO,2014,7.0
5497,Pimenta Bueno,110018,RO,2014,35.0
5498,Pimenteiras do Oeste,110146,RO,2014,2.0
5499,Porto Velho,110020,RO,2014,306.0
5500,Presidente Médici,110025,RO,2014,24.0
5501,Primavera de Rondônia,110147,RO,2014,5.0
5502,Rio Crespo,110026,RO,2014,2.0
5503,Rolim de Moura,110028,RO,2014,78.0
5504,Santa Luzia D'Oeste,110029,RO,2014,6.0
5505,Seringueiras,110150,RO,2014,26.0
5506,São Felipe D'Oeste,110148,RO,2014,50.0
5507,São Francisco do Guaporé,110149,RO,2014,24.0
5508,São Miguel do Guaporé,110032,RO,2014,
5509,Teixeirópolis,110155,RO,2014,
5510,Theobroma,110160,RO,2014,9.0
5511,Urupá,110170,RO,2014,66.0
5512,Vale do Anari,110175,RO,2014,2.0
5513,Vale do Paraíso,110180,RO,2014,
5514,Vilhena,110030,RO,2014,57.0
5515,Alto Alegre,140005,RR,2014,20.0
5516,Amajari,140002,RR,2014,12.0
5517,Boa Vista,140010,RR,2014,321.0
5518,Bonfim,140015,RR,2014,103.0
5519,Cantá,140017,RR,2014,2.0
5520,Caracaraí,140020,RR,2014,64.0
5521,Caroebe,140023,RR,2014,5.0
5522,Iracema,140028,RR,2014,112.0
5523,Mucajaí,140030,RR,2014,34.0
5524,Normandia,140040,RR,2014,3.0
