Municipio,CodIbge,Estado,Ano,Internações - Dengue
Zé Doca,211400,MA,2014,8.0
Acorizal,510010,MT,2014,0.0
Alta Floresta,510025,MT,2014,13.0
Alto Araguaia,510030,MT,2014,0.0
Alto Boa Vista,510035,MT,2014,0.0
Alto Garças,510040,MT,2014,0.0
Alto Paraguai,510050,MT,2014,0.0
Alto Taquari,510060,MT,2014,0.0
Apiacás,510080,MT,2014,0.0
Araguaiana,510100,MT,2014,0.0
Araguainha,510120,MT,2014,0.0
Araputanga,510125,MT,2014,1.0
Arenápolis,510130,MT,2014,0.0
Aripuanã,510140,MT,2014,36.0
Barra do Bugres,510170,MT,2014,5.0
Barra do Garças,510180,MT,2014,0.0
Barão de Melgaço,510160,MT,2014,0.0
Bom Jesus do Araguaia,510185,MT,2014,0.0
Brasnorte,510190,MT,2014,5.0
Campinápolis,510260,MT,2014,5.0
Campo Novo do Parecis,510263,MT,2014,8.0
Campo Verde,510267,MT,2014,5.0
Campos de Júlio,510268,MT,2014,3.0
Canabrava do Norte,510269,MT,2014,0.0
Canarana,510270,MT,2014,0.0
Carlinda,510279,MT,2014,5.0
Castanheira,510285,MT,2014,0.0
Chapada dos Guimarães,510300,MT,2014,4.0
Cláudia,510305,MT,2014,0.0
Cocalinho,510310,MT,2014,0.0
Colniza,510325,MT,2014,29.0
Colíder,510320,MT,2014,2.0
Comodoro,510330,MT,2014,43.0
Confresa,510335,MT,2014,0.0
Conquista D'Oeste,510336,MT,2014,0.0
Cotriguaçu,510337,MT,2014,4.0
Cuiabá,510340,MT,2014,49.0
Curvelândia,510343,MT,2014,0.0
Cáceres,510250,MT,2014,5.0
Denise,510345,MT,2014,1.0
Diamantino,510350,MT,2014,1.0
Dom Aquino,510360,MT,2014,0.0
Feliz Natal,510370,MT,2014,0.0
Figueirópolis D'Oeste,510380,MT,2014,0.0
Gaúcha do Norte,510385,MT,2014,0.0
General Carneiro,510390,MT,2014,9.0
Glória D'Oeste,510395,MT,2014,0.0
Guarantã do Norte,510410,MT,2014,0.0
Guiratinga,0,MT,2014,
Indiavaí,510450,MT,2014,0.0
Ipiranga do Norte,510452,MT,2014,1.0
Itanhangá,510454,MT,2014,1.0
Itaúba,510455,MT,2014,0.0
Itiquira,510460,MT,2014,0.0
Jaciara,510480,MT,2014,2.0
Jangada,510490,MT,2014,0.0
Jauru,510500,MT,2014,1.0
Juara,510510,MT,2014,1.0
Juruena,510517,MT,2014,0.0
Juscimeira,510520,MT,2014,0.0
Juína,510515,MT,2014,7.0
Lambari D'Oeste,510523,MT,2014,0.0
Lucas do Rio Verde,510525,MT,2014,2.0
Luciara,510530,MT,2014,0.0
Marcelândia,510558,MT,2014,4.0
Matupá,510560,MT,2014,2.0
Mirassol d'Oeste,510562,MT,2014,0.0
Nobres,510590,MT,2014,1.0
Nortelândia,510600,MT,2014,4.0
Nossa Senhora do Livramento,510610,MT,2014,4.0
Nova Bandeirantes,510615,MT,2014,1.0
Nova Brasilândia,510620,MT,2014,0.0
Nova Canaã do Norte,510621,MT,2014,2.0
Nova Guarita,510880,MT,2014,0.0
Nova Lacerda,510618,MT,2014,1.0
Nova Marilândia,510885,MT,2014,0.0
Nova Maringá,510890,MT,2014,0.0
Nova Monte Verde,510895,MT,2014,0.0
Nova Mutum,510622,MT,2014,4.0
Nova Nazaré,510617,MT,2014,0.0
Nova Olímpia,510623,MT,2014,5.0
Nova Santa Helena,510619,MT,2014,0.0
Nova Ubiratã,510624,MT,2014,0.0
Nova Xavantina,510625,MT,2014,2.0
Novo Horizonte do Norte,510627,MT,2014,0.0
Novo Mundo,510626,MT,2014,0.0
Novo Santo Antônio,510631,MT,2014,0.0
Novo São Joaquim,510628,MT,2014,1.0
Paranatinga,510630,MT,2014,1.0
Paranaíta,510629,MT,2014,25.0
Pedra Preta,510637,MT,2014,1.0
Peixoto de Azevedo,510642,MT,2014,1.0
Planalto da Serra,510645,MT,2014,0.0
Poconé,510650,MT,2014,11.0
Pontal do Araguaia,510665,MT,2014,0.0
Ponte Branca,510670,MT,2014,3.0
Pontes e Lacerda,510675,MT,2014,86.0
Porto Alegre do Norte,510677,MT,2014,1.0
Porto Esperidião,510682,MT,2014,1.0
Porto Estrela,510685,MT,2014,0.0
Porto dos Gaúchos,510680,MT,2014,2.0
Poxoréo,510700,MT,2014,7.0
Primavera do Leste,510704,MT,2014,5.0
Querência,510706,MT,2014,1.0
Reserva do Cabaçal,510715,MT,2014,0.0
Ribeirão Cascalheira,510718,MT,2014,0.0
Ribeirãozinho,510719,MT,2014,0.0
Rondolândia,510757,MT,2014,0.0
Rondonópolis,510760,MT,2014,1.0
Rosário Oeste,510770,MT,2014,8.0
Salto do Céu,510775,MT,2014,3.0
Santa Carmem,510724,MT,2014,0.0
Santa Cruz do Xingu,510774,MT,2014,0.0
Santa Rita do Trivelato,510776,MT,2014,0.0
Santa Terezinha,510777,MT,2014,0.0
Santo Afonso,510726,MT,2014,0.0
Santo Antônio do Leste,510779,MT,2014,0.0
Santo Antônio do Leverger,510780,MT,2014,0.0
Sapezal,510787,MT,2014,0.0
Serra Nova Dourada,510788,MT,2014,1.0
Sinop,510790,MT,2014,23.0
Sorriso,510792,MT,2014,5.0
São Félix do Araguaia,510785,MT,2014,2.0
São José do Povo,510729,MT,2014,0.0
São José do Rio Claro,510730,MT,2014,1.0
São José do Xingu,510735,MT,2014,0.0
São José dos Quatro Marcos,510710,MT,2014,0.0
São Pedro da Cipa,510740,MT,2014,0.0
Tabaporã,510794,MT,2014,1.0
Tangará da Serra,510795,MT,2014,6.0
Tapurah,510800,MT,2014,0.0
Terra Nova do Norte,510805,MT,2014,2.0
Tesouro,510810,MT,2014,0.0
Torixoréu,510820,MT,2014,20.0
União do Sul,510830,MT,2014,0.0
Vale de São Domingos,510835,MT,2014,0.0
Vera,510850,MT,2014,1.0
Vila Bela da Santíssima Trindade,510550,MT,2014,3.0
Vila Rica,510860,MT,2014,0.0
Várzea Grande,510840,MT,2014,19.0
Água Boa,510020,MT,2014,1.0
Abaetetuba,150010,PA,2014,30.0
Abel Figueiredo,150013,PA,2014,7.0
Acará,150020,PA,2014,6.0
Afuá,150030,PA,2014,0.0
Alenquer,150040,PA,2014,0.0
Almeirim,150050,PA,2014,0.0
Altamira,150060,PA,2014,254.0
Anajás,150070,PA,2014,1.0
Ananindeua,150080,PA,2014,47.0
Anapu,150085,PA,2014,53.0
Augusto Corrêa,150090,PA,2014,12.0
Aurora do Pará,150095,PA,2014,3.0
Aveiro,150100,PA,2014,0.0
Bagre,150110,PA,2014,0.0
Baião,150120,PA,2014,1.0
Bannach,150125,PA,2014,8.0
Barcarena,150130,PA,2014,12.0
Belterra,150145,PA,2014,1.0
Belém,150140,PA,2014,43.0
Benevides,150150,PA,2014,2.0
Bom Jesus do Tocantins,150157,PA,2014,5.0
Bonito,150160,PA,2014,1.0
Bragança,150170,PA,2014,43.0
Brasil Novo,150172,PA,2014,2.0
Brejo Grande do Araguaia,150175,PA,2014,9.0
Breu Branco,150178,PA,2014,3.0
Breves,150180,PA,2014,6.0
Bujaru,150190,PA,2014,46.0
Cachoeira do Arari,150200,PA,2014,0.0
Cachoeira do Piriá,150195,PA,2014,0.0
Cametá,150210,PA,2014,7.0
Canaã dos Carajás,150215,PA,2014,7.0
Capanema,150220,PA,2014,14.0
Capitão Poço,150230,PA,2014,5.0
Castanhal,150240,PA,2014,21.0
Chaves,150250,PA,2014,0.0
Colares,150260,PA,2014,0.0
Conceição do Araguaia,150270,PA,2014,26.0
Concórdia do Pará,150275,PA,2014,1.0
Cumaru do Norte,150276,PA,2014,20.0
Curionópolis,150277,PA,2014,6.0
Curralinho,150280,PA,2014,0.0
Curuá,0,PA,2014,
Curuçá,150290,PA,2014,3.0
Dom Eliseu,150293,PA,2014,75.0
Eldorado do Carajás,150295,PA,2014,16.0
Faro,150300,PA,2014,0.0
Floresta do Araguaia,150304,PA,2014,1.0
Garrafão do Norte,150307,PA,2014,0.0
Goianésia do Pará,150309,PA,2014,2.0
Gurupá,150310,PA,2014,0.0
Igarapé-Açu,150320,PA,2014,1.0
Igarapé-Miri,150330,PA,2014,0.0
Inhangapi,150340,PA,2014,4.0
Ipixuna do Pará,150345,PA,2014,12.0
Irituia,150350,PA,2014,13.0
Itaituba,150360,PA,2014,46.0
Itupiranga,150370,PA,2014,16.0
Jacareacanga,150375,PA,2014,0.0
Jacundá,150380,PA,2014,59.0
Juruti,150390,PA,2014,0.0
Limoeiro do Ajuru,150400,PA,2014,0.0
Magalhães Barata,150410,PA,2014,0.0
Marabá,150420,PA,2014,7.0
Maracanã,150430,PA,2014,3.0
Marapanim,150440,PA,2014,5.0
Marituba,150442,PA,2014,14.0
Medicilândia,150445,PA,2014,46.0
Melgaço,150450,PA,2014,1.0
Mocajuba,150460,PA,2014,0.0
Moju,150470,PA,2014,1.0
Monte Alegre,150480,PA,2014,8.0
Muaná,150490,PA,2014,2.0
Mãe do Rio,150405,PA,2014,4.0
Nova Esperança do Piriá,150495,PA,2014,0.0
Nova Ipixuna,150497,PA,2014,0.0
Nova Timboteua,150500,PA,2014,0.0
Novo Progresso,150503,PA,2014,5.0
Novo Repartimento,150506,PA,2014,7.0
Oeiras do Pará,150520,PA,2014,1.0
Oriximiná,150530,PA,2014,59.0
Ourilândia do Norte,150543,PA,2014,9.0
Ourém,150540,PA,2014,4.0
Pacajá,150548,PA,2014,17.0
Palestina do Pará,150549,PA,2014,12.0
Paragominas,150550,PA,2014,1.0
Parauapebas,150553,PA,2014,7.0
Pau D'Arco,150555,PA,2014,12.0
Peixe-Boi,150560,PA,2014,0.0
Piçarra,150563,PA,2014,1.0
Placas,150565,PA,2014,49.0
Ponta de Pedras,150570,PA,2014,33.0
Portel,150580,PA,2014,12.0
Porto de Moz,150590,PA,2014,0.0
Prainha,150600,PA,2014,2.0
Primavera,150610,PA,2014,0.0
Quatipuru,150611,PA,2014,1.0
Redenção,150613,PA,2014,14.0
Rio Maria,150616,PA,2014,10.0
Rondon do Pará,150618,PA,2014,12.0
Rurópolis,150619,PA,2014,3.0
Salinópolis,150620,PA,2014,37.0
Salvaterra,150630,PA,2014,1.0
Santa Bárbara do Pará,150635,PA,2014,0.0
Santa Cruz do Arari,150640,PA,2014,0.0
Santa Izabel do Pará,150650,PA,2014,10.0
Santa Luzia do Pará,150655,PA,2014,1.0
Santa Maria das Barreiras,150658,PA,2014,6.0
Santa Maria do Pará,150660,PA,2014,41.0
Santana do Araguaia,150670,PA,2014,7.0
Santarém,150680,PA,2014,9.0
Santarém Novo,150690,PA,2014,1.0
Santo Antônio do Tauá,150700,PA,2014,0.0
Sapucaia,150775,PA,2014,7.0
Senador José Porfírio,150780,PA,2014,16.0
Soure,150790,PA,2014,3.0
São Caetano de Odivelas,150710,PA,2014,0.0
São Domingos do Araguaia,150715,PA,2014,1.0
São Domingos do Capim,150720,PA,2014,7.0
São Francisco do Pará,150740,PA,2014,1.0
São Félix do Xingu,150730,PA,2014,78.0
São Geraldo do Araguaia,150745,PA,2014,62.0
São João da Ponta,150746,PA,2014,0.0
São João de Pirabas,150747,PA,2014,4.0
São João do Araguaia,150750,PA,2014,0.0
São Miguel do Guamá,150760,PA,2014,8.0
São Sebastião da Boa Vista,150770,PA,2014,0.0
Tailândia,150795,PA,2014,8.0
Terra Alta,150796,PA,2014,2.0
Terra Santa,150797,PA,2014,0.0
Tomé-Açu,150800,PA,2014,33.0
Tracuateua,150803,PA,2014,5.0
Trairão,150805,PA,2014,0.0
Tucumã,150808,PA,2014,53.0
Tucuruí,150810,PA,2014,2.0
Ulianópolis,150812,PA,2014,6.0
Uruará,150815,PA,2014,113.0
Vigia,150820,PA,2014,6.0
Viseu,150830,PA,2014,25.0
Vitória do Xingu,150835,PA,2014,7.0
Xinguara,150840,PA,2014,21.0
Água Azul do Norte,150034,PA,2014,5.0
Óbidos,150510,PA,2014,0.0
Alta Floresta D'Oeste,110001,RO,2014,40.0
Alto Alegre dos Parecis,110037,RO,2014,14.0
Alto Paraíso,110040,RO,2014,39.0
Alvorada D'Oeste,110034,RO,2014,8.0
Ariquemes,110002,RO,2014,77.0
Buritis,110045,RO,2014,22.0
Cabixi,110003,RO,2014,14.0
Cacaulândia,110060,RO,2014,3.0
Cacoal,110004,RO,2014,26.0
Campo Novo de Rondônia,110070,RO,2014,86.0
Candeias do Jamari,110080,RO,2014,2.0
Castanheiras,110090,RO,2014,2.0
Cerejeiras,110005,RO,2014,42.0
Chupinguaia,110092,RO,2014,7.0
Colorado do Oeste,110006,RO,2014,22.0
Corumbiara,110007,RO,2014,1.0
Costa Marques,110008,RO,2014,8.0
Cujubim,110094,RO,2014,1.0
Espigão D'Oeste,110009,RO,2014,25.0
Governador Jorge Teixeira,110100,RO,2014,2.0
Guajará-Mirim,110010,RO,2014,13.0
Itapuã do Oeste,110110,RO,2014,0.0
Jaru,110011,RO,2014,29.0
Ji-Paraná,110012,RO,2014,302.0
Machadinho D'Oeste,110013,RO,2014,8.0
Ministro Andreazza,110120,RO,2014,5.0
Mirante da Serra,110130,RO,2014,42.0
Monte Negro,110140,RO,2014,4.0
Nova Brasilândia D'Oeste,110014,RO,2014,51.0
Nova Mamoré,110033,RO,2014,8.0
Nova União,110143,RO,2014,11.0
Novo Horizonte do Oeste,110050,RO,2014,12.0
Ouro Preto do Oeste,110015,RO,2014,74.0
Parecis,110145,RO,2014,16.0
Pimenta Bueno,110018,RO,2014,13.0
Pimenteiras do Oeste,110146,RO,2014,2.0
Porto Velho,110020,RO,2014,63.0
Primavera de Rondônia,110147,RO,2014,2.0
Rio Crespo,110026,RO,2014,3.0
Rolim de Moura,110028,RO,2014,70.0
Santa Luzia D'Oeste,110029,RO,2014,46.0
São Felipe D'Oeste,110148,RO,2014,3.0
São Francisco do Guaporé,110149,RO,2014,9.0
São Miguel do Guaporé,110032,RO,2014,25.0
Seringueiras,110150,RO,2014,57.0
Teixeirópolis,110155,RO,2014,4.0
Theobroma,110160,RO,2014,11.0
Urupá,110170,RO,2014,6.0
Vale do Anari,110175,RO,2014,1.0
Vale do Paraíso,110180,RO,2014,4.0
Vilhena,110030,RO,2014,27.0
Alto Alegre,140005,RR,2014,
Amajari,140002,RR,2014,
Boa Vista,140010,RR,2014,
Bonfim,140015,RR,2014,
Cantá,140017,RR,2014,
Caracaraí,140020,RR,2014,
Caroebe,140023,RR,2014,
Iracema,140028,RR,2014,
Mucajaí,140030,RR,2014,
Normandia,140040,RR,2014,
Pacaraima,140045,RR,2014,
Rorainópolis,140047,RR,2014,
São João da Baliza,140050,RR,2014,
São Luiz,140060,RR,2014,
Uiramutã,140070,RR,2014,
Abreulândia,170025,TO,2014,1.0
Aguiarnópolis,170030,TO,2014,0.0
Aliança do Tocantins,170035,TO,2014,0.0
Almas,170040,TO,2014,0.0
Alvorada,170070,TO,2014,4.0
Ananás,170100,TO,2014,4.0
Angico,170105,TO,2014,0.0
Aparecida do Rio Negro,170110,TO,2014,0.0
Aragominas,170130,TO,2014,0.0
Araguacema,170190,TO,2014,0.0
Araguatins,170220,TO,2014,16.0
Araguaçu,170200,TO,2014,172.0
Araguaína,170210,TO,2014,7.0
Arapoema,170230,TO,2014,7.0
Arraias,170240,TO,2014,3.0
Augustinópolis,170255,TO,2014,5.0
Aurora do Tocantins,170270,TO,2014,0.0
Axixá do Tocantins,170290,TO,2014,5.0
Babaçulândia,170300,TO,2014,0.0
Bandeirantes do Tocantins,170305,TO,2014,0.0
Barra do Ouro,170307,TO,2014,0.0
Barrolândia,170310,TO,2014,1.0
Bernardo Sayão,170320,TO,2014,6.0
Brasilândia do Tocantins,170360,TO,2014,2.0
Brejinho de Nazaré,170370,TO,2014,0.0
Buriti do Tocantins,170380,TO,2014,0.0
Cachoeirinha,170382,TO,2014,0.0
Campos Lindos,170384,TO,2014,0.0
Cariri do Tocantins,170386,TO,2014,2.0
Carmolândia,170388,TO,2014,0.0
Carrasco Bonito,170389,TO,2014,0.0
Caseara,170390,TO,2014,0.0
Centenário,170410,TO,2014,0.0
Chapada da Natividade,170510,TO,2014,0.0
Chapada de Areia,170460,TO,2014,0.0
Colinas do Tocantins,170550,TO,2014,68.0
Colméia,171670,TO,2014,5.0
Combinado,170555,TO,2014,1.0
Conceição do Tocantins,170560,TO,2014,0.0
Couto Magalhães,170600,TO,2014,3.0
Cristalândia,170610,TO,2014,0.0
Crixás do Tocantins,170625,TO,2014,0.0
Darcinópolis,170650,TO,2014,1.0
Dianópolis,170700,TO,2014,11.0
Divinópolis do Tocantins,170710,TO,2014,2.0
Dois Irmãos do Tocantins,170720,TO,2014,1.0
Dueré,170730,TO,2014,0.0
Esperantina,170740,TO,2014,0.0
Figueirópolis,170765,TO,2014,1.0
Filadélfia,170770,TO,2014,0.0
Formoso do Araguaia,170820,TO,2014,16.0
Fortaleza do Tabocão,170825,TO,2014,3.0
Fátima,170755,TO,2014,0.0
Goianorte,170830,TO,2014,0.0
Goiatins,170900,TO,2014,10.0
Guaraí,170930,TO,2014,5.0
Gurupi,170950,TO,2014,2.0
Ipueiras,170980,TO,2014,0.0
Itacajá,171050,TO,2014,45.0
Itaguatins,171070,TO,2014,0.0
Itapiratins,171090,TO,2014,0.0
Itaporã do Tocantins,171110,TO,2014,0.0
Jaú do Tocantins,171150,TO,2014,0.0
Juarina,171180,TO,2014,3.0
Lagoa da Confusão,171190,TO,2014,0.0
Lagoa do Tocantins,171195,TO,2014,1.0
Lajeado,171200,TO,2014,0.0
Lavandeira,171215,TO,2014,0.0
Lizarda,171240,TO,2014,0.0
Luzinópolis,171245,TO,2014,1.0
Marianópolis do Tocantins,171250,TO,2014,0.0
Mateiros,171270,TO,2014,0.0
Maurilândia do Tocantins,171280,TO,2014,0.0
Miracema do Tocantins,171320,TO,2014,35.0
Miranorte,171330,TO,2014,82.0
Monte Santo do Tocantins,171370,TO,2014,1.0
Monte do Carmo,171360,TO,2014,2.0
Muricilândia,171395,TO,2014,0.0
Natividade,171420,TO,2014,1.0
Nazaré,171430,TO,2014,4.0
Nova Olinda,171488,TO,2014,0.0
Nova Rosalândia,171500,TO,2014,0.0
Novo Acordo,171510,TO,2014,0.0
Novo Alegre,171515,TO,2014,0.0
Novo Jardim,171525,TO,2014,3.0
Oliveira de Fátima,171550,TO,2014,0.0
Palmas,172100,TO,2014,18.0
Palmeirante,171570,TO,2014,2.0
Palmeiras do Tocantins,171380,TO,2014,0.0
Palmeirópolis,171575,TO,2014,8.0
Paranã,171620,TO,2014,4.0
Paraíso do Tocantins,171610,TO,2014,23.0
Pedro Afonso,171650,TO,2014,10.0
Peixe,171660,TO,2014,8.0
Pequizeiro,171665,TO,2014,0.0
Pindorama do Tocantins,171700,TO,2014,0.0
Piraquê,171720,TO,2014,0.0
Pium,171750,TO,2014,37.0
Ponte Alta do Bom Jesus,171780,TO,2014,0.0
Ponte Alta do Tocantins,171790,TO,2014,1.0
Porto Alegre do Tocantins,171800,TO,2014,0.0
Porto Nacional,171820,TO,2014,13.0
Praia Norte,171830,TO,2014,0.0
Presidente Kennedy,171840,TO,2014,0.0
Pugmil,171845,TO,2014,2.0
Recursolândia,171850,TO,2014,1.0
Riachinho,171855,TO,2014,1.0
Rio Sono,171875,TO,2014,2.0
Rio da Conceição,171865,TO,2014,1.0
Rio dos Bois,171870,TO,2014,1.0
Sampaio,171880,TO,2014,2.0
Sandolândia,171884,TO,2014,21.0
Santa Fé do Araguaia,171886,TO,2014,0.0
Santa Maria do Tocantins,171888,TO,2014,0.0
Santa Rita do Tocantins,171889,TO,2014,0.0
Santa Rosa do Tocantins,171890,TO,2014,0.0
Santa Tereza do Tocantins,171900,TO,2014,0.0
Santa Terezinha do Tocantins,172000,TO,2014,0.0
Silvanópolis,172065,TO,2014,0.0
São Bento do Tocantins,172010,TO,2014,0.0
São Félix do Tocantins,172015,TO,2014,0.0
São Miguel do Tocantins,172020,TO,2014,0.0
São Salvador do Tocantins,172025,TO,2014,1.0
São Sebastião do Tocantins,172030,TO,2014,0.0
São Valério,172049,TO,2014,0.0
Sítio Novo do Tocantins,172080,TO,2014,0.0
Taguatinga,172090,TO,2014,0.0
Taipas do Tocantins,0,TO,2014,
Talismã,172097,TO,2014,4.0
Tocantinópolis,172120,TO,2014,9.0
Tocantínia,172110,TO,2014,5.0
Tupirama,172125,TO,2014,3.0
Tupiratins,172130,TO,2014,0.0
Wanderlândia,172208,TO,2014,1.0
Xambioá,172210,TO,2014,6.0
Acrelândia,120001,AC,2015,0.0
Assis Brasil,120005,AC,2015,1.0
Brasiléia,120010,AC,2015,14.0
Bujari,120013,AC,2015,0.0
Capixaba,120017,AC,2015,1.0
Cruzeiro do Sul,120020,AC,2015,249.0
Epitaciolândia,120025,AC,2015,9.0
Feijó,120030,AC,2015,0.0
Jordão,120032,AC,2015,0.0
Mâncio Lima,120033,AC,2015,9.0
Manoel Urbano,120034,AC,2015,0.0
Marechal Thaumaturgo,120035,AC,2015,0.0
Plácido de Castro,120038,AC,2015,4.0
Porto Acre,120080,AC,2015,0.0
Porto Walter,120039,AC,2015,2.0
Rio Branco,120040,AC,2015,19.0
Rodrigues Alves,120042,AC,2015,13.0
Santa Rosa do Purus,120043,AC,2015,0.0
Sena Madureira,120050,AC,2015,10.0
Senador Guiomard,120045,AC,2015,17.0
Tarauacá,120060,AC,2015,1.0
Xapuri,120070,AC,2015,2.0
Amapá,160010,AP,2015,0.0
Calçoene,160020,AP,2015,42.0
Ferreira Gomes,160023,AP,2015,1.0
Itaubal,160025,AP,2015,0.0
Laranjal do Jari,160027,AP,2015,7.0
Macapá,160030,AP,2015,51.0
Mazagão,160040,AP,2015,2.0
Oiapoque,160050,AP,2015,3.0
Pedra Branca do Amapari,160015,AP,2015,0.0
Porto Grande,160053,AP,2015,61.0
Santana,160060,AP,2015,22.0
Serra do Navio,160005,AP,2015,0.0
Tartarugalzinho,160070,AP,2015,1.0
Vitória do Jari,160080,AP,2015,1.0
Alvarães,130002,AM,2015,0.0
Amaturá,130006,AM,2015,0.0
Anamã,130008,AM,2015,0.0
Apuí,130014,AM,2015,0.0
Atalaia do Norte,130020,AM,2015,0.0
Autazes,130030,AM,2015,0.0
Barcelos,130040,AM,2015,3.0
Barreirinha,130050,AM,2015,0.0
Benjamin Constant,130060,AM,2015,0.0
Boa Vista do Ramos,130068,AM,2015,0.0
Boca do Acre,130070,AM,2015,15.0
Borba,130080,AM,2015,3.0
Caapiranga,130083,AM,2015,0.0
Canutama,130090,AM,2015,0.0
Carauari,130100,AM,2015,1.0
Careiro,130110,AM,2015,1.0
Careiro da Várzea,130115,AM,2015,0.0
Coari,130120,AM,2015,0.0
Codajás,130130,AM,2015,0.0
Eirunepé,130140,AM,2015,0.0
Envira,130150,AM,2015,0.0
Fonte Boa,130160,AM,2015,1.0
Guajará,130165,AM,2015,39.0
Humaitá,130170,AM,2015,1.0
Ipixuna,130180,AM,2015,2.0
Iranduba,130185,AM,2015,2.0
Itacoatiara,130190,AM,2015,16.0
Itamarati,130195,AM,2015,0.0
Itapiranga,130200,AM,2015,1.0
Japurá,130210,AM,2015,0.0
Juruá,130220,AM,2015,0.0
Jutaí,130230,AM,2015,0.0
Lábrea,130240,AM,2015,1.0
Manacapuru,130250,AM,2015,4.0
Manaus,130260,AM,2015,109.0
Manicoré,130270,AM,2015,1.0
Maraã,130280,AM,2015,0.0
Maués,130290,AM,2015,60.0
Nova Olinda do Norte,130310,AM,2015,0.0
Novo Airão,130320,AM,2015,0.0
Novo Aripuanã,130330,AM,2015,11.0
Parintins,130340,AM,2015,5.0
Pauini,130350,AM,2015,1.0
Presidente Figueiredo,130353,AM,2015,3.0
Rio Preto da Eva,130356,AM,2015,0.0
Santa Isabel do Rio Negro,130360,AM,2015,0.0
Santo Antônio do Içá,130370,AM,2015,0.0
Silves,130400,AM,2015,1.0
São Gabriel da Cachoeira,130380,AM,2015,0.0
São Paulo de Olivença,130390,AM,2015,2.0
Tabatinga,130406,AM,2015,7.0
Tapauá,130410,AM,2015,8.0
Tefé,130420,AM,2015,21.0
Urucurituba,0,AM,2015,
Açailândia,210005,MA,2015,69.0
Afonso Cunha,210010,MA,2015,7.0
Água Doce do Maranhão,210015,MA,2015,25.0
Alcântara,210020,MA,2015,3.0
Aldeias Altas,210030,MA,2015,145.0
Altamira do Maranhão,210040,MA,2015,0.0
Alto Alegre do Maranhão,210043,MA,2015,1.0
Alto Alegre do Pindaré,210047,MA,2015,108.0
Alto Parnaíba,210050,MA,2015,1.0
Amapá do Maranhão,210055,MA,2015,0.0
Amarante do Maranhão,210060,MA,2015,25.0
Anajatuba,210070,MA,2015,0.0
Anapurus,210080,MA,2015,3.0
Apicum-Açu,210083,MA,2015,26.0
Araguanã,210087,MA,2015,8.0
Araioses,210090,MA,2015,90.0
Arame,210095,MA,2015,0.0
Arari,210100,MA,2015,1.0
Axixá,210110,MA,2015,0.0
Bacabal,210120,MA,2015,5.0
Bacabeira,210125,MA,2015,0.0
Bacuri,210130,MA,2015,10.0
Balsas,210140,MA,2015,21.0
Barão de Grajaú,210150,MA,2015,1.0
Barra do Corda,210160,MA,2015,29.0
Barreirinhas,210170,MA,2015,3.0
Bela Vista do Maranhão,210177,MA,2015,16.0
Belágua,210173,MA,2015,0.0
Benedito Leite,210180,MA,2015,6.0
Bequimão,210190,MA,2015,16.0
Bernardo do Mearim,210193,MA,2015,2.0
Boa Vista do Gurupi,210197,MA,2015,0.0
Bom Jardim,210200,MA,2015,53.0
Bom Jesus das Selvas,210203,MA,2015,2.0
Bom Lugar,210207,MA,2015,0.0
Brejo,210210,MA,2015,185.0
Brejo de Areia,210215,MA,2015,1.0
Buriti,210220,MA,2015,1.0
Buriti Bravo,210230,MA,2015,62.0
Buriticupu,210232,MA,2015,49.0
Buritirana,210235,MA,2015,0.0
Cachoeira Grande,210237,MA,2015,0.0
Cajapió,210240,MA,2015,1.0
Cajari,210250,MA,2015,0.0
Campestre do Maranhão,210255,MA,2015,3.0
Cândido Mendes,210260,MA,2015,1.0
Cantanhede,210270,MA,2015,21.0
Capinzal do Norte,210275,MA,2015,2.0
Carolina,210280,MA,2015,31.0
Carutapera,210290,MA,2015,1.0
Caxias,210300,MA,2015,7.0
Cedral,210310,MA,2015,1.0
Central do Maranhão,210312,MA,2015,29.0
Centro do Guilherme,210315,MA,2015,2.0
Centro Novo do Maranhão,210317,MA,2015,0.0
Chapadinha,210320,MA,2015,14.0
Cidelândia,210325,MA,2015,4.0
Codó,210330,MA,2015,1.0
Coelho Neto,210340,MA,2015,1.0
Colinas,210350,MA,2015,13.0
Conceição do Lago-Açu,210355,MA,2015,0.0
Coroatá,210360,MA,2015,1.0
Cururupu,210370,MA,2015,0.0
Davinópolis,210375,MA,2015,0.0
Dom Pedro,210380,MA,2015,29.0
Duque Bacelar,210390,MA,2015,0.0
Esperantinópolis,210400,MA,2015,26.0
Estreito,210405,MA,2015,18.0
Feira Nova do Maranhão,210407,MA,2015,3.0
Fernando Falcão,210408,MA,2015,55.0
Formosa da Serra Negra,210409,MA,2015,0.0
Fortaleza dos Nogueiras,210410,MA,2015,1.0
Fortuna,210420,MA,2015,2.0
Godofredo Viana,210430,MA,2015,0.0
Gonçalves Dias,210440,MA,2015,1.0
Governador Archer,210450,MA,2015,5.0
Governador Edison Lobão,210455,MA,2015,5.0
Governador Eugênio Barros,210460,MA,2015,18.0
Governador Luiz Rocha,210462,MA,2015,1.0
Governador Newton Bello,210465,MA,2015,0.0
Governador Nunes Freire,210467,MA,2015,19.0
Graça Aranha,210470,MA,2015,112.0
Grajaú,210480,MA,2015,48.0
Guimarães,210490,MA,2015,32.0
Humberto de Campos,210500,MA,2015,0.0
Icatu,210510,MA,2015,0.0
Igarapé do Meio,210515,MA,2015,40.0
