Municipio,Estado,Ano,População total que mora em domicílios sem acesso ao serviço de coleta de esgoto (pessoas) (SNIS),Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto (% da população) (SNIS),"Extensão da rede de distribuição de esgoto, em km (km) (SNIS)",Densidade demográfica (pessoas por km²) (Pessoas por km²) (IBGE),Lat,Long,AreaKm2,Desmatado,Incremento,Floresta,NaoFloresta,Hidrografia,PercDesmatado,Internações - Dengue,Internações Ano Seguinte - Dengue
Lajeado,TO,2017,78986.0,99.0,0.73,880.9,-9.83859,-48.28634,324,0.0,0.0,0.0,314.0,10.3,0.0,1.0,2.0
Alta Floresta,MT,2017,27164.0,54.1,117.0,5.61,-10.04165,-56.40435,8986,4966.8,12.0,3724.4,258.7,36.1,0.5527264633874917,17.0,13.0
Barão de Melgaço,MT,2017,,,,0.7,-16.75732,-56.01455,11187,376.0,0.3,2208.3,8493.6,109.1,0.033610440690086715,0.0,0.0
Barra do Garças,MT,2017,17250.0,29.3,180.53,6.5,-15.356079999999999,-52.65919,9146,1274.6,0.7,232.8,7626.4,12.2,0.13936146949486114,1.0,6.0
Cáceres,MT,2017,86106.0,94.3,39.5,3.71,-16.539920000000002,-57.79439,24399,1973.4,8.3,1553.2,19780.8,1091.6,0.08088036394934217,3.0,4.0
Chapada dos Guimarães,MT,2017,19049.0,100.0,0.0,2.88,-15.100060000000001,-55.49593,6250,392.0,0.1,142.3,5516.4,199.3,0.06272,0.0,0.0
Cuiabá,MT,2017,274282.0,46.5,925.89,179.17,-15.41888,-56.00402,3496,170.5,0.0,166.4,3159.1,0.0,0.0487700228832952,10.0,9.0
Jangada,MT,2017,7996.0,100.0,0.0,7.88,-15.32112,-56.57946999999999,1022,0.0,0.0,0.0,1022.5,0.0,0.0,0.0,1.0
Lucas do Rio Verde,MT,2017,38115.0,62.0,100.0,16.74,-13.047419999999999,-56.1822,3662,544.7,1.1,622.5,2494.8,0.0,0.14874385581649374,1.0,0.0
Nossa Senhora do Livramento,MT,2017,12484.0,100.0,0.0,2.53,-15.933029999999999,-56.3487,5200,110.2,0.0,82.4,5005.1,2.3,0.02119230769230769,0.0,3.0
Nova Brasilândia,MT,2017,3827.0,100.0,0.0,1.17,-14.743070000000001,-55.22435,3268,1167.8,0.6,190.6,1881.9,27.7,0.35734394124847,0.0,0.0
Planalto da Serra,MT,2017,,,,1.07,-14.54069,-54.66186999999999,2452,552.2,0.0,44.0,1855.8,0.0,0.2252039151712888,0.0,0.0
Poconé,MT,2017,32241.0,100.0,0.0,1.88,-16.79972,-56.96679,17283,80.6,0.4,947.5,15557.9,697.0,0.004663542209107215,2.0,17.0
Primavera do Leste,MT,2017,12373.0,20.9,202.19,10.82,-15.12711,-54.21448,5473,0.7,0.0,17.1,5455.2,0.0,0.00012790060295998535,0.0,1.0
Rondonópolis,MT,2017,9000.0,4.0,567.84,47.44,-16.570970000000006,-54.71462,4168,830.2,0.6,266.5,3065.7,5.6,0.1991842610364684,11.0,3.0
Rosário Oeste,MT,2017,16908.0,100.0,0.0,2.28,-14.8618,-56.251580000000004,7493,65.9,0.0,23.1,7395.0,9.0,0.008794875216869079,33.0,48.0
Santo Antônio do Leverger,MT,2017,,,,1.57,-16.48613,-55.26485,12262,1046.2,0.9,1094.6,10099.5,21.7,0.08532050236503018,0.0,0.0
Sorriso,MT,2017,65529.0,76.9,292.98,9.12,-12.69331,-55.777409999999996,9349,3976.8,0.9,1253.1,4119.1,0.0,0.4253716975077549,1.0,2.0
Tangará da Serra,MT,2017,72995.0,73.9,95.82,8.52,-14.4327,-58.38021,11333,2179.7,0.5,639.6,8512.8,0.9,0.1923321274155122,2.0,1.0
Várzea Grande,MT,2017,194144.0,70.9,165.4,261.41,-15.55785,-56.34461999999999,939,0.0,0.0,1.3,937.7,0.0,0.0,18.0,10.0
Ji-Paraná,RO,2018,127907.0,100.0,,18.55,-10.44844,-61.69061,6955,2614.1,1.3,4239.3,66.3,35.3,0.3758590941768512,51.0,24.0
Porto Velho,RO,2018,494795.0,95.2,70.17,15.24,-8.98448,-63.99115,34631,10198.9,388.8,23204.7,431.9,751.1,0.294502035748318,18.0,18.0
Vilhena,RO,2018,97448.0,100.0,,8.33,-12.123510000000001,-60.112109999999994,11584,1824.9,17.8,8069.8,1685.8,1.5,0.15753625690607734,7.0,12.0
Cruzeiro do Sul,AC,2018,87673.0,100.0,,9.99,-7.955589999999999,-72.73617,9202,1062.3,18.2,8119.0,20.7,0.0,0.11544229515322756,13.0,99.0
Rio Branco,AC,2018,318977.0,79.5,546.27,45.41,-9.99527,-68.15925,9113,2799.3,37.0,6025.4,0.0,0.1,0.3071765609568748,16.0,23.0
Careiro da Várzea,AM,2018,29595.0,100.0,,11.26,-3.3047699999999995,-59.555969999999995,2641,567.0,4.2,662.8,707.8,628.0,0.2146914047709201,1.0,0.0
Coari,AM,2018,0.0,,,1.45,-4.03545,-63.534659999999995,58828,787.5,2.0,51212.0,823.1,2761.8,0.013386482627320324,1.0,1.0
Humaitá,AM,2018,0.0,,,1.63,-7.510839999999999,-62.5992,33428,829.0,48.6,28693.5,3116.3,784.2,0.024799569223405527,0.0,1.0
Iranduba,AM,2018,0.0,,,21.46,-3.0859099999999997,-60.66479,2229,496.3,1.2,1181.5,132.9,303.8,0.2226558995065052,1.0,2.0
Itacoatiara,AM,2018,0.0,,,11.24,-3.13511,-58.81276,8927,1790.0,5.0,3548.2,829.3,1665.6,0.20051529069116164,1.0,0.0
Manacapuru,AM,2018,0.0,,,13.12,-3.27671,-60.71178000000001,7381,814.5,2.0,4226.9,805.6,1423.0,0.11035090096192927,0.0,0.0
Manaus,AM,2018,1878707.0,87.6,550.51,188.18,-2.5729,-60.37242,11473,1263.0,1.4,6975.4,3.0,1547.8,0.11008454632615708,30.0,37.0
Manicoré,AM,2018,54907.0,100.0,,1.14,-6.787089999999999,-61.110009999999996,48689,2092.6,81.6,41595.5,4146.5,826.8,0.0429789069399659,0.0,1.0
Maués,AM,2018,0.0,,,1.57,-5.24148,-58.19461999999999,40090,1432.7,6.7,36197.3,872.3,1294.9,0.03573709154402594,5.0,0.0
Novo Airão,AM,2018,18974.0,100.0,,0.5,-1.5162799999999999,-61.51599,38114,124.1,0.7,32858.7,211.9,1358.7,0.003256021409455843,0.0,0.0
Parintins,AM,2018,0.0,,,19.0,-2.78735,-56.68566,5958,986.5,2.8,1079.1,1133.2,2281.2,0.1655756965424639,0.0,0.0
Presidente Figueiredo,AM,2018,0.0,,,1.39,-0.65847,-60.17004,25568,777.5,6.2,14390.6,1.1,3421.8,0.030409105131414267,0.0,1.0
Rio Preto da Eva,AM,2018,0.0,,,5.6,-2.50853,-59.60122,5838,585.4,1.9,1734.6,0.0,10.3,0.10027406646111682,0.0,1.0
Tabatinga,AM,2018,64488.0,100.0,,19.74,-4.02878,-69.69785999999999,3343,165.3,0.2,183.7,1.3,52.0,0.04944660484594676,0.0,3.0
Tefé,AM,2018,0.0,,,2.54,-4.41301,-65.57764,24186,683.7,8.6,22106.6,168.9,724.7,0.02826841974696105,5.0,6.0
Abaetetuba,PA,2018,156292.0,100.0,,97.05,-1.7386599999999999,-48.85524,1617,696.8,0.6,444.0,13.6,413.6,0.4309214594928879,9.0,7.0
Acará,PA,2018,0.0,,,12.78,-2.03379,-48.31904,4361,2403.0,17.9,1791.3,43.3,70.5,0.5510204081632653,2.0,2.0
Alenquer,PA,2018,56480.0,100.0,,2.39,-0.30798000000000003,-55.15106,22286,1488.9,20.6,10866.6,2476.4,589.6,0.06680875886206587,6.0,3.0
Altamira,PA,2018,76087.0,67.2,192.92,0.71,-6.3166400000000005,-54.2628,159540,9161.9,435.0,135599.9,3760.6,1668.3,0.0574269775604864,11.0,3.0
Ananindeua,PA,2018,514775.0,98.0,87.94,2759.59,-1.34293,-48.39038,185,87.3,0.0,79.3,0.0,18.4,0.4718918918918919,14.0,13.0
Barcarena,PA,2018,122294.0,100.0,,93.31,-1.44539,-48.637029999999996,1316,334.0,0.8,417.6,1.9,527.7,0.25379939209726443,5.0,1.0
Belém,PA,2018,1284247.0,86.4,548.75,1402.35,-1.27265,-48.50024000000001,1070,250.7,0.9,230.9,7.1,581.3,0.23429906542056075,15.0,20.0
Breves,PA,2018,101891.0,100.0,,10.65,-1.15638,-50.43788,9572,544.7,0.5,4317.5,86.2,1022.9,0.056905557877141674,3.0,3.0
Cametá,PA,2018,136390.0,100.0,,44.26,-2.2808200000000003,-49.51546,3090,1118.5,1.1,587.9,657.9,448.3,0.3619741100323625,0.0,0.0
Igarapé-Miri,PA,2018,62355.0,100.0,,31.23,-2.07583,-49.087540000000004,2004,482.2,1.2,917.7,203.3,321.8,0.2406187624750499,2.0,1.0
Ipixuna do Pará,PA,2018,0.0,,,11.97,-2.93713,-47.96702,5245,2786.5,13.1,699.6,6.7,25.9,0.5312678741658723,0.0,3.0
Itaituba,PA,2018,101097.0,100.0,,1.63,-6.03172,-55.968959999999996,62095,5664.9,98.6,50137.5,460.8,810.3,0.09122956759803526,2.0,1.0
Itupiranga,PA,2018,52656.0,99.0,12.0,6.75,-5.07669,-49.89878,7901,4913.4,32.9,2773.0,5.6,111.9,0.6218706492849005,8.0,8.0
Juruti,PA,2018,0.0,,,6.85,-2.64774,-56.236909999999995,8308,1205.0,5.4,3519.9,633.3,1109.0,0.14504092441020702,0.0,0.0
Marabá,PA,2018,273442.0,99.4,36.0,18.18,-5.52503,-49.944179999999996,15161,8726.8,51.5,6078.6,36.2,86.0,0.5756084690983444,0.0,13.0
Moju,PA,2018,80988.0,100.0,,8.91,-2.53518,-49.05922,9129,4430.4,34.7,4290.6,190.4,55.6,0.4853105488005258,7.0,9.0
Monte Alegre,PA,2018,57900.0,100.0,,3.19,-1.02109,-54.286809999999996,19516,4327.9,14.5,4439.4,1799.4,1139.7,0.22176163148186104,1.0,0.0
Monte Alegre,PA,2018,20951.0,94.2,3.06,105.44,-1.02109,-54.286809999999996,19516,4327.9,14.5,4439.4,1799.4,1139.7,0.22176163148186104,1.0,0.0
Novo Repartimento,PA,2018,74402.0,99.7,15.0,4.84,-4.52485,-50.19409,15432,8126.7,172.6,6058.5,1.0,1168.1,0.5266135303265941,19.0,13.0
Óbidos,PA,2018,51964.0,100.0,,1.85,0.07317,-55.75937,28031,1944.3,24.1,16832.1,4595.5,1351.5,0.0693624915272377,1.0,1.0
Oriximiná,PA,2018,72160.0,100.0,,0.67,0.26778,-57.52249000000001,107782,1566.6,15.2,80562.2,3636.6,1768.6,0.014534894509287263,5.0,2.0
Paragominas,PA,2018,85843.0,76.8,44.86,5.78,-3.12356,-47.40354,19465,8791.7,18.4,1363.6,7.1,36.0,0.4516670947855125,3.0,0.0
Parauapebas,PA,2018,170602.0,84.1,60.25,29.46,-6.19825,-50.4301,6968,1327.2,2.9,5553.4,85.6,1.8,0.19047072330654424,10.0,24.0
Portel,PA,2018,61126.0,100.0,,2.41,-2.62095,-50.99664,25425,2175.9,99.8,3946.0,385.9,845.9,0.0855811209439528,0.0,0.0
Santa Bárbara do Pará,PA,2018,20584.0,99.4,0.5,74.43,-1.19187,-48.2373,279,160.2,0.2,99.2,0.0,19.6,0.5741935483870967,0.0,0.0
Santarém,PA,2018,289979.0,95.8,61.0,16.91,-2.81346,-55.58935,22890,4804.5,38.9,8234.4,663.5,3887.8,0.2098951507208388,1.0,2.0
São Félix do Xingu,PA,2018,124763.0,100.0,,1.48,-7.4611399999999986,-52.46225,84253,18733.9,293.7,56963.4,3788.0,939.0,0.22235291324937986,8.0,33.0
Tailândia,PA,2018,103664.0,100.0,,23.4,-2.9033599999999997,-48.78385,4451,2285.7,14.3,1690.8,0.0,0.0,0.5135250505504381,4.0,4.0
Tomé-Açu,PA,2018,62854.0,100.0,,12.22,-2.6602799999999998,-48.258179999999996,5169,3007.8,17.0,1658.3,0.1,0.4,0.5818920487521765,3.0,9.0
Tucuruí,PA,2018,112148.0,100.0,,53.76,-3.79728,-49.8067,2095,832.9,17.2,779.3,4.7,478.1,0.3975656324582339,0.0,3.0
Vigia,PA,2018,53191.0,100.0,,98.67,-0.9177700000000001,-48.118109999999994,536,219.3,0.1,138.9,16.4,161.4,0.40914179104477616,3.0,0.0
Gurupi,TO,2018,59907.0,69.9,138.88,46.7,-11.65795,-48.9217,1843,0.0,0.0,0.0,1843.3,0.0,0.0,0.0,6.0
Paraíso do Tocantins,TO,2018,37514.0,74.1,76.06,39.91,-10.21749,-48.865159999999996,1274,0.0,0.0,0.2,1273.8,0.0,0.0,4.0,43.0
Porto Nacional,TO,2018,14263.0,27.1,349.76,11.84,-10.54819,-48.54647,4472,0.0,0.0,0.0,4441.5,31.6,0.0,35.0,99.0
Palmas,TO,2018,43655.0,15.0,1156.37,131.53,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,12.0,45.0
Palmas,TO,2018,13466.0,26.8,149.14,32.22,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,12.0,45.0
Balsas,MA,2018,93826.0,100.0,,7.14,-8.28674,-46.26008,13259,0.0,0.0,0.0,13259.1,0.0,0.0,3.0,26.0
Barra do Corda,MA,2018,87794.0,100.0,,16.91,-5.68391,-45.23172,7962,3260.9,11.2,2112.0,2499.9,4.6,0.4095579000251193,2.0,21.0
Coroatá,MA,2018,61266.0,94.2,6.0,28.73,-4.16542,-44.14074,2298,1057.9,0.7,1240.1,0.0,0.0,0.4603568320278503,1.0,0.0
Grajaú,MA,2018,68876.0,100.0,,7.77,-5.82835,-46.0307,7625,1506.5,6.7,1164.8,4762.1,0.0,0.19757377049180327,3.0,11.0
Itapecuru Mirim,MA,2018,67673.0,100.0,,45.99,-3.36235,-44.27902,1494,594.4,1.8,565.6,308.4,3.3,0.3978580990629183,0.0,6.0
Paço do Lumiar,MA,2018,62636.0,51.9,135.0,962.97,-2.50434,-44.119479999999996,134,78.8,0.1,28.4,0.0,8.6,0.5880597014925373,0.0,4.0
Pinheiro,MA,2018,82990.0,100.0,,54.85,-2.49468,-45.14562,1482,878.8,0.1,19.6,414.3,105.9,0.5929824561403508,7.0,4.0
Raposa,MA,2018,30337.0,100.0,,456.88,-2.41702,-44.04998,64,14.8,0.0,32.6,0.7,7.7,0.23125,0.0,1.0
São José de Ribamar,MA,2018,78126.0,44.3,100.0,457.05,-2.5952,-44.09279,390,101.5,0.1,107.8,0.0,172.2,0.2602564102564103,1.0,2.0
São Luís,MA,2018,566430.0,51.7,874.83,1311.25,-2.62711,-44.30617,839,376.0,0.5,112.5,0.0,291.1,0.44815256257449343,5.0,31.0
Viana,MA,2018,0.0,,,44.7,-3.1301200000000002,-45.18793,1176,506.4,0.0,67.9,382.3,195.1,0.4306122448979592,0.0,1.0
Viana,MA,2018,49311.0,64.1,88.75,246.43,-3.1301200000000002,-45.18793,1176,506.4,0.0,67.9,382.3,195.1,0.4306122448979592,0.0,1.0
Santa Rita,MA,2018,130451.0,96.1,21.83,185.98,-3.15407,-44.33057,718,260.6,1.9,227.6,168.6,21.8,0.3629526462395544,0.0,0.0
São João Batista,MA,2018,36244.0,100.0,,180.69,-3.01337,-44.77539,700,148.6,0.0,57.1,358.8,135.2,0.21228571428571427,0.0,0.0
Alvorada,TO,2018,160529.0,76.7,89.58,2933.81,-12.408439999999999,-49.11486,1216,0.0,0.0,0.0,1216.1,0.0,0.0,8.0,8.0
Cachoeirinha,TO,2018,45768.0,35.4,176.33,2937.59,-6.096769999999999,-47.85022,354,110.9,0.0,35.8,207.3,0.0,0.3132768361581921,0.0,0.0
Lajeado,TO,2018,82101.0,99.0,0.73,915.46,-9.83859,-48.28634,324,0.0,0.0,0.0,314.0,10.3,0.0,2.0,3.0
Alta Floresta,MT,2018,27846.0,54.0,117.51,5.76,-10.04165,-56.40435,8986,4975.5,8.7,3715.7,258.7,36.1,0.5536946361006011,13.0,9.0
Barão de Melgaço,MT,2018,0.0,,,0.77,-16.75732,-56.01455,11187,376.8,0.8,2152.1,8493.6,109.1,0.033681952266023066,0.0,0.0
Barra do Garças,MT,2018,17790.0,29.3,190.0,6.68,-15.356079999999999,-52.65919,9146,1274.6,0.0,232.8,7626.4,12.2,0.13936146949486114,6.0,8.0
Cáceres,MT,2018,87159.0,92.8,39.5,3.82,-16.539920000000002,-57.79439,24399,1975.8,2.3,1550.8,19780.8,1091.6,0.08097872863641953,4.0,1.0
Chapada dos Guimarães,MT,2018,19588.0,100.0,,2.96,-15.100060000000001,-55.49593,6250,392.0,0.0,142.3,5516.4,199.3,0.06272,0.0,0.0
Cuiabá,MT,2018,247244.0,40.7,971.91,184.35,-15.41888,-56.00402,3496,170.5,0.0,166.4,3159.1,0.0,0.0487700228832952,9.0,5.0
Jangada,MT,2018,8366.0,100.0,,8.24,-15.32112,-56.57946999999999,1022,0.0,0.0,0.0,1022.5,0.0,0.0,1.0,0.0
Lucas do Rio Verde,MT,2018,38047.0,60.0,106.1,17.25,-13.047419999999999,-56.1822,3662,546.9,2.2,620.0,2494.8,0.0,0.14934462042599672,0.0,17.0
Nossa Senhora do Livramento,MT,2018,13231.0,100.0,,2.68,-15.933029999999999,-56.3487,5200,110.2,0.0,82.4,5005.1,2.3,0.02119230769230769,3.0,1.0
Nova Brasilândia,MT,2018,3928.0,100.0,,1.2,-14.743070000000001,-55.22435,3268,1167.8,0.0,190.6,1881.9,27.7,0.35734394124847,0.0,0.0
Planalto da Serra,MT,2018,0.0,,,1.1,-14.54069,-54.66186999999999,2452,552.2,0.0,44.0,1855.8,0.0,0.2252039151712888,0.0,2.0
Poconé,MT,2018,32768.0,100.0,,1.91,-16.79972,-56.96679,17283,81.4,0.8,945.3,15557.9,697.0,0.0047098304692472365,17.0,0.0
Primavera do Leste,MT,2018,10503.0,17.2,311.64,11.13,-15.12711,-54.21448,5473,0.7,0.0,17.1,5455.2,0.0,0.00012790060295998535,1.0,9.0
Rondonópolis,MT,2018,8720.0,3.8,609.78,48.83,-16.570970000000006,-54.71462,4168,830.3,0.1,266.4,3065.7,5.6,0.19920825335892514,3.0,14.0
Rosário Oeste,MT,2018,17237.0,100.0,,2.32,-14.8618,-56.251580000000004,7493,65.9,0.0,22.8,7395.0,9.0,0.008794875216869079,48.0,19.0
Santo Antônio do Leverger,MT,2018,0.0,,,1.4,-16.48613,-55.26485,12262,1046.3,0.2,1094.2,10099.5,21.7,0.08532865764149404,0.0,0.0
Sorriso,MT,2018,58684.0,66.8,300.04,9.39,-12.69331,-55.777409999999996,9349,3977.2,0.5,1252.7,4119.1,0.0,0.4254144828323885,2.0,2.0
Tangará da Serra,MT,2018,72238.0,71.0,95.82,8.77,-14.4327,-58.38021,11333,2180.3,0.7,629.4,8512.8,0.9,0.19238507014912204,1.0,17.0
Várzea Grande,MT,2018,199821.0,70.9,187.67,269.04,-15.55785,-56.34461999999999,939,0.0,0.0,1.3,937.7,0.0,0.0,10.0,6.0
Ji-Paraná,RO,2019,,,,18.7,-10.44844,-61.69061,6955,2617.6,3.4,4235.8,66.3,35.3,0.3763623292595255,24.0,
Porto Velho,RO,2019,504838.0,95.3,70.17,15.53,-8.98448,-63.99115,34631,10617.9,419.0,22830.1,431.9,751.1,0.3066010222055384,18.0,
Vilhena,RO,2019,,,,8.54,-12.123510000000001,-60.112109999999994,11584,1850.4,25.5,8046.3,1685.8,1.5,0.1597375690607735,12.0,
Cruzeiro do Sul,AC,2019,,,,10.07,-7.955589999999999,-72.73617,9202,1088.5,26.2,8064.2,20.7,0.0,0.1182895022821126,99.0,
Rio Branco,AC,2019,319120.0,78.4,548.34,46.1,-9.99527,-68.15925,9113,2881.9,82.6,6231.0,0.0,0.1,0.3162405354987381,23.0,
Careiro da Várzea,AM,2019,,,,11.5,-3.3047699999999995,-59.555969999999995,2641,578.8,11.8,726.4,707.8,628.0,0.21915940931465352,0.0,
Coari,AM,2019,,,,1.47,-4.03545,-63.534659999999995,58828,791.2,3.7,52954.4,823.1,2761.8,0.013449377847283608,1.0,
Humaitá,AM,2019,,,,1.66,-7.510839999999999,-62.5992,33428,918.7,89.7,28608.8,3116.3,784.2,0.027482948426468836,1.0,
Iranduba,AM,2019,,,,21.79,-3.0859099999999997,-60.66479,2229,497.1,0.8,618.4,132.9,303.8,0.22301480484522207,2.0,
Itacoatiara,AM,2019,,,,11.4,-3.13511,-58.81276,8927,1804.2,14.1,4627.3,829.3,1665.6,0.20210597065083447,0.0,
Manacapuru,AM,2019,,,,13.27,-3.27671,-60.71178000000001,7381,819.4,4.9,3578.7,805.6,1423.0,0.11101476764666034,0.0,
Manaus,AM,2019,1748423.0,80.1,579.11,191.45,-2.5729,-60.37242,11473,1269.1,6.1,6972.3,3.0,1547.8,0.11061622940817573,37.0,
Manicoré,AM,2019,,,,1.15,-6.787089999999999,-61.110009999999996,48689,2174.6,82.0,34525.0,4146.5,826.8,0.044663065579494336,1.0,
Maués,AM,2019,,,,1.6,-5.24148,-58.19461999999999,40090,1448.8,16.2,36259.0,872.3,1294.9,0.03613868795210776,0.0,
Novo Airão,AM,2019,,,,0.51,-1.5162799999999999,-61.51599,38114,128.1,4.0,35550.9,211.9,1358.7,0.003360969722411712,0.0,
Parintins,AM,2019,,,,19.18,-2.78735,-56.68566,5958,990.0,3.5,1532.7,1133.2,2281.2,0.1661631419939577,0.0,
Presidente Figueiredo,AM,2019,,,,1.43,-0.65847,-60.17004,25568,787.2,9.7,20343.5,1.1,3421.8,0.030788485607008764,1.0,
Rio Preto da Eva,AM,2019,,,,5.73,-2.50853,-59.60122,5838,589.2,3.8,5057.7,0.0,10.3,0.10092497430626927,1.0,
Tabatinga,AM,2019,,,,20.16,-4.02878,-69.69785999999999,3343,167.5,2.2,3102.1,1.3,52.0,0.05010469638049656,3.0,
Tefé,AM,2019,,,,2.53,-4.41301,-65.57764,24186,691.7,7.9,22242.0,168.9,724.7,0.02859918961382618,6.0,
Abaetetuba,PA,2019,,,,97.92,-1.7386599999999999,-48.85524,1617,697.2,0.3,492.6,13.6,413.6,0.4311688311688312,7.0,
Acará,PA,2019,,,,12.8,-2.03379,-48.31904,4361,2421.3,18.3,1825.9,43.3,70.5,0.5552166934189406,2.0,
Alenquer,PA,2019,,,,2.4,-0.30798000000000003,-55.15106,22286,1506.8,17.9,15154.7,2476.4,589.6,0.06761195369290138,3.0,
Altamira,PA,2019,77486.0,67.6,192.92,0.72,-6.3166400000000005,-54.2628,159540,9737.3,575.4,144373.8,3760.6,1668.3,0.06103359659019681,3.0,
Ananindeua,PA,2019,519580.0,97.9,87.94,2786.01,-1.34293,-48.39038,185,87.3,0.0,79.3,0.0,18.4,0.4718918918918919,13.0,
Barcarena,PA,2019,117792.0,94.5,52.27,95.13,-1.44539,-48.637029999999996,1316,334.1,0.1,452.3,1.9,527.7,0.2538753799392097,1.0,
Belém,PA,2019,1257276.0,84.2,548.75,1408.97,-1.27265,-48.50024000000001,1070,252.0,1.2,229.6,7.1,581.3,0.2355140186915888,20.0,
Breves,PA,2019,,,,10.74,-1.15638,-50.43788,9572,546.6,1.8,7903.1,86.2,1022.9,0.05710405348934393,3.0,
Cametá,PA,2019,,,,44.75,-2.2808200000000003,-49.51546,3090,1118.6,0.1,865.2,657.9,448.3,0.36200647249190937,0.0,
Igarapé-Miri,PA,2019,,,,31.4,-2.07583,-49.087540000000004,2004,483.1,0.8,995.8,203.3,321.8,0.2410678642714571,1.0,
Ipixuna do Pará,PA,2019,,,,12.28,-2.93713,-47.96702,5245,2793.9,7.4,2418.5,6.7,25.9,0.5326787416587226,3.0,
Itaituba,PA,2019,,,,1.63,-6.03172,-55.968959999999996,62095,5834.2,169.3,54814.1,460.8,810.3,0.09395603510749656,1.0,
Itupiranga,PA,2019,52769.0,99.1,12.0,6.76,-5.07669,-49.89878,7901,4948.4,35.0,2835.1,5.6,111.9,0.6263004682951525,8.0,
Juruti,PA,2019,,,,6.98,-2.64774,-56.236909999999995,8308,1221.5,16.4,5274.5,633.3,1109.0,0.14702696196437168,0.0,
Marabá,PA,2019,277269.0,99.3,16.5,18.47,-5.52503,-49.944179999999996,15161,8794.8,68.0,6244.0,36.2,86.0,0.5800936613679836,13.0,
Moju,PA,2019,,,,9.03,-2.53518,-49.05922,9129,4458.3,28.0,4424.7,190.4,55.6,0.4883667433453829,9.0,
Monte Alegre,PA,2019,,,,3.2,-1.02109,-54.286809999999996,19516,4355.7,27.8,10753.2,1799.4,1139.7,0.2231861037097766,0.0,
Monte Alegre,PA,2019,21054.0,93.8,3.06,106.45,-1.02109,-54.286809999999996,19516,4355.7,27.8,10753.2,1799.4,1139.7,0.2231861037097766,0.0,
Novo Repartimento,PA,2019,75719.0,99.7,15.0,4.93,-4.52485,-50.19409,15432,8267.9,141.2,5995.0,1.0,1168.1,0.5357633488854329,13.0,
Óbidos,PA,2019,,,,1.86,0.07317,-55.75937,28031,1979.3,35.0,18174.5,4595.5,1351.5,0.07061110912917841,1.0,
Oriximiná,PA,2019,,,,0.68,0.26778,-57.52249000000001,107782,1587.5,20.9,95008.2,3636.6,1768.6,0.014728804438589004,2.0,
Paragominas,PA,2019,87224.0,77.1,44.86,5.85,-3.12356,-47.40354,19465,8817.7,25.9,10604.2,7.1,36.0,0.4530028255843823,0.0,
Parauapebas,PA,2019,175923.0,84.5,69.3,30.24,-6.19825,-50.4301,6968,1331.7,4.5,5548.9,85.6,1.8,0.19111653272101034,24.0,
Portel,PA,2019,,,,2.44,-2.62095,-50.99664,25425,2430.2,254.4,21590.8,385.9,845.9,0.09558308751229104,0.0,
Santa Bárbara do Pará,PA,2019,20949.0,99.4,0.5,75.78,-1.19187,-48.2373,279,160.7,0.4,98.7,0.0,19.6,0.5759856630824373,0.0,
Santarém,PA,2019,291901.0,95.8,26.5,17.02,-2.81346,-55.58935,22890,4869.9,65.4,13224.8,663.5,3887.8,0.21275229357798164,2.0,
São Félix do Xingu,PA,2019,,,,1.53,-7.4611399999999986,-52.46225,84253,19277.8,543.9,60248.2,3788.0,939.0,0.2288084697280809,33.0,
Tailândia,PA,2019,,,,24.0,-2.9033599999999997,-48.78385,4451,2305.6,20.0,2145.4,0.0,0.0,0.5179959559649516,4.0,
Tomé-Açu,PA,2019,,,,12.33,-2.6602799999999998,-48.258179999999996,5169,3021.3,13.6,2147.2,0.1,0.4,0.5845037724898433,9.0,
Tucuruí,PA,2019,,,,54.48,-3.79728,-49.8067,2095,841.1,8.2,771.1,4.7,478.1,0.4014797136038186,3.0,
Vigia,PA,2019,,,,99.59,-0.9177700000000001,-48.118109999999994,536,219.5,0.2,138.7,16.4,161.4,0.4095149253731343,0.0,
Gurupi,TO,2019,60695.0,70.1,126.92,47.19,-11.65795,-48.9217,1843,0.0,0.0,0.0,1843.3,0.0,0.0,6.0,
Paraíso do Tocantins,TO,2019,38148.0,74.4,104.19,40.42,-10.21749,-48.865159999999996,1274,0.0,0.0,0.2,1273.8,0.0,0.0,43.0,
Porto Nacional,TO,2019,11027.0,20.8,350.18,11.91,-10.54819,-48.54647,4472,0.0,0.0,0.0,4441.5,31.6,0.0,99.0,
Palmas,TO,2019,42859.0,14.3,1113.82,134.81,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,45.0,
Palmas,TO,2019,13686.0,26.8,151.75,32.73,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,45.0,
Balsas,MA,2019,,,,7.22,-8.28674,-46.26008,13259,0.0,0.0,0.0,13259.1,0.0,0.0,26.0,
Barra do Corda,MA,2019,,,,17.0,-5.68391,-45.23172,7962,3272.6,11.7,2184.9,2499.9,4.6,0.4110273800552625,21.0,
Coroatá,MA,2019,61518.0,94.2,6.0,28.84,-4.16542,-44.14074,2298,1058.8,0.9,1236.3,0.0,0.0,0.4607484769364665,0.0,
