Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Capanema (Município) (150220)	657	0	63	0	3	0	112,72	723
Capitão Poço (Município) (150230)	1.428	0	7	0	2	0	276,04	1.437
Castanhal (Município) (150240)	257	0	119	0	2	0	21,46	378
Dom Eliseu (Município) (150293)	789	0	23	0	2	0	155,87	814
Igarapé-Miri (Município) (150330)	766	0	28	2	7	0	137,27	803
Ipixuna do Pará (Município) (150345)	550	0	13	0	5	0	106,53	568
Itaituba (Município) (150360)	781	0	125	2	103	0	103,48	1.011
Itupiranga (Município) (150370)	210	0	88	0	3	0	58,63	301
Jacundá (Município) (150380)	1.191	0	362	0	97	0	316,15	1.650
Juruti (Município) (150390)	58	0	20	0	1	0	16,35	79
Marabá (Município) (150420)	382	0	42	0	5	0	17,97	429
Marituba (Município) (150442)	217	0	91	1	5	0	28,33	314
Moju (Município) (150470)	237	0	21	1	6	0	37,15	265
Monte Alegre (Município) (150480)	361	0	262	0	6	0	113,06	629
Novo Repartimento (Município) (150506)	350	0	66	0	9	0	66,82	425
Óbidos (Município) (150510)	755	0	0	0	8	0	153,98	763
Oriximiná (Município) (150530)	192	0	40	3	6	0	37,71	241
Paragominas (Município) (150550)	75	0	26	0	3	0	10,46	104
Parauapebas (Município) (150553)	118	0	69	0	5	0	11,98	192
Portel (Município) (150580)	166	0	11	0	15	2	36,43	194
Redenção (Município) (150613)	322	0	82	0	0	0	52,81	404
Rondon do Pará (Município) (150618)	1.492	0	91	0	5	0	334,25	1.588
Santa Bárbara do Pará (Município) (150635)	38	0	6	0	0	0	25,02	44
Santa Izabel do Pará (Município) (150650)	1.422	0	10	1	1	0	236,19	1.434
Santana do Araguaia (Município) (150670)	241	0	12	0	0	0	43,57	253
Santarém (Município) (150680)	696	0	85	12	20	0	27,37	813
São Félix do Xingu (Município) (150730)	377	0	90	0	7	0	49,53	474
São Miguel do Guamá (Município) (150760)	300	0	25	0	3	0	62,66	328
Tailândia (Município) (150795)	158	0	84	1	9	0	30,57	252
Tomé-Açu (Município) (150800)	193	0	88	2	13	0	51,72	296
Tucuruí (Município) (150810)	60	0	30	1	19	0	11,12	110
Ulianópolis (Município) (150812)	854	0	146	0	4	0	222,17	1.004
Vigia (Município) (150820)	299	0	20	1	0	0	66,00	320
Viseu (Município) (150830)	628	0	129	0	1	0	132,64	758
Macapá (Município) (160030)	408	0	147	38	108	0	17,22	701
Santana (Município) (160060)	176	0	46	8	18	0	24,11	248
Araguaína (Município) (170210)	204	0	63	0	10	0	18,06	277
Gurupi (Município) (170950)	136	0	15	0	1	0	19,57	152
Paraíso do Tocantins (Município) (171610)	80	0	18	0	0	0	21,75	98
Porto Nacional (Município) (171820)	166	0	34	0	0	0	40,43	200
Palmas (Município) (172100)	274	0	63	0	1	0	14,36	338
Açailândia (Município) (210005)	378	0	53	1	4	0	41,42	436
Alcântara (Município) (210020)	214	0	2	0	3	0	101,56	219
Bacabal (Município) (210120)	587	0	32	0	0	0	61,52	619
Balsas (Município) (210140)	379	0	21	0	0	0	46,88	400
Barra do Corda (Município) (210160)	652	0	34	0	3	0	82,56	689
Barreirinhas (Município) (210170)	296	0	39	0	0	0	59,69	335
Buriticupu (Município) (210232)	656	0	87	0	0	0	112,02	743
Caxias (Município) (210300)	313	0	40	0	0	0	22,58	353
Chapadinha (Município) (210320)	267	0	48	0	0	0	42,41	315
Codó (Município) (210330)	182	0	9	2	0	0	16,28	193
Coroatá (Município) (210360)	168	0	24	0	0	0	30,87	192
Grajaú (Município) (210480)	207	0	9	0	0	0	34,18	216
Imperatriz (Município) (210530)	455	0	100	0	0	0	22,31	555
Itapecuru Mirim (Município) (210540)	86	0	7	0	0	0	14,76	93
Paço do Lumiar (Município) (210750)	328	0	45	0	3	0	34,89	376
Pinheiro (Município) (210860)	173	0	15	0	0	0	23,83	188
Raposa (Município) (210945)	274	0	1	0	0	0	101,71	275
Santa Inês (Município) (210990)	467	0	99	0	1	0	72,67	567
Santa Luzia (Município) (211000)	505	0	13	0	1	0	69,66	519
São José de Ribamar (Município) (211120)	131	0	35	1	1	0	10,16	168
São Luís (Município) (211130)	1.019	0	348	1	9	0	13,40	1.377
Timon (Município) (211220)	681	0	60	0	3	0	47,26	744
Tutóia (Município) (211250)	388	0	162	0	0	0	102,38	550
Vargem Grande (Município) (211270)	400	0	4	0	0	0	79,94	404
Viana (Município) (211280)	123	0	0	0	0	0	24,66	123
Zé Doca (Município) (211400)	39	0	10	0	4	0	10,27	53
Altos (Município) (220040)	332	0	79	0	1	0	105,56	412
Beneditinos (Município) (220160)	37	0	11	0	0	0	48,35	48
Coivaras (Município) (220273)	15	0	0	0	0	0	39,04	15
Curralinhos (Município) (220325)	5	0	1	0	0	0	14,20	6
Demerval Lobão (Município) (220330)	145	0	34	0	0	0	134,19	179
Floriano (Município) (220390)	534	0	23	0	1	0	96,33	558
José de Freitas (Município) (220550)	202	0	22	0	0	0	59,88	224
Lagoa Alegre (Município) (220555)	5	0	0	0	0	0	6,18	5
Lagoa do Piauí (Município) (220558)	6	0	1	0	0	0	17,99	7
Miguel Leão (Município) (220630)	3	0	0	0	0	0	24,10	3
Monsenhor Gil (Município) (220640)	16	0	2	0	2	0	19,35	20
Nazária (Município) (220672)	8	0	0	0	0	0	9,82	8
Parnaíba (Município) (220770)	1.030	0	95	0	0	0	76,67	1.125
Pau D'Arco do Piauí (Município) (220779)	4	0	2	0	0	0	15,75	6
Picos (Município) (220800)	1.947	0	53	0	0	0	266,78	2.000
Piripiri (Município) (220840)	60	0	18	0	2	0	12,91	80
Teresina (Município) (221100)	1.473	0	490	0	8	0	23,97	1.971
União (Município) (221110)	486	0	68	0	0	0	129,22	554
Acaraú (Município) (230020)	201	0	1	0	0	0	34,70	202
Acopiara (Município) (230030)	267	0	120	0	0	0	75,19	387
Aquiraz (Município) (230100)	52	0	46	2	0	0	13,59	100
Aracati (Município) (230110)	42	0	69	0	0	0	15,91	111
Barbalha (Município) (230190)	135	0	37	0	0	0	30,74	172
Beberibe (Município) (230220)	48	0	49	0	0	0	19,46	97
Boa Viagem (Município) (230240)	202	0	103	0	0	0	57,91	305
Camocim (Município) (230260)	163	0	13	1	0	0	29,25	177
Canindé (Município) (230280)	199	0	54	1	0	0	33,94	254
Cascavel (Município) (230350)	62	0	29	0	0	0	13,62	91
Caucaia (Município) (230370)	471	0	319	2	1	0	23,97	793
Chorozinho (Município) (230395)	17	0	4	0	0	0	11,09	21
Crateús (Município) (230410)	112	0	254	1	0	0	50,30	367
Crato (Município) (230420)	491	0	185	0	0	0	55,09	676
Eusébio (Município) (230428)	36	0	6	1	0	0	9,14	43
Fortaleza (Município) (230440)	4.052	0	2.222	37	1	2	25,49	6.314
Granja (Município) (230470)	122	0	259	1	0	0	73,15	382
Guaiúba (Município) (230495)	18	0	21	0	0	0	15,97	39
Horizonte (Município) (230523)	50	0	13	1	0	0	11,26	64
Icó (Município) (230540)	191	0	116	0	0	0	46,74	307
Iguatu (Município) (230550)	499	0	335	2	0	0	85,89	836
Itaitinga (Município) (230625)	5	0	14	2	0	0	5,78	21
Itapajé (Município) (230630)	74	0	108	1	0	0	37,42	183
Itapipoca (Município) (230640)	246	0	390	1	0	0	54,11	637
Juazeiro do Norte (Município) (230730)	333	0	70	0	1	0	15,98	404
Limoeiro do Norte (Município) (230760)	297	0	33	1	0	0	58,30	331
Maracanaú (Município) (230765)	73	0	119	0	0	0	9,09	192
Maranguape (Município) (230770)	48	0	30	1	0	0	6,84	79
Morada Nova (Município) (230870)	1	0	1	0	0	0	0,32	2
Pacajus (Município) (230960)	17	0	25	2	0	0	6,96	44
Pacatuba (Município) (230970)	18	0	46	2	0	0	8,93	66
Pindoretama (Município) (231085)	19	0	5	0	0	0	12,65	24
Quixadá (Município) (231130)	116	0	150	0	1	0	32,78	267
Quixeramobim (Município) (231140)	365	0	51	0	0	0	57,09	416
Russas (Município) (231180)	642	0	56	0	0	0	98,60	698
São Gonçalo do Amarante (Município) (231240)	25	0	56	1	0	0	18,42	82
Sobral (Município) (231290)	490	0	44	2	0	0	28,10	536
Tauá (Município) (231330)	478	1	59	0	0	0	96,04	538
Tianguá (Município) (231340)	91	0	6	0	0	0	13,91	97
Trairi (Município) (231350)	71	0	17	0	0	0	16,94	88
Viçosa do Ceará (Município) (231410)	92	0	1	0	0	0	16,70	93
Açu (Município) (240020)	154	0	28	0	0	0	33,93	182
Caicó (Município) (240200)	338	0	23	0	0	0	57,17	361
Ceará-Mirim (Município) (240260)	18	0	25	1	0	1	6,56	45
Parnamirim (Município) (240325)	52	0	40	0	0	0	4,41	92
Extremoz (Município) (240360)	16	0	2	0	0	0	7,21	18
Macaíba (Município) (240710)	8	0	37	0	1	0	6,52	46
Monte Alegre (Município) (240780)	4	0	2	0	0	0	2,88	6
Mossoró (Município) (240800)	73	0	96	1	0	0	6,46	170
Natal (Município) (240810)	204	0	395	9	4	0	7,55	612
Nísia Floresta (Município) (240820)	15	0	5	0	0	0	8,28	20
São Gonçalo do Amarante (Município) (241200)	275	0	109	0	2	1	43,46	387
São José de Mipibu (Município) (241220)	37	0	14	0	0	0	12,70	51
Vera Cruz (Município) (241480)	2	0	0	0	0	0	1,84	2
Alhandra (Município) (250060)	26	0	5	0	0	0	17,06	31
Bayeux (Município) (250180)	119	0	23	1	0	3	14,58	146
Caaporã (Município) (250300)	246	0	13	0	0	1	126,77	260
Cabedelo (Município) (250320)	79	0	21	0	0	0	16,92	100
Cajazeiras (Município) (250370)	115	0	8	0	0	0	20,92	123
Campina Grande (Município) (250400)	993	0	334	2	0	0	34,28	1.329
Conde (Município) (250460)	36	0	3	0	0	0	17,90	39
Cruz do Espírito Santo (Município) (250490)	32	0	7	0	0	0	24,14	39
Guarabira (Município) (250630)	28	0	111	1	0	1	25,33	141
João Pessoa (Município) (250750)	1.563	0	373	4	3	0	26,50	1.943
Lucena (Município) (250860)	4	0	1	0	0	1	5,05	6
Mamanguape (Município) (250890)	71	0	1	0	0	0	16,90	72
Patos (Município) (251080)	194	0	93	0	0	0	28,32	287
Pedras de Fogo (Município) (251120)	65	0	1	0	0	1	24,46	67
Pitimbu (Município) (251190)	59	0	5	0	0	0	37,08	64
Rio Tinto (Município) (251290)	165	0	7	0	0	0	74,69	172
Santa Rita (Município) (251370)	268	0	99	3	1	1	30,70	372
Sapé (Município) (251530)	126	0	13	0	0	0	27,60	139
Sousa (Município) (251620)	137	0	24	0	0	0	24,34	161
Abreu e Lima (Município) (260005)	36	0	77	7	0	0	12,65	120
Araçoiaba (Município) (260105)	13	0	7	0	0	0	10,88	20
Araripina (Município) (260110)	619	0	99	0	0	0	92,30	718
Arcoverde (Município) (260120)	111	0	10	0	1	0	17,59	122
Belo Jardim (Município) (260170)	74	0	6	1	0	0	11,14	81
Bezerros (Município) (260190)	15	0	9	0	0	0	4,08	24
Brejo da Madre de Deus (Município) (260260)	28	0	0	0	0	0	6,12	28
Buíque (Município) (260280)	426	0	56	0	0	0	91,44	482
Cabo de Santo Agostinho (Município) (260290)	77	0	21	13	0	3	6,09	114
Camaragibe (Município) (260345)	39	0	38	5	0	1	5,70	83
Carpina (Município) (260400)	53	0	70	0	0	2	16,51	125
Caruaru (Município) (260410)	137	0	17	2	0	0	4,88	156
Escada (Município) (260520)	104	0	15	4	0	1	19,39	124
Garanhuns (Município) (260600)	207	0	24	1	0	0	17,80	232
Goiana (Município) (260620)	106	0	94	5	0	1	27,11	206
Gravatá (Município) (260640)	45	0	27	4	0	0	9,85	76
Igarassu (Município) (260680)	18	0	89	5	0	0	10,82	112
Ipojuca (Município) (260720)	29	0	13	3	0	0	5,47	45
Ilha de Itamaracá (Município) (260760)	7	0	12	2	0	0	9,40	21
Itapissuma (Município) (260775)	7	0	20	1	0	0	11,64	28
Jaboatão dos Guararapes (Município) (260790)	637	0	206	23	1	4	13,40	871
Limoeiro (Município) (260890)	54	0	39	0	0	4	17,51	97
Moreno (Município) (260940)	104	0	48	2	0	0	26,89	154
Olinda (Município) (260960)	142	0	165	34	1	0	9,03	342
Ouricuri (Município) (260990)	523	0	117	0	0	0	98,55	640
Palmares (Município) (261000)	428	0	127	0	0	0	92,79	555
Paudalho (Município) (261060)	45	0	17	0	0	2	12,35	64
Paulista (Município) (261070)	90	0	217	19	1	4	10,91	331
Pesqueira (Município) (261090)	252	0	90	0	0	0	54,01	342
Petrolina (Município) (261110)	185	0	25	0	0	0	7,01	210
Recife (Município) (261160)	698	0	530	62	2	9	8,41	1.301
Salgueiro (Município) (261220)	374	0	50	0	0	0	74,40	424
Santa Cruz do Capibaribe (Município) (261250)	42	0	4	0	0	0	5,12	46
São Bento do Una (Município) (261300)	22	0	5	1	0	0	5,20	28
São Lourenço da Mata (Município) (261370)	21	0	8	3	0	0	3,08	32
Serra Talhada (Município) (261390)	556	0	84	0	0	0	80,13	640
Surubim (Município) (261450)	39	0	18	0	0	2	9,98	59
Timbaúba (Município) (261530)	40	0	6	0	0	4	9,33	50
Vitória de Santo Antão (Município) (261640)	558	0	211	6	0	6	59,65	781
Arapiraca (Município) (270030)	1.185	0	143	0	0	0	61,45	1.328
Barra de Santo Antônio (Município) (270050)	59	0	3	0	0	0	42,90	62
Barra de São Miguel (Município) (270060)	20	0	1	0	0	0	27,39	21
Campo Alegre (Município) (270140)	63	0	2	0	0	0	12,60	65
Coqueiro Seco (Município) (270220)	31	0	1	0	0	0	57,59	32
Coruripe (Município) (270230)	123	0	19	0	0	0	26,94	142
Delmiro Gouveia (Município) (270240)	197	0	36	0	2	0	48,46	235
Maceió (Município) (270430)	1.967	0	44	39	0	0	21,74	2.050
Marechal Deodoro (Município) (270470)	83	0	13	4	0	0	21,39	100
Messias (Município) (270520)	18	0	0	0	0	0	11,27	18
Palmeira dos Índios (Município) (270630)	128	0	44	0	0	1	24,52	173
Paripueira (Município) (270644)	15	0	0	0	0	0	12,93	15
Penedo (Município) (270670)	163	0	42	2	0	0	34,14	207
Pilar (Município) (270690)	338	0	58	2	0	0	118,92	398
Rio Largo (Município) (270770)	215	0	19	2	0	2	34,55	238
Santa Luzia do Norte (Município) (270790)	19	0	0	0	0	0	27,42	19
São Miguel dos Campos (Município) (270860)	188	0	0	0	0	0	33,90	188
Satuba (Município) (270890)	33	0	0	0	0	0	22,27	33
União dos Palmares (Município) (270930)	231	0	16	0	0	4	40,07	251
Aracaju (Município) (280030)	168	0	191	14	1	2	6,49	376
Barra dos Coqueiros (Município) (280060)	5	0	2	0	0	0	2,74	7
Estância (Município) (280210)	46	0	10	0	0	3	9,10	59
Itabaiana (Município) (280290)	45	0	59	1	0	0	11,97	105
Lagarto (Município) (280350)	42	0	25	2	0	1	7,31	70
Nossa Senhora do Socorro (Município) (280480)	60	0	28	6	0	0	5,77	94
São Cristóvão (Município) (280670)	18	0	10	3	0	0	3,88	31
Tobias Barreto (Município) (280740)	63	0	12	0	0	1	15,70	76
Alagoinhas (Município) (290070)	89	0	11	3	0	0	7,21	103
Araci (Município) (290210)	181	0	6	0	0	0	35,97	187
Barra (Município) (290270)	267	0	55	0	0	0	64,74	322
Barreiras (Município) (290320)	1.365	0	300	0	0	0	119,54	1.665
Bom Jesus da Lapa (Município) (290390)	29	0	13	0	0	0	6,55	42
Brumado (Município) (290460)	356	0	20	1	0	1	58,34	378
Caetité (Município) (290520)	136	0	13	0	0	0	31,27	149
Camaçari (Município) (290570)	50	0	20	1	0	1	2,89	72
Campo Formoso (Município) (290600)	329	0	39	0	0	1	55,10	369
Candeias (Município) (290650)	13	0	12	1	0	0	3,11	26
Casa Nova (Município) (290720)	404	0	49	0	0	0	69,01	453
Catu (Município) (290750)	56	0	16	0	0	0	14,00	72
Conceição do Coité (Município) (290840)	684	0	93	0	0	0	124,23	777
Cruz das Almas (Município) (290980)	21	0	3	0	0	0	4,06	24
Dias d'Ávila (Município) (291005)	24	0	11	0	0	0	5,14	35
Euclides da Cunha (Município) (291070)	206	0	14	0	0	0	38,85	220
Eunápolis (Município) (291072)	172	0	143	0	0	0	31,06	315
Feira de Santana (Município) (291080)	196	0	94	2	0	2	5,23	294
Guanambi (Município) (291170)	75	0	98	0	1	0	21,92	174
Ilhéus (Município) (291360)	819	0	298	8	0	0	60,55	1.125
Ipirá (Município) (291400)	73	0	18	0	0	0	15,38	91
Irecê (Município) (291460)	32	0	13	0	0	0	6,73	45
Itaberaba (Município) (291470)	193	0	11	0	0	0	32,99	204
Itabuna (Município) (291480)	837	0	38	6	0	0	42,92	881
Itamaraju (Município) (291560)	91	0	15	0	0	1	16,97	107
Itaparica (Município) (291610)	47	0	0	0	0	0	22,53	47
Itapetinga (Município) (291640)	456	0	21	0	0	0	69,06	477
Jacobina (Município) (291750)	759	0	258	0	0	3	128,44	1.020
Jaguaquara (Município) (291760)	330	0	105	0	0	0	84,75	435
Jequié (Município) (291800)	780	0	349	1	1	3	74,54	1.134
Juazeiro (Município) (291840)	530	0	58	0	0	0	29,44	588
Lauro de Freitas (Município) (291920)	26	0	24	0	0	0	2,99	50
Luís Eduardo Magalhães (Município) (291955)	25	0	24	0	0	0	7,74	49
Madre de Deus (Município) (291992)	3	0	32	0	0	0	19,68	35
Mata de São João (Município) (292100)	18	0	7	0	0	0	6,12	25
Paulo Afonso (Município) (292400)	131	0	10	0	0	0	12,90	141
Pojuca (Município) (292520)	13	0	0	0	0	0	3,87	13
Porto Seguro (Município) (292530)	30	0	77	5	1	0	8,74	113
Ribeira do Pombal (Município) (292660)	77	0	34	0	0	0	23,27	111
Salvador (Município) (292740)	656	0	484	88	0	2	4,57	1.230
Santo Amaro (Município) (292860)	22	0	2	0	0	0	4,15	24
Santo Antônio de Jesus (Município) (292870)	400	0	11	0	0	0	44,65	411
Santo Estêvão (Município) (292880)	43	0	1	0	0	1	9,30	45
São Francisco do Conde (Município) (292920)	1	0	1	0	0	0	0,59	2
São Sebastião do Passé (Município) (292950)	13	0	12	0	0	0	5,91	25
Senhor do Bonfim (Município) (293010)	191	0	19	0	0	0	28,02	210
Serrinha (Município) (293050)	452	0	134	0	0	0	75,80	586
Simões Filho (Município) (293070)	52	0	27	3	0	0	6,85	82
Teixeira de Freitas (Município) (293135)	182	0	36	0	0	0	15,49	218
Tucano (Município) (293190)	375	0	25	0	0	0	76,08	400
Valença (Município) (293290)	328	0	10	1	0	0	37,87	339
Vera Cruz (Município) (293320)	60	0	1	0	0	0	15,98	61
Vitória da Conquista (Município) (293330)	964	0	58	0	0	2	33,02	1.024
Alfenas (Município) (310160)	12	0	2	2	0	0	2,15	16
Araguari (Município) (310350)	127	0	9	0	0	0	12,32	136
Araxá (Município) (310400)	37	0	14	0	0	0	5,38	51
Baldim (Município) (310500)	3	0	0	0	0	0	3,80	3
Barão de Cocais (Município) (310540)	5	0	0	0	0	0	1,73	5
Barbacena (Município) (310560)	21	0	1	0	0	0	1,73	22
Belo Horizonte (Município) (310620)	884	1	111	17	2	5	4,28	1.020
Belo Vale (Município) (310640)	19	0	0	0	0	0	25,18	19
Betim (Município) (310670)	62	0	18	6	1	1	2,29	88
Bom Despacho (Município) (310740)	24	0	8	0	0	0	6,95	32
Bonfim (Município) (310810)	3	0	0	0	0	0	4,40	3
Brumadinho (Município) (310900)	16	0	0	1	0	0	4,92	17
Caeté (Município) (311000)	8	0	0	0	0	1	2,19	9
Campo Belo (Município) (311120)	0	0	1	0	0	0	0,19	1
Capim Branco (Município) (311250)	1	0	2	0	0	0	3,35	3
Caratinga (Município) (311340)	10	0	3	0	0	0	1,51	13
Cataguases (Município) (311530)	68	0	47	0	0	0	16,38	115
Confins (Município) (311787)	1	0	1	0	0	0	3,33	2
Congonhas (Município) (311800)	12	0	2	0	0	0	2,85	14
Conselheiro Lafaiete (Município) (311830)	199	0	2	0	0	1	17,18	202
Contagem (Município) (311860)	142	0	10	3	0	0	2,55	155
Coronel Fabriciano (Município) (311940)	56	0	36	0	1	0	8,93	93
Curvelo (Município) (312090)	34	0	19	0	0	1	7,23	54
Divinópolis (Município) (312230)	31	0	0	0	0	0	1,44	31
Esmeraldas (Município) (312410)	25	0	3	0	0	0	4,57	28
Florestal (Município) (312600)	2	0	0	0	0	0	3,00	2
Formiga (Município) (312610)	47	0	1	0	0	0	7,35	48
Fortuna de Minas (Município) (312640)	2	0	0	0	0	0	7,34	2
Frutal (Município) (312710)	29	0	9	0	0	0	7,04	38
Funilândia (Município) (312720)	0	0	0	0	0	0	0,00	0
Governador Valadares (Município) (312770)	146	0	101	0	1	2	9,44	250
Guaxupé (Município) (312870)	34	0	1	0	0	0	7,05	35
Ibirité (Município) (312980)	31	0	7	3	0	1	2,61	42
Igarapé (Município) (313010)	7	0	1	0	0	0	2,25	8
Inhaúma (Município) (313100)	0	0	0	0	0	0	0,00	0
Ipatinga (Município) (313130)	99	0	138	0	1	0	9,85	238
Itabira (Município) (313170)	35	0	21	0	0	1	5,15	57
Itabirito (Município) (313190)	26	0	0	0	0	0	5,65	26
Itaguara (Município) (313220)	7	0	0	0	0	0	5,62	7
Itajubá (Município) (313240)	25	0	0	0	0	0	2,74	25
Itatiaiuçu (Município) (313370)	3	0	0	0	0	0	2,99	3
Itaúna (Município) (313380)	74	0	3	0	0	0	8,94	77
Ituiutaba (Município) (313420)	126	0	12	0	0	1	14,21	139
Jaboticatubas (Município) (313460)	6	0	4	0	0	0	5,74	10
Janaúba (Município) (313510)	10	0	0	0	0	0	1,49	10
Januária (Município) (313520)	7	0	5	0	0	1	1,98	13
João Monlevade (Município) (313620)	13	0	2	0	0	0	2,02	15
Nova União (Município) (313660)	2	0	0	0	0	0	3,59	2
Juatuba (Município) (313665)	4	0	0	0	0	0	1,77	4
Juiz de Fora (Município) (313670)	144	0	43	0	2	0	3,63	189
Lagoa da Prata (Município) (313720)	22	0	2	0	0	0	5,16	24
Lagoa Santa (Município) (313760)	5	0	8	0	0	2	2,80	15
Lavras (Município) (313820)	45	0	0	0	0	0	4,83	45
Leopoldina (Município) (313840)	33	0	50	0	0	0	16,21	83
Manhuaçu (Município) (313940)	64	0	0	0	0	1	8,07	65
Mariana (Município) (314000)	31	0	0	0	0	0	5,66	31
Mário Campos (Município) (314015)	1	0	0	0	0	1	1,49	2
Mateus Leme (Município) (314070)	7	0	2	0	0	1	3,55	10
Matozinhos (Município) (314110)	1	0	12	0	0	0	3,79	13
Moeda (Município) (314230)	6	0	1	0	0	0	14,87	7
Montes Claros (Município) (314330)	44	0	43	0	0	1	2,40	88
Muriaé (Município) (314390)	271	0	128	0	0	0	39,34	399
Nova Lima (Município) (314480)	17	0	6	0	0	0	2,80	23
Nova Serrana (Município) (314520)	15	0	2	0	0	0	2,22	17
Ouro Preto (Município) (314610)	36	0	1	0	0	0	5,24	37
Paracatu (Município) (314700)	34	0	6	0	0	0	4,68	40
Pará de Minas (Município) (314710)	43	0	1	0	0	0	5,17	44
Passos (Município) (314790)	78	0	0	0	0	0	7,29	78
Patos de Minas (Município) (314800)	79	0	15	0	0	0	6,72	94
Patrocínio (Município) (314810)	48	0	5	0	0	0	6,37	53
Pedro Leopoldo (Município) (314930)	11	0	4	0	0	0	2,53	15
Pirapora (Município) (315120)	25	0	0	0	0	0	4,66	25
Poços de Caldas (Município) (315180)	16	0	0	0	0	0	1,04	16
Ponte Nova (Município) (315210)	28	0	4	0	0	0	5,56	32
Pouso Alegre (Município) (315250)	31	0	0	2	1	0	2,57	34
Prudente de Morais (Município) (315360)	1	0	1	0	0	0	2,07	2
Raposos (Município) (315390)	1	0	1	0	0	0	1,30	2
Ribeirão das Neves (Município) (315460)	77	0	19	1	0	1	3,27	98
Rio Acima (Município) (315480)	1	0	0	0	0	0	1,09	1
Rio Manso (Município) (315530)	0	0	0	0	0	0	0,00	0
Sabará (Município) (315670)	27	0	3	1	0	0	2,44	31
Santa Bárbara (Município) (315720)	7	0	0	0	0	0	2,49	7
Santa Luzia (Município) (315780)	64	0	40	0	0	1	5,14	105
São Francisco (Município) (316110)	23	0	1	0	0	0	4,44	24
São João del Rei (Município) (316250)	59	0	3	0	0	0	7,30	62
São Joaquim de Bicas (Município) (316292)	0	0	3	0	0	0	1,15	3
São José da Lapa (Município) (316295)	2	0	0	0	0	0	0,99	2
São José da Varginha (Município) (316310)	1	0	0	0	0	0	2,34	1
São Sebastião do Paraíso (Município) (316470)	17	0	0	0	0	0	2,60	17
