Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Óbidos (Município) (150510)	448	0	1	2	0	0	89,38	451
Oriximiná (Município) (150530)	146	0	20	9	1	0	25,50	176
Paragominas (Município) (150550)	73	0	4	1	0	0	7,29	78
Parauapebas (Município) (150553)	37	0	16	0	6	0	3,11	59
Portel (Município) (150580)	130	0	13	0	0	0	24,54	143
Redenção (Município) (150613)	230	0	3	0	2	0	29,09	235
Rondon do Pará (Município) (150618)	1.524	0	43	0	0	0	313,54	1.567
Santa Bárbara do Pará (Município) (150635)	5	0	0	0	0	0	2,55	5
Santa Izabel do Pará (Município) (150650)	693	0	28	2	0	0	108,74	723
Santana do Araguaia (Município) (150670)	425	0	17	0	1	0	66,09	443
Santarém (Município) (150680)	279	0	15	10	5	0	10,56	309
São Félix do Xingu (Município) (150730)	304	0	34	0	6	0	29,61	344
São Miguel do Guamá (Município) (150760)	90	0	7	0	0	0	17,34	97
Tailândia (Município) (150795)	30	0	3	0	0	0	3,40	33
Tomé-Açu (Município) (150800)	351	0	19	1	0	0	61,37	371
Tucuruí (Município) (150810)	16	0	1	0	0	0	1,59	17
Ulianópolis (Município) (150812)	247	0	9	0	0	0	47,51	256
Vigia (Município) (150820)	364	0	8	1	0	0	72,89	373
Viseu (Município) (150830)	635	0	130	0	0	0	129,54	765
Macapá (Município) (160030)	113	0	66	21	74	0	6,01	274
Santana (Município) (160060)	85	0	23	7	5	0	10,69	120
Araguaína (Município) (170210)	145	0	12	0	1	0	9,28	158
Gurupi (Município) (170950)	45	0	3	0	0	0	5,73	48
Paraíso do Tocantins (Município) (171610)	17	0	5	0	0	0	4,48	22
Porto Nacional (Município) (171820)	72	0	10	0	0	0	15,71	82
Palmas (Município) (172100)	122	0	31	0	1	0	5,65	154
Açailândia (Município) (210005)	232	0	72	0	0	0	27,72	304
Alcântara (Município) (210020)	68	0	4	0	1	0	33,70	73
Bacabal (Município) (210120)	135	0	6	0	1	0	13,83	142
Balsas (Município) (210140)	289	0	21	0	0	0	33,64	310
Barra do Corda (Município) (210160)	380	0	30	1	0	0	47,71	411
Barreirinhas (Município) (210170)	74	0	3	0	0	0	12,71	77
Buriticupu (Município) (210232)	351	0	49	0	0	0	56,80	400
Caxias (Município) (210300)	179	0	8	0	0	0	11,61	187
Chapadinha (Município) (210320)	293	0	14	0	0	0	39,52	307
Codó (Município) (210330)	55	0	1	0	1	0	4,74	57
Coroatá (Município) (210360)	5	0	1	0	0	0	0,94	6
Grajaú (Município) (210480)	755	0	50	0	0	0	119,04	805
Imperatriz (Município) (210530)	208	0	19	0	1	0	9,01	228
Itapecuru Mirim (Município) (210540)	119	0	92	0	0	0	31,76	211
Paço do Lumiar (Município) (210750)	39	0	2	0	0	0	3,48	41
Pinheiro (Município) (210860)	90	0	49	0	1	0	17,19	140
Raposa (Município) (210945)	83	0	2	0	0	0	28,57	85
Santa Inês (Município) (210990)	293	0	14	1	1	0	37,12	309
Santa Luzia (Município) (211000)	176	0	9	0	0	0	26,03	185
São José de Ribamar (Município) (211120)	65	0	11	0	0	0	4,36	76
São Luís (Município) (211130)	345	0	89	4	3	0	4,11	441
Timon (Município) (211220)	202	0	80	0	0	0	17,10	282
Tutóia (Município) (211250)	381	0	16	0	0	0	69,34	397
Vargem Grande (Município) (211270)	253	0	18	0	0	0	49,41	271
Viana (Município) (211280)	113	0	0	0	0	0	22,05	113
Zé Doca (Município) (211400)	41	0	27	1	0	0	13,66	69
Altos (Município) (220040)	93	0	7	0	0	0	25,18	100
Beneditinos (Município) (220160)	17	0	1	0	0	0	17,95	18
Coivaras (Município) (220273)	13	0	0	0	0	0	33,08	13
Curralinhos (Município) (220325)	1	0	0	0	0	0	2,31	1
Demerval Lobão (Município) (220330)	39	0	12	0	0	0	37,63	51
Floriano (Município) (220390)	184	0	7	0	0	0	32,48	191
José de Freitas (Município) (220550)	206	0	8	0	0	0	55,85	214
Lagoa Alegre (Município) (220555)	11	0	1	0	0	0	14,41	12
Lagoa do Piauí (Município) (220558)	3	0	0	0	0	0	7,55	3
Miguel Leão (Município) (220630)	0	0	0	0	0	0	0,00	0
Monsenhor Gil (Município) (220640)	7	0	1	0	0	0	7,68	8
Nazária (Município) (220672)	5	0	0	0	0	0	5,98	5
Parnaíba (Município) (220770)	591	0	14	0	0	0	40,39	605
Pau D'Arco do Piauí (Município) (220779)	4	0	1	0	0	0	12,70	5
Picos (Município) (220800)	927	0	10	0	0	0	122,41	937
Piripiri (Município) (220840)	23	0	4	0	0	0	4,31	27
Teresina (Município) (221100)	742	0	139	0	3	2	10,49	886
União (Município) (221110)	353	0	95	0	0	0	102,74	448
Acaraú (Município) (230020)	234	0	15	0	0	0	40,68	249
Acopiara (Município) (230030)	97	0	12	0	0	0	20,51	109
Aquiraz (Município) (230100)	28	0	59	0	0	0	11,19	87
Aracati (Município) (230110)	69	0	42	0	0	0	15,26	111
Barbalha (Município) (230190)	90	0	72	0	0	0	27,53	162
Beberibe (Município) (230220)	33	0	35	0	0	0	13,00	68
Boa Viagem (Município) (230240)	109	0	62	0	1	0	31,95	172
Camocim (Município) (230260)	236	0	1	0	0	0	37,94	237
Canindé (Município) (230280)	98	0	8	1	0	0	13,90	107
Cascavel (Município) (230350)	44	0	44	0	0	0	12,56	88
Caucaia (Município) (230370)	371	0	207	0	0	0	16,33	578
Chorozinho (Município) (230395)	6	0	3	0	0	0	4,69	9
Crateús (Município) (230410)	82	0	46	0	0	0	17,23	128
Crato (Município) (230420)	138	1	42	0	0	0	14,07	181
Eusébio (Município) (230428)	9	0	34	2	0	0	8,80	45
Fortaleza (Município) (230440)	2.711	0	1.874	24	2	1	17,80	4.612
Granja (Município) (230470)	44	0	16	0	0	0	11,13	60
Guaiúba (Município) (230495)	17	0	1	0	0	0	6,97	18
Horizonte (Município) (230523)	29	0	36	0	0	0	10,26	65
Icó (Município) (230540)	103	0	47	0	0	0	22,32	150
Iguatu (Município) (230550)	248	0	176	0	0	0	41,82	424
Itaitinga (Município) (230625)	23	0	17	0	0	0	10,38	40
Itapajé (Município) (230630)	58	0	8	0	0	0	12,91	66
Itapipoca (Município) (230640)	173	0	85	1	0	0	20,73	259
Juazeiro do Norte (Município) (230730)	187	0	57	0	0	0	9,17	244
Limoeiro do Norte (Município) (230760)	282	0	16	0	0	0	51,22	298
Maracanaú (Município) (230765)	90	0	77	0	0	0	7,54	167
Maranguape (Município) (230770)	32	0	42	0	0	1	6,07	75
Morada Nova (Município) (230870)	74	0	38	0	0	0	18,09	112
Pacajus (Município) (230960)	19	0	12	1	0	0	4,65	32
Pacatuba (Município) (230970)	22	0	13	0	0	0	4,35	35
Pindoretama (Município) (231085)	4	0	6	0	0	0	4,95	10
Quixadá (Município) (231130)	112	0	9	1	0	0	14,29	122
Quixeramobim (Município) (231140)	320	0	117	0	0	0	56,63	437
Russas (Município) (231180)	590	0	170	0	0	0	101,31	760
São Gonçalo do Amarante (Município) (231240)	18	0	14	0	0	0	6,77	32
Sobral (Município) (231290)	227	0	81	0	0	1	15,32	309
Tauá (Município) (231330)	302	0	35	0	0	0	58,40	337
Tianguá (Município) (231340)	106	0	53	0	0	0	21,64	159
Trairi (Município) (231350)	36	0	39	0	1	0	13,97	76
Viçosa do Ceará (Município) (231410)	73	0	8	0	0	0	13,75	81
Açu (Município) (240020)	35	0	2	0	0	0	6,46	37
Caicó (Município) (240200)	359	0	28	1	0	0	57,69	388
Ceará-Mirim (Município) (240260)	17	0	2	0	0	0	2,61	19
Parnamirim (Município) (240325)	23	0	5	1	1	1	1,28	31
Extremoz (Município) (240360)	9	0	3	0	0	0	4,36	12
Macaíba (Município) (240710)	13	0	0	0	0	0	1,67	13
Monte Alegre (Município) (240780)	6	0	0	0	0	0	2,71	6
Mossoró (Município) (240800)	37	0	2	0	0	0	1,35	39
Natal (Município) (240810)	145	0	44	3	1	0	2,22	193
Nísia Floresta (Município) (240820)	5	0	0	0	0	0	1,88	5
São Gonçalo do Amarante (Município) (241200)	273	0	14	1	1	0	29,41	289
São José de Mipibu (Município) (241220)	5	0	2	0	0	0	1,62	7
Vera Cruz (Município) (241480)	1	0	0	0	0	0	0,83	1
Alhandra (Município) (250060)	5	0	1	0	0	0	3,12	6
Bayeux (Município) (250180)	90	0	6	0	0	0	9,99	96
Caaporã (Município) (250300)	238	0	23	0	0	0	121,09	261
Cabedelo (Município) (250320)	29	0	4	0	0	0	5,03	33
Cajazeiras (Município) (250370)	33	0	9	0	0	0	6,84	42
Campina Grande (Município) (250400)	572	0	67	3	0	0	15,85	642
Conde (Município) (250460)	23	0	3	0	0	0	10,84	26
Cruz do Espírito Santo (Município) (250490)	29	0	2	0	0	0	18,01	31
Guarabira (Município) (250630)	52	0	2	0	0	0	9,28	54
João Pessoa (Município) (250750)	678	0	38	4	1	2	9,14	723
Lucena (Município) (250860)	8	0	0	0	0	1	7,03	9
Mamanguape (Município) (250890)	10	0	0	0	0	0	2,25	10
Patos (Município) (251080)	117	0	2	0	0	0	11,19	119
Pedras de Fogo (Município) (251120)	60	0	1	0	0	0	21,57	61
Pitimbu (Município) (251190)	12	0	1	0	0	0	6,96	13
Rio Tinto (Município) (251290)	4	0	0	0	0	0	1,67	4
Santa Rita (Município) (251370)	187	0	5	0	0	0	14,23	192
Sapé (Município) (251530)	36	0	2	0	0	0	7,28	38
Sousa (Município) (251620)	112	0	5	0	0	0	17,00	117
Abreu e Lima (Município) (260005)	49	0	7	6	0	1	6,39	63
Araçoiaba (Município) (260105)	5	0	0	0	0	0	2,52	5
Araripina (Município) (260110)	527	0	17	0	0	0	65,70	544
Arcoverde (Município) (260120)	109	0	21	0	0	0	17,90	130
Belo Jardim (Município) (260170)	15	0	4	0	0	0	2,52	19
Bezerros (Município) (260190)	9	0	1	0	0	0	1,66	10
Brejo da Madre de Deus (Município) (260260)	29	0	9	0	0	1	7,94	39
Buíque (Município) (260280)	253	0	143	0	0	0	70,06	396
Cabo de Santo Agostinho (Município) (260290)	81	0	15	12	0	0	5,39	108
Camaragibe (Município) (260345)	44	1	7	1	0	0	3,44	53
Carpina (Município) (260400)	22	0	10	0	0	1	4,07	33
Caruaru (Município) (260410)	114	0	30	0	0	3	4,24	147
Escada (Município) (260520)	35	0	3	2	0	0	5,94	40
Garanhuns (Município) (260600)	72	0	13	0	0	0	6,21	85
Goiana (Município) (260620)	87	0	7	1	0	0	12,08	95
Gravatá (Município) (260640)	25	0	4	0	0	0	3,54	29
Igarassu (Município) (260680)	39	0	3	3	0	0	4,00	45
Ipojuca (Município) (260720)	23	0	2	0	0	1	2,85	26
Ilha de Itamaracá (Município) (260760)	6	0	0	0	0	0	2,41	6
Itapissuma (Município) (260775)	13	0	0	0	0	0	5,04	13
Jaboatão dos Guararapes (Município) (260790)	344	1	23	31	0	5	5,89	404
Limoeiro (Município) (260890)	46	0	75	0	0	3	22,04	124
Moreno (Município) (260940)	25	0	5	0	0	0	4,92	30
Olinda (Município) (260960)	175	0	39	24	1	3	6,21	242
Ouricuri (Município) (260990)	51	0	2	0	0	0	7,83	53
Palmares (Município) (261000)	30	0	6	1	0	0	5,94	37
Paudalho (Município) (261060)	7	0	3	1	0	0	2,00	11
Paulista (Município) (261070)	114	0	14	11	0	1	4,34	140
Pesqueira (Município) (261090)	292	0	456	0	0	2	113,37	750
Petrolina (Município) (261110)	92	0	12	0	0	0	3,13	104
Recife (Município) (261160)	768	0	117	27	1	5	5,68	918
Salgueiro (Município) (261220)	217	0	9	0	0	0	37,81	226
Santa Cruz do Capibaribe (Município) (261250)	53	0	39	0	0	0	9,07	92
São Bento do Una (Município) (261300)	34	0	5	0	0	1	6,94	40
São Lourenço da Mata (Município) (261370)	39	0	3	1	0	1	3,99	44
Serra Talhada (Município) (261390)	399	0	47	0	0	0	52,87	446
Surubim (Município) (261450)	63	0	20	0	0	1	13,30	84
Timbaúba (Município) (261530)	22	0	4	0	0	3	5,41	29
Vitória de Santo Antão (Município) (261640)	467	0	309	1	0	0	57,21	777
Arapiraca (Município) (270030)	518	0	369	0	0	0	38,39	887
Barra de Santo Antônio (Município) (270050)	34	0	1	0	0	0	22,23	35
Barra de São Miguel (Município) (270060)	6	0	0	0	0	0	7,26	6
Campo Alegre (Município) (270140)	50	0	8	0	0	0	10,28	58
Coqueiro Seco (Município) (270220)	17	0	1	0	0	0	30,66	18
Coruripe (Município) (270230)	107	0	36	0	0	0	25,25	143
Delmiro Gouveia (Município) (270240)	81	0	25	0	0	0	20,39	106
Maceió (Município) (270430)	763	0	23	9	1	0	7,85	796
Marechal Deodoro (Município) (270470)	28	0	10	0	0	0	7,43	38
Messias (Município) (270520)	25	0	1	0	0	0	14,79	26
Palmeira dos Índios (Município) (270630)	110	0	87	0	0	0	26,67	197
Paripueira (Município) (270644)	12	0	0	0	0	0	9,31	12
Penedo (Município) (270670)	126	0	8	0	0	0	20,91	134
Pilar (Município) (270690)	109	0	72	0	0	0	51,28	181
Rio Largo (Município) (270770)	92	0	6	0	0	0	12,96	98
Santa Luzia do Norte (Município) (270790)	15	0	0	0	0	0	20,48	15
São Miguel dos Campos (Município) (270860)	175	0	1	0	0	0	29,07	176
Satuba (Município) (270890)	14	0	0	0	0	0	10,46	14
União dos Palmares (Município) (270930)	105	0	20	1	0	0	19,09	126
Aracaju (Município) (280030)	162	0	32	11	1	1	3,27	207
Barra dos Coqueiros (Município) (280060)	4	0	1	0	0	0	1,74	5
Estância (Município) (280210)	36	0	2	0	0	1	5,70	39
Itabaiana (Município) (280290)	10	0	31	1	0	1	4,60	43
Lagarto (Município) (280350)	88	0	10	1	0	1	9,78	100
Nossa Senhora do Socorro (Município) (280480)	55	0	16	9	0	0	4,51	80
São Cristóvão (Município) (280670)	27	0	6	1	0	0	3,91	34
Tobias Barreto (Município) (280740)	46	0	11	0	0	0	11,09	57
Alagoinhas (Município) (290070)	100	0	0	0	0	0	6,47	100
Araci (Município) (290210)	23	0	12	0	0	0	6,21	35
Barra (Município) (290270)	250	0	94	0	0	0	63,48	344
Barreiras (Município) (290320)	52	0	8	0	0	0	3,90	60
Bom Jesus da Lapa (Município) (290390)	47	0	32	0	0	0	11,36	79
Brumado (Município) (290460)	46	0	6	0	0	0	7,51	52
Caetité (Município) (290520)	55	0	11	0	0	1	12,75	67
Camaçari (Município) (290570)	38	0	7	0	1	1	1,64	47
Campo Formoso (Município) (290600)	246	0	15	0	0	0	36,11	261
Candeias (Município) (290650)	8	0	2	0	0	0	1,13	10
Casa Nova (Município) (290720)	237	0	47	0	0	0	39,35	284
Catu (Município) (290750)	23	0	7	0	0	0	5,38	30
Conceição do Coité (Município) (290840)	262	0	37	1	0	0	44,02	300
Cruz das Almas (Município) (290980)	10	0	0	0	0	0	1,56	10
Dias d'Ávila (Município) (291005)	8	0	5	0	0	0	1,67	13
Euclides da Cunha (Município) (291070)	74	0	16	0	0	0	14,98	90
Eunápolis (Município) (291072)	74	0	4	0	0	0	6,89	78
Feira de Santana (Município) (291080)	65	0	32	2	0	0	1,60	99
Guanambi (Município) (291170)	48	0	3	0	0	0	5,94	51
Ilhéus (Município) (291360)	158	0	93	8	0	1	14,43	260
Ipirá (Município) (291400)	6	0	7	0	0	0	2,09	13
Irecê (Município) (291460)	18	0	5	1	0	0	3,27	24
Itaberaba (Município) (291470)	105	0	3	0	1	0	16,44	109
Itabuna (Município) (291480)	455	0	42	2	0	0	22,71	499
Itamaraju (Município) (291560)	53	0	11	0	0	0	9,52	64
Itaparica (Município) (291610)	32	0	15	0	1	0	21,22	48
Itapetinga (Município) (291640)	137	0	18	0	0	0	20,35	155
Jacobina (Município) (291750)	260	0	32	0	0	1	34,55	293
Jaguaquara (Município) (291760)	308	0	136	0	0	0	80,07	444
Jequié (Município) (291800)	355	0	135	0	0	0	30,34	490
Juazeiro (Município) (291840)	90	0	14	0	0	0	4,76	104
Lauro de Freitas (Município) (291920)	39	0	6	1	1	0	2,46	47
Luís Eduardo Magalhães (Município) (291955)	12	0	8	0	0	0	2,53	20
Madre de Deus (Município) (291992)	7	0	9	1	0	0	8,35	17
Mata de São João (Município) (292100)	8	0	2	0	0	0	2,18	10
Paulo Afonso (Município) (292400)	97	0	5	0	0	0	8,56	102
Pojuca (Município) (292520)	9	0	1	2	0	0	3,20	12
Porto Seguro (Município) (292530)	26	0	6	0	0	1	2,27	33
Ribeira do Pombal (Município) (292660)	23	0	7	0	0	0	5,83	30
Salvador (Município) (292740)	528	1	68	87	1	0	2,35	685
Santo Amaro (Município) (292860)	34	0	23	1	0	0	9,40	58
Santo Antônio de Jesus (Município) (292870)	131	0	7	0	0	0	13,59	138
Santo Estêvão (Município) (292880)	25	0	11	0	0	0	6,77	36
São Francisco do Conde (Município) (292920)	1	0	1	1	0	0	0,76	3
São Sebastião do Passé (Município) (292950)	7	0	7	0	1	0	3,30	15
Senhor do Bonfim (Município) (293010)	152	0	127	0	0	0	34,30	279
Serrinha (Município) (293050)	193	0	166	0	0	0	43,11	359
Simões Filho (Município) (293070)	40	0	34	6	0	1	6,08	81
Teixeira de Freitas (Município) (293135)	52	0	15	0	0	0	4,25	67
Tucano (Município) (293190)	46	0	9	0	0	0	9,86	55
Valença (Município) (293290)	233	0	14	3	0	0	25,69	250
Vera Cruz (Município) (293320)	22	0	7	0	0	0	6,80	29
Vitória da Conquista (Município) (293330)	452	0	42	1	0	0	14,42	495
Alfenas (Município) (310160)	22	0	55	0	0	0	9,78	77
Araguari (Município) (310350)	36	0	47	0	0	0	7,14	83
Araxá (Município) (310400)	19	0	57	1	0	0	7,53	77
Baldim (Município) (310500)	0	0	0	0	0	0	0,00	0
Barão de Cocais (Município) (310540)	0	0	3	0	0	0	0,96	3
Barbacena (Município) (310560)	32	0	0	0	0	0	2,37	32
Belo Horizonte (Município) (310620)	646	0	503	11	4	5	4,67	1.169
Belo Vale (Município) (310640)	4	0	0	0	0	0	5,12	4
Betim (Município) (310670)	29	0	83	1	0	1	2,73	114
Bom Despacho (Município) (310740)	10	0	53	0	0	0	12,80	63
Bonfim (Município) (310810)	0	0	0	0	0	0	0,00	0
Brumadinho (Município) (310900)	10	0	12	0	0	1	6,08	23
Caeté (Município) (311000)	9	0	2	0	0	0	2,51	11
Campo Belo (Município) (311120)	3	0	0	0	0	0	0,55	3
Capim Branco (Município) (311250)	0	0	0	0	0	0	0,00	0
Caratinga (Município) (311340)	23	0	3	0	0	0	2,86	26
Cataguases (Município) (311530)	78	0	26	0	0	0	14,02	104
Confins (Município) (311787)	0	0	1	0	0	0	1,54	1
Congonhas (Município) (311800)	6	0	2	0	0	0	1,51	8
Conselheiro Lafaiete (Município) (311830)	181	0	4	0	0	0	14,75	185
Contagem (Município) (311860)	88	1	77	1	0	0	2,57	167
Coronel Fabriciano (Município) (311940)	44	0	23	0	0	0	6,13	67
Curvelo (Município) (312090)	24	0	12	0	0	0	4,56	36
Divinópolis (Município) (312230)	13	0	13	0	0	0	1,13	26
Esmeraldas (Município) (312410)	7	0	92	0	0	0	14,73	99
Florestal (Município) (312600)	0	0	1	0	0	1	2,77	2
Formiga (Município) (312610)	54	0	34	0	0	0	12,93	88
Fortuna de Minas (Município) (312640)	0	0	0	0	0	0	0,00	0
Frutal (Município) (312710)	33	0	25	1	0	0	10,21	59
Funilândia (Município) (312720)	2	0	0	0	0	0	4,77	2
Governador Valadares (Município) (312770)	147	0	10	0	0	1	5,68	158
Guaxupé (Município) (312870)	75	0	17	0	0	0	17,72	92
Ibirité (Município) (312980)	44	0	33	3	0	3	4,77	83
Igarapé (Município) (313010)	2	0	8	0	0	0	2,51	10
Inhaúma (Município) (313100)	0	0	1	0	0	0	1,62	1
Ipatinga (Município) (313130)	100	0	13	1	0	2	4,51	116
Itabira (Município) (313170)	24	0	15	0	0	0	3,32	39
Itabirito (Município) (313190)	16	0	5	0	0	0	4,22	21
Itaguara (Município) (313220)	11	0	3	0	0	0	10,63	14
Itajubá (Município) (313240)	13	0	22	3	0	0	3,96	38
Itatiaiuçu (Município) (313370)	1	0	1	0	0	0	1,86	2
Itaúna (Município) (313380)	44	0	8	0	0	0	5,69	52
Ituiutaba (Município) (313420)	152	0	20	0	0	0	16,65	172
Jaboticatubas (Município) (313460)	0	0	3	0	0	0	1,57	3
Janaúba (Município) (313510)	13	0	29	0	0	0	5,93	42
Januária (Município) (313520)	5	0	1	0	0	2	1,17	8
João Monlevade (Município) (313620)	10	0	2	0	0	0	1,53	12
Nova União (Município) (313660)	0	0	0	0	0	0	0,00	0
Juatuba (Município) (313665)	5	0	17	0	0	0	8,77	22
Juiz de Fora (Município) (313670)	166	0	115	2	0	0	5,10	283
Lagoa da Prata (Município) (313720)	12	0	97	1	0	0	21,91	110
Lagoa Santa (Município) (313760)	7	0	6	0	0	1	2,34	14
Lavras (Município) (313820)	25	0	78	0	0	0	10,28	103
Leopoldina (Município) (313840)	22	0	11	0	0	0	6,21	33
Manhuaçu (Município) (313940)	53	0	3	0	0	0	6,45	56
Mariana (Município) (314000)	51	0	0	0	0	0	8,67	51
Mário Campos (Município) (314015)	0	0	5	0	0	1	4,10	6
Mateus Leme (Município) (314070)	5	0	13	0	0	0	5,97	18
Matozinhos (Município) (314110)	20	0	4	0	0	0	6,54	24
Moeda (Município) (314230)	1	0	0	1	0	0	4,06	2
Montes Claros (Município) (314330)	71	1	29	2	0	0	2,61	103
Muriaé (Município) (314390)	76	0	61	2	0	1	13,05	140
Nova Lima (Município) (314480)	18	0	4	0	0	0	2,45	22
Nova Serrana (Município) (314520)	5	0	3	0	0	0	0,89	8
Ouro Preto (Município) (314610)	15	0	2	0	0	0	2,30	17
Paracatu (Município) (314700)	20	0	1	1	0	0	2,42	22
Pará de Minas (Município) (314710)	19	0	13	1	0	0	3,62	33
Passos (Município) (314790)	44	0	9	0	0	0	4,69	53
Patos de Minas (Município) (314800)	52	0	28	1	0	0	5,44	81
Patrocínio (Município) (314810)	33	0	16	1	0	0	5,64	50
Pedro Leopoldo (Município) (314930)	5	0	9	0	0	0	2,22	14
Pirapora (Município) (315120)	38	0	9	0	0	0	8,36	47
Poços de Caldas (Município) (315180)	10	0	3	0	0	0	0,79	13
Ponte Nova (Município) (315210)	23	0	0	0	0	0	3,83	23
Pouso Alegre (Município) (315250)	22	0	13	1	0	0	2,50	36
Prudente de Morais (Município) (315360)	1	0	0	0	0	0	0,96	1
Raposos (Município) (315390)	1	0	19	0	0	0	12,32	20
Ribeirão das Neves (Município) (315460)	57	0	53	1	0	3	3,53	114
Rio Acima (Município) (315480)	2	0	0	0	0	0	2,02	2
Rio Manso (Município) (315530)	2	0	1	0	0	0	5,28	3
Sabará (Município) (315670)	24	0	8	1	0	3	2,68	36
Santa Bárbara (Município) (315720)	9	0	9	0	0	1	6,30	19
Santa Luzia (Município) (315780)	37	0	20	1	0	1	2,73	59
São Francisco (Município) (316110)	30	0	1	0	0	1	5,67	32
São João del Rei (Município) (316250)	71	0	8	0	0	0	8,84	79
São Joaquim de Bicas (Município) (316292)	2	0	6	0	0	0	2,74	8
São José da Lapa (Município) (316295)	2	0	1	0	0	0	1,35	3
São José da Varginha (Município) (316310)	0	0	0	0	0	0	0,00	0
São Sebastião do Paraíso (Município) (316470)	4	0	14	0	0	0	2,59	18
Sarzedo (Município) (316553)	4	0	11	0	0	0	5,02	15
Sete Lagoas (Município) (316720)	40	0	12	0	0	0	2,24	52
