Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Cametá (Município) (150210)	763	0	1	0	22	0	57,00	786
Capanema (Município) (150220)	58	0	20	0	0	0	11,30	78
Capitão Poço (Município) (150230)	295	0	0	0	0	0	54,32	295
Castanhal (Município) (150240)	187	0	11	2	0	0	9,96	200
Dom Eliseu (Município) (150293)	159	0	21	0	0	0	30,14	180
Igarapé-Miri (Município) (150330)	865	0	1	0	1	0	138,28	867
Ipixuna do Pará (Município) (150345)	155	0	3	0	1	0	24,82	159
Itaituba (Município) (150360)	150	0	1	0	4	0	15,31	155
Itupiranga (Município) (150370)	54	0	8	0	0	0	11,64	62
Jacundá (Município) (150380)	298	0	6	0	4	0	52,07	308
Juruti (Município) (150390)	21	0	0	0	0	0	3,62	21
Marabá (Município) (150420)	57	0	14	0	0	0	2,54	71
Marituba (Município) (150442)	209	0	4	2	1	0	16,42	216
Moju (Município) (150470)	141	0	9	1	2	0	18,64	153
Monte Alegre (Município) (150480)	82	0	0	1	1	0	14,47	84
Novo Repartimento (Município) (150506)	172	0	13	0	2	0	24,63	187
Óbidos (Município) (150510)	425	0	1	0	5	0	82,67	431
Oriximiná (Município) (150530)	143	1	2	5	9	0	21,89	160
Paragominas (Município) (150550)	70	0	0	0	0	0	6,19	70
Parauapebas (Município) (150553)	137	0	28	0	5	0	8,16	170
Portel (Município) (150580)	31	0	0	0	0	0	5,00	31
Redenção (Município) (150613)	63	0	16	0	2	0	9,55	81
Rondon do Pará (Município) (150618)	694	0	14	0	0	0	135,23	708
Santa Bárbara do Pará (Município) (150635)	7	0	0	0	0	0	3,32	7
Santa Izabel do Pará (Município) (150650)	89	0	1	3	0	0	13,14	93
Santana do Araguaia (Município) (150670)	200	0	21	0	0	0	30,35	221
Santarém (Município) (150680)	103	0	2	5	7	0	3,84	117
São Félix do Xingu (Município) (150730)	248	0	33	0	3	0	22,10	284
São Miguel do Guamá (Município) (150760)	24	0	1	0	0	0	4,24	25
Tailândia (Município) (150795)	38	0	4	0	2	0	4,14	44
Tomé-Açu (Município) (150800)	290	0	9	0	0	0	47,13	299
Tucuruí (Município) (150810)	11	0	3	0	0	0	1,23	14
Ulianópolis (Município) (150812)	286	0	4	0	0	0	48,98	290
Vigia (Município) (150820)	157	0	1	11	0	0	31,48	169
Viseu (Município) (150830)	516	0	25	0	0	0	88,11	541
Macapá (Município) (160030)	207	0	7	11	51	0	5,48	276
Santana (Município) (160060)	119	0	5	14	18	0	12,85	156
Araguaína (Município) (170210)	108	0	93	0	2	0	11,25	203
Gurupi (Município) (170950)	30	0	9	0	1	0	4,62	40
Paraíso do Tocantins (Município) (171610)	14	0	43	0	0	0	11,12	57
Porto Nacional (Município) (171820)	130	0	100	0	0	0	43,39	230
Palmas (Município) (172100)	201	0	49	0	0	1	8,39	251
Açailândia (Município) (210005)	207	0	12	0	1	0	19,57	220
Alcântara (Município) (210020)	39	0	3	0	0	0	19,01	42
Bacabal (Município) (210120)	99	0	0	1	0	0	9,53	100
Balsas (Município) (210140)	96	0	27	1	0	0	13,07	124
Barra do Corda (Município) (210160)	130	0	24	0	0	0	17,46	154
Barreirinhas (Município) (210170)	29	0	1	0	0	0	4,80	30
Buriticupu (Município) (210232)	823	0	5	0	0	0	114,43	828
Caxias (Município) (210300)	111	0	11	0	3	0	7,58	125
Chapadinha (Município) (210320)	175	0	7	0	0	0	22,84	182
Codó (Município) (210330)	83	0	6	0	0	0	7,24	89
Coroatá (Município) (210360)	11	0	0	0	0	0	1,68	11
Grajaú (Município) (210480)	399	0	11	0	1	0	59,11	411
Imperatriz (Município) (210530)	250	0	52	0	1	0	11,71	303
Itapecuru Mirim (Município) (210540)	104	0	6	1	0	0	16,27	111
Paço do Lumiar (Município) (210750)	40	0	4	0	0	0	3,60	44
Pinheiro (Município) (210860)	130	0	4	2	1	0	16,43	137
Raposa (Município) (210945)	25	0	1	2	0	0	9,10	28
Santa Inês (Município) (210990)	311	0	15	0	1	0	36,72	327
Santa Luzia (Município) (211000)	243	0	3	0	0	0	33,85	246
São José de Ribamar (Município) (211120)	51	0	3	0	1	0	3,10	55
São Luís (Município) (211130)	277	0	36	5	1	0	2,90	319
Timon (Município) (211220)	138	0	10	0	0	0	8,75	148
Tutóia (Município) (211250)	236	0	6	0	0	0	41,11	242
Vargem Grande (Município) (211270)	232	0	4	0	0	0	41,76	236
Viana (Município) (211280)	78	0	1	0	0	0	15,06	79
Zé Doca (Município) (211400)	53	0	10	0	2	0	12,57	65
Altos (Município) (220040)	143	0	4	0	0	0	36,27	147
Beneditinos (Município) (220160)	13	0	1	0	0	0	13,38	14
Coivaras (Município) (220273)	6	0	0	0	0	0	14,93	6
Curralinhos (Município) (220325)	1	0	0	0	0	0	2,25	1
Demerval Lobão (Município) (220330)	8	0	0	0	0	0	5,79	8
Floriano (Município) (220390)	231	0	11	0	0	0	40,38	242
José de Freitas (Município) (220550)	110	0	2	1	0	0	28,82	113
Lagoa Alegre (Município) (220555)	1	0	0	0	0	0	1,17	1
Lagoa do Piauí (Município) (220558)	0	0	0	0	0	0	0,00	0
Miguel Leão (Município) (220630)	0	0	0	0	0	0	0,00	0
Monsenhor Gil (Município) (220640)	2	0	0	0	0	0	1,89	2
Nazária (Município) (220672)	1	0	0	1	0	0	2,33	2
Parnaíba (Município) (220770)	372	0	24	1	1	0	26,00	398
Pau D'Arco do Piauí (Município) (220779)	6	0	0	0	0	0	14,83	6
Picos (Município) (220800)	139	0	34	1	0	1	22,37	175
Piripiri (Município) (220840)	14	0	2	0	0	0	2,51	16
Teresina (Município) (221100)	444	0	178	3	3	0	7,26	628
União (Município) (221110)	73	0	4	0	0	0	17,31	77
Acaraú (Município) (230020)	88	0	0	0	0	0	14,05	88
Acopiara (Município) (230030)	113	0	34	0	0	0	27,09	147
Aquiraz (Município) (230100)	36	0	4	1	0	0	5,11	41
Aracati (Município) (230110)	31	0	21	0	0	0	6,98	52
Barbalha (Município) (230190)	53	0	3	0	0	0	9,21	56
Beberibe (Município) (230220)	24	0	9	0	0	0	6,16	33
Boa Viagem (Município) (230240)	8	0	3	2	0	0	2,39	13
Camocim (Município) (230260)	294	0	1	0	0	0	46,34	295
Canindé (Município) (230280)	114	0	5	0	0	0	15,46	119
Cascavel (Município) (230350)	55	0	43	0	0	0	13,66	98
Caucaia (Município) (230370)	459	0	25	1	0	0	13,42	485
Chorozinho (Município) (230395)	8	0	0	0	0	0	3,95	8
Crateús (Município) (230410)	183	0	8	1	0	0	25,57	192
Crato (Município) (230420)	74	0	15	0	0	1	6,81	90
Eusébio (Município) (230428)	27	0	2	2	0	0	5,78	31
Fortaleza (Município) (230440)	3.862	0	522	47	1	1	16,61	4.433
Granja (Município) (230470)	33	0	0	0	0	0	6,03	33
Guaiúba (Município) (230495)	20	0	0	0	0	0	7,67	20
Horizonte (Município) (230523)	26	0	4	0	0	0	4,46	30
Icó (Município) (230540)	118	0	42	0	0	0	23,52	160
Iguatu (Município) (230550)	154	0	176	0	0	0	32,20	330
Itaitinga (Município) (230625)	16	0	0	0	0	0	4,21	16
Itapajé (Município) (230630)	39	0	0	2	0	0	7,78	41
Itapipoca (Município) (230640)	56	0	2	0	0	0	4,48	58
Juazeiro do Norte (Município) (230730)	131	0	15	1	0	0	5,36	147
Limoeiro do Norte (Município) (230760)	212	0	11	1	0	0	37,62	224
Maracanaú (Município) (230765)	79	0	17	4	0	0	4,39	100
Maranguape (Município) (230770)	48	0	27	4	0	0	6,13	79
Morada Nova (Município) (230870)	88	0	3	0	0	0	14,70	91
Pacajus (Município) (230960)	17	0	0	0	0	0	2,35	17
Pacatuba (Município) (230970)	33	0	12	0	0	0	5,39	45
Pindoretama (Município) (231085)	11	0	0	0	0	0	5,35	11
Quixadá (Município) (231130)	113	0	4	0	0	0	13,34	117
Quixeramobim (Município) (231140)	298	0	8	0	0	0	37,74	306
Russas (Município) (231180)	454	0	188	2	0	0	82,36	644
São Gonçalo do Amarante (Município) (231240)	27	0	1	0	0	0	5,78	28
Sobral (Município) (231290)	180	0	3	0	0	0	8,76	183
Tauá (Município) (231330)	137	0	7	0	0	0	24,47	144
Tianguá (Município) (231340)	93	0	0	0	0	0	12,25	93
Trairi (Município) (231350)	19	0	1	1	0	0	3,76	21
Viçosa do Ceará (Município) (231410)	79	0	0	0	0	0	12,97	79
Açu (Município) (240020)	18	0	20	0	0	0	6,55	38
Caicó (Município) (240200)	115	0	7	0	0	0	17,95	122
Ceará-Mirim (Município) (240260)	11	0	7	0	0	0	2,45	18
Parnamirim (Município) (240325)	21	0	28	0	0	1	1,91	50
Extremoz (Município) (240360)	4	0	6	0	0	0	3,50	10
Macaíba (Município) (240710)	4	0	4	0	0	0	0,99	8
Monte Alegre (Município) (240780)	1	0	1	0	0	0	0,89	2
Mossoró (Município) (240800)	22	0	19	0	1	0	1,41	42
Natal (Município) (240810)	113	0	98	3	2	0	2,44	216
Nísia Floresta (Município) (240820)	2	0	2	0	0	0	1,45	4
São Gonçalo do Amarante (Município) (241200)	226	0	22	0	0	0	24,22	248
São José de Mipibu (Município) (241220)	4	0	5	0	0	0	2,05	9
Vera Cruz (Município) (241480)	6	0	0	0	0	0	4,81	6
Alhandra (Município) (250060)	4	0	3	0	1	0	4,08	8
Bayeux (Município) (250180)	26	0	13	2	0	0	4,23	41
Caaporã (Município) (250300)	5	0	4	0	0	0	4,12	9
Cabedelo (Município) (250320)	22	0	40	0	1	1	9,45	64
Cajazeiras (Município) (250370)	46	0	26	0	1	0	11,78	73
Campina Grande (Município) (250400)	265	0	67	5	0	0	8,22	337
Conde (Município) (250460)	13	0	7	0	15	0	14,19	35
Cruz do Espírito Santo (Município) (250490)	5	0	1	0	0	0	3,46	6
Guarabira (Município) (250630)	8	0	8	0	0	0	2,72	16
João Pessoa (Município) (250750)	278	0	441	7	1	2	9,01	729
Lucena (Município) (250860)	7	0	7	0	0	0	10,70	14
Mamanguape (Município) (250890)	33	0	3	0	0	0	8,02	36
Patos (Município) (251080)	79	0	15	0	0	0	8,74	94
Pedras de Fogo (Município) (251120)	12	0	2	0	1	1	5,62	16
Pitimbu (Município) (251190)	3	0	2	0	0	0	2,62	5
Rio Tinto (Município) (251290)	12	0	1	0	0	0	5,38	13
Santa Rita (Município) (251370)	49	0	25	2	0	0	5,56	76
Sapé (Município) (251530)	6	0	3	0	0	1	1,90	10
Sousa (Município) (251620)	79	0	2	0	0	0	11,66	81
Abreu e Lima (Município) (260005)	45	0	25	8	0	0	7,80	78
Araçoiaba (Município) (260105)	11	0	2	0	0	1	6,82	14
Araripina (Município) (260110)	228	0	1	0	0	0	27,13	229
Arcoverde (Município) (260120)	97	0	11	1	0	0	14,66	109
Belo Jardim (Município) (260170)	41	0	5	0	0	0	6,02	46
Bezerros (Município) (260190)	38	0	2	0	0	0	6,58	40
Brejo da Madre de Deus (Município) (260260)	6	0	2	0	0	0	1,58	8
Buíque (Município) (260280)	388	0	23	0	0	0	70,40	411
Cabo de Santo Agostinho (Município) (260290)	96	0	39	17	1	0	7,39	153
Camaragibe (Município) (260345)	118	1	35	2	0	0	9,88	156
Carpina (Município) (260400)	24	1	22	1	0	2	5,98	50
Caruaru (Município) (260410)	113	0	48	8	0	0	4,68	169
Escada (Município) (260520)	18	0	1	11	0	2	4,65	32
Garanhuns (Município) (260600)	75	0	16	0	0	0	6,51	91
Goiana (Município) (260620)	55	0	16	3	0	1	9,40	75
Gravatá (Município) (260640)	27	0	3	0	0	0	3,57	30
Igarassu (Município) (260680)	52	0	71	8	0	1	11,28	132
Ipojuca (Município) (260720)	54	1	10	0	0	1	6,86	66
Ilha de Itamaracá (Município) (260760)	8	0	5	2	0	0	5,71	15
Itapissuma (Município) (260775)	10	0	10	0	0	0	7,50	20
Jaboatão dos Guararapes (Município) (260790)	334	2	152	39	0	2	7,53	529
Limoeiro (Município) (260890)	17	0	1	0	0	0	3,20	18
Moreno (Município) (260940)	41	1	6	0	0	1	7,80	49
Olinda (Município) (260960)	216	2	125	57	0	5	10,32	405
Ouricuri (Município) (260990)	24	0	2	0	0	0	3,74	26
Palmares (Município) (261000)	29	0	12	6	0	1	7,59	48
Paudalho (Município) (261060)	18	0	9	0	0	0	4,78	27
Paulista (Município) (261070)	146	0	85	14	0	1	7,41	246
Pesqueira (Município) (261090)	171	0	2	0	0	0	25,67	173
Petrolina (Município) (261110)	174	0	53	0	0	0	6,50	227
Recife (Município) (261160)	1.017	7	337	53	1	11	8,66	1.426
Salgueiro (Município) (261220)	140	0	46	0	0	0	30,53	186
Santa Cruz do Capibaribe (Município) (261250)	26	0	1	0	0	0	2,50	27
São Bento do Una (Município) (261300)	36	0	1	0	0	0	6,22	37
São Lourenço da Mata (Município) (261370)	54	1	12	6	0	2	6,62	75
Serra Talhada (Município) (261390)	362	1	84	0	0	0	51,77	447
Surubim (Município) (261450)	65	0	10	0	0	0	11,52	75
Timbaúba (Município) (261530)	12	0	11	1	0	0	4,53	24
Vitória de Santo Antão (Município) (261640)	478	0	58	1	0	2	38,84	539
Arapiraca (Município) (270030)	491	0	287	0	0	0	33,57	778
Barra de Santo Antônio (Município) (270050)	13	0	1	0	0	0	8,79	14
Barra de São Miguel (Município) (270060)	7	0	0	0	0	0	8,41	7
Campo Alegre (Município) (270140)	23	0	20	0	0	0	7,54	43
Coqueiro Seco (Município) (270220)	13	0	6	0	0	0	32,51	19
Coruripe (Município) (270230)	87	0	38	0	0	0	21,96	125
Delmiro Gouveia (Município) (270240)	34	0	18	0	0	1	10,19	53
Maceió (Município) (270430)	561	0	162	27	0	0	7,36	750
Marechal Deodoro (Município) (270470)	27	0	8	1	0	0	6,94	36
Messias (Município) (270520)	9	0	1	0	0	0	5,60	10
Palmeira dos Índios (Município) (270630)	169	0	65	0	0	0	31,96	234
Paripueira (Município) (270644)	9	0	7	0	0	0	12,14	16
Penedo (Município) (270670)	213	0	82	1	0	2	46,79	298
Pilar (Município) (270690)	172	0	147	2	0	0	91,42	321
Rio Largo (Município) (270770)	62	0	55	2	0	0	15,84	119
Santa Luzia do Norte (Município) (270790)	15	0	1	0	0	0	21,93	16
São Miguel dos Campos (Município) (270860)	60	0	2	0	0	0	10,12	62
Satuba (Município) (270890)	12	0	4	0	0	0	11,57	16
União dos Palmares (Município) (270930)	31	0	22	4	0	0	8,69	57
Aracaju (Município) (280030)	236	0	356	5	0	1	9,10	598
Barra dos Coqueiros (Município) (280060)	8	0	18	0	0	0	8,55	26
Estância (Município) (280210)	31	0	20	0	0	1	7,52	52
Itabaiana (Município) (280290)	19	0	60	0	0	0	8,28	79
Lagarto (Município) (280350)	47	0	54	0	0	0	9,67	101
Nossa Senhora do Socorro (Município) (280480)	113	0	139	6	1	0	14,10	259
São Cristóvão (Município) (280670)	50	0	47	3	0	0	11,10	100
Tobias Barreto (Município) (280740)	1	0	3	0	0	2	1,15	6
Alagoinhas (Município) (290070)	115	0	5	0	0	0	7,92	120
Araci (Município) (290210)	52	0	12	0	0	0	11,77	64
Barra (Município) (290270)	75	0	2	0	0	0	14,37	77
Barreiras (Município) (290320)	27	0	18	0	0	0	2,90	45
Bom Jesus da Lapa (Município) (290390)	57	0	9	0	0	0	9,54	66
Brumado (Município) (290460)	52	0	113	0	0	0	24,56	165
Caetité (Município) (290520)	74	0	7	0	0	0	15,89	81
Camaçari (Município) (290570)	52	0	35	4	0	0	3,04	91
Campo Formoso (Município) (290600)	150	0	0	0	0	0	21,07	150
Candeias (Município) (290650)	11	0	8	1	0	0	2,30	20
Casa Nova (Município) (290720)	25	0	1	0	0	0	3,61	26
Catu (Município) (290750)	98	0	16	0	0	0	20,84	114
Conceição do Coité (Município) (290840)	238	0	5	0	0	0	36,48	243
Cruz das Almas (Município) (290980)	24	0	23	0	0	0	7,43	47
Dias d'Ávila (Município) (291005)	4	0	3	2	0	0	1,11	9
Euclides da Cunha (Município) (291070)	122	0	40	0	0	0	26,74	162
Eunápolis (Município) (291072)	87	0	3	1	0	0	8,03	91
Feira de Santana (Município) (291080)	101	0	324	1	1	1	6,96	428
Guanambi (Município) (291170)	15	0	5	0	0	0	2,37	20
Ilhéus (Município) (291360)	244	0	117	3	1	0	22,49	365
Ipirá (Município) (291400)	3	0	6	0	0	0	1,51	9
Irecê (Município) (291460)	4	0	11	0	0	0	2,06	15
Itaberaba (Município) (291470)	44	0	6	0	0	0	7,75	50
Itabuna (Município) (291480)	32	0	3	1	0	0	1,69	36
Itamaraju (Município) (291560)	17	0	3	0	0	0	3,10	20
Itaparica (Município) (291610)	16	0	6	0	0	0	9,90	22
Itapetinga (Município) (291640)	94	0	1	0	0	0	12,48	95
Jacobina (Município) (291750)	117	0	42	0	0	1	19,87	160
Jaguaquara (Município) (291760)	69	0	1	0	0	0	12,86	70
Jequié (Município) (291800)	56	0	28	0	0	0	5,39	84
Juazeiro (Município) (291840)	90	0	24	0	0	0	5,26	114
Lauro de Freitas (Município) (291920)	25	0	19	2	0	0	2,32	46
Luís Eduardo Magalhães (Município) (291955)	6	0	4	0	0	0	1,14	10
Madre de Deus (Município) (291992)	0	0	1	0	0	0	0,47	1
Mata de São João (Município) (292100)	2	0	31	0	0	0	7,08	33
Paulo Afonso (Município) (292400)	80	0	50	0	0	1	11,12	131
Pojuca (Município) (292520)	7	0	10	0	0	0	4,30	17
Porto Seguro (Município) (292530)	25	0	4	0	1	0	2,02	30
Ribeira do Pombal (Município) (292660)	45	0	8	1	0	0	10,04	54
Salvador (Município) (292740)	591	1	298	42	1	3	3,26	936
Santo Amaro (Município) (292860)	1	0	16	1	0	0	3,00	18
Santo Antônio de Jesus (Município) (292870)	65	0	52	1	0	0	11,62	118
Santo Estêvão (Município) (292880)	12	0	19	0	0	0	5,87	31
São Francisco do Conde (Município) (292920)	13	0	3	2	1	0	4,77	19
São Sebastião do Passé (Município) (292950)	21	0	8	0	0	0	6,55	29
Senhor do Bonfim (Município) (293010)	26	0	5	1	0	0	4,05	32
Serrinha (Município) (293050)	147	0	221	0	0	0	45,51	368
Simões Filho (Município) (293070)	40	0	27	2	0	0	5,13	69
Teixeira de Freitas (Município) (293135)	17	0	7	0	0	0	1,50	24
Tucano (Município) (293190)	65	0	40	0	0	2	21,11	107
Valença (Município) (293290)	317	0	52	0	1	0	38,32	370
Vera Cruz (Município) (293320)	9	0	7	0	0	0	3,70	16
Vitória da Conquista (Município) (293330)	123	0	8	0	0	1	3,90	132
Alfenas (Município) (310160)	9	0	6	0	0	0	1,88	15
Araguari (Município) (310350)	14	0	172	0	0	0	15,86	186
Araxá (Município) (310400)	14	0	5	0	0	0	1,79	19
Baldim (Município) (310500)	0	0	0	0	0	0	0,00	0
Barão de Cocais (Município) (310540)	9	0	11	0	0	0	6,16	20
Barbacena (Município) (310560)	31	0	4	0	2	0	2,69	37
Belo Horizonte (Município) (310620)	670	1	2.225	15	5	11	11,65	2.927
Belo Vale (Município) (310640)	5	0	10	0	0	0	19,44	15
Betim (Município) (310670)	50	0	221	0	0	2	6,21	273
Bom Despacho (Município) (310740)	15	0	30	0	0	0	8,89	45
Bonfim (Município) (310810)	0	0	0	1	0	0	1,46	1
Brumadinho (Município) (310900)	8	0	12	1	0	0	5,24	21
Caeté (Município) (311000)	9	0	18	0	0	0	6,04	27
Campo Belo (Município) (311120)	10	0	14	0	0	0	4,44	24
Capim Branco (Município) (311250)	3	0	2	0	0	0	5,13	5
Caratinga (Município) (311340)	13	0	4	1	0	0	1,96	18
Cataguases (Município) (311530)	51	0	8	0	0	1	7,99	60
Confins (Município) (311787)	0	0	0	0	0	0	0,00	0
Congonhas (Município) (311800)	18	0	6	0	0	0	4,38	24
Conselheiro Lafaiete (Município) (311830)	90	0	6	0	0	0	7,47	96
Contagem (Município) (311860)	105	0	291	3	0	1	6,03	400
Coronel Fabriciano (Município) (311940)	29	0	4	0	0	0	3,00	33
Curvelo (Município) (312090)	18	0	52	0	0	0	8,74	70
Divinópolis (Município) (312230)	9	0	54	0	0	0	2,64	63
Esmeraldas (Município) (312410)	18	0	120	0	0	1	19,70	139
Florestal (Município) (312600)	0	0	3	0	0	0	4,02	3
Formiga (Município) (312610)	7	0	30	0	0	1	5,61	38
Fortuna de Minas (Município) (312640)	0	0	0	0	0	0	0,00	0
Frutal (Município) (312710)	19	0	97	0	0	0	19,50	116
Funilândia (Município) (312720)	2	0	0	0	0	0	4,60	2
Governador Valadares (Município) (312770)	37	0	26	1	0	2	2,36	66
Guaxupé (Município) (312870)	67	0	7	1	0	0	14,45	75
Ibirité (Município) (312980)	37	0	130	0	0	0	9,27	167
Igarapé (Município) (313010)	4	0	16	0	0	0	4,65	20
Inhaúma (Município) (313100)	0	0	1	0	0	0	1,59	1
Ipatinga (Município) (313130)	90	0	18	0	0	0	4,10	108
Itabira (Município) (313170)	83	0	16	1	0	0	8,33	100
Itabirito (Município) (313190)	27	0	0	0	0	0	5,20	27
Itaguara (Município) (313220)	3	0	19	1	0	0	17,22	23
Itajubá (Município) (313240)	7	0	4	1	0	0	1,24	12
Itatiaiuçu (Município) (313370)	6	0	1	0	0	0	6,28	7
Itaúna (Município) (313380)	76	0	19	0	0	0	10,19	95
Ituiutaba (Município) (313420)	104	0	24	0	0	0	12,23	128
Jaboticatubas (Município) (313460)	6	0	26	0	0	0	15,89	32
Janaúba (Município) (313510)	18	0	35	0	0	0	7,40	53
Januária (Município) (313520)	14	0	48	0	0	2	9,45	64
João Monlevade (Município) (313620)	13	0	37	0	0	0	6,26	50
Nova União (Município) (313660)	1	0	3	0	0	0	6,99	4
Juatuba (Município) (313665)	2	0	7	0	0	0	3,34	9
Juiz de Fora (Município) (313670)	269	0	255	1	0	0	9,23	525
Lagoa da Prata (Município) (313720)	8	0	75	0	1	0	16,10	84
Lagoa Santa (Município) (313760)	14	0	57	0	0	1	11,16	72
Lavras (Município) (313820)	40	0	13	0	0	0	5,11	53
Leopoldina (Município) (313840)	34	0	6	0	0	0	7,61	40
Manhuaçu (Município) (313940)	34	0	2	0	0	2	4,21	38
Mariana (Município) (314000)	26	2	6	1	0	1	5,93	36
Mário Campos (Município) (314015)	1	0	14	0	0	0	9,73	15
Mateus Leme (Município) (314070)	3	0	23	0	0	0	8,36	26
Matozinhos (Município) (314110)	32	0	19	0	0	0	13,48	51
Moeda (Município) (314230)	5	0	3	0	0	0	16,26	8
Montes Claros (Município) (314330)	96	0	329	0	0	1	10,41	426
Muriaé (Município) (314390)	35	0	72	2	0	0	10,02	109
Nova Lima (Município) (314480)	40	0	15	0	0	0	5,80	55
Nova Serrana (Município) (314520)	15	0	21	0	0	0	3,51	36
Ouro Preto (Município) (314610)	17	0	3	0	0	0	2,69	20
Paracatu (Município) (314700)	20	0	13	0	0	0	3,54	33
Pará de Minas (Município) (314710)	9	0	82	0	0	0	9,68	91
Passos (Município) (314790)	44	0	35	0	0	0	6,89	79
Patos de Minas (Município) (314800)	13	0	62	0	1	0	4,98	76
Patrocínio (Município) (314810)	27	0	9	0	0	1	4,08	37
Pedro Leopoldo (Município) (314930)	7	0	17	0	0	0	3,73	24
Pirapora (Município) (315120)	38	0	39	0	0	0	13,65	77
Poços de Caldas (Município) (315180)	10	0	1	0	0	0	0,66	11
Ponte Nova (Município) (315210)	18	0	2	0	0	0	3,35	20
Pouso Alegre (Município) (315250)	22	0	3	0	0	0	1,66	25
Prudente de Morais (Município) (315360)	2	0	3	0	0	0	4,66	5
Raposos (Município) (315390)	5	0	3	0	0	0	4,89	8
Ribeirão das Neves (Município) (315460)	103	0	202	2	0	1	9,20	308
Rio Acima (Município) (315480)	4	0	0	0	0	0	3,88	4
Rio Manso (Município) (315530)	1	0	0	0	0	0	1,71	1
Sabará (Município) (315670)	38	0	128	0	0	0	12,18	166
Santa Bárbara (Município) (315720)	13	0	4	0	0	0	5,43	17
Santa Luzia (Município) (315780)	65	0	117	0	0	1	8,35	183
São Francisco (Município) (316110)	12	0	22	0	0	0	6,04	34
São João del Rei (Município) (316250)	77	0	3	0	0	0	8,88	80
São Joaquim de Bicas (Município) (316292)	2	0	1	0	0	0	0,95	3
São José da Lapa (Município) (316295)	2	0	5	0	0	0	2,95	7
São José da Varginha (Município) (316310)	3	0	2	0	0	0	9,99	5
São Sebastião do Paraíso (Município) (316470)	6	0	15	0	0	0	2,96	21
Sarzedo (Município) (316553)	6	0	28	0	0	0	10,38	34
Sete Lagoas (Município) (316720)	48	0	102	1	1	0	6,34	152
Taquaraçu de Minas (Município) (316830)	0	0	2	0	0	0	4,91	2
