Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Acopiara (Município) (230030)	91	0	5	0	0	0	17,92	96
Aquiraz (Município) (230100)	31	0	5	0	0	0	4,55	36
Aracati (Município) (230110)	43	0	34	1	0	0	10,59	78
Barbalha (Município) (230190)	168	0	2	0	0	0	28,42	170
Beberibe (Município) (230220)	16	0	5	0	0	0	3,95	21
Boa Viagem (Município) (230240)	30	0	5	0	0	0	6,48	35
Camocim (Município) (230260)	304	0	0	1	0	0	48,42	305
Canindé (Município) (230280)	133	0	18	0	0	0	19,48	151
Cascavel (Município) (230350)	32	0	13	0	0	0	6,33	45
Caucaia (Município) (230370)	464	0	90	3	0	0	15,38	557
Chorozinho (Município) (230395)	18	0	3	0	0	0	10,94	21
Crateús (Município) (230410)	111	0	17	0	0	0	17,20	128
Crato (Município) (230420)	81	0	10	0	0	0	6,97	91
Eusébio (Município) (230428)	9	0	2	0	0	0	2,09	11
Fortaleza (Município) (230440)	3.096	0	615	14	3	0	14,19	3.728
Granja (Município) (230470)	24	0	3	0	0	0	4,97	27
Guaiúba (Município) (230495)	7	0	1	0	0	0	3,04	8
Horizonte (Município) (230523)	36	0	3	1	0	0	6,07	40
Icó (Município) (230540)	145	0	16	0	0	0	23,86	161
Iguatu (Município) (230550)	228	0	5	0	0	0	22,71	233
Itaitinga (Município) (230625)	13	0	1	0	0	0	3,56	14
Itapajé (Município) (230630)	81	0	3	0	0	0	16,17	84
Itapipoca (Município) (230640)	100	0	1	0	0	0	7,92	101
Juazeiro do Norte (Município) (230730)	215	0	22	1	0	1	8,84	239
Limoeiro do Norte (Município) (230760)	270	0	3	0	0	0	46,34	273
Maracanaú (Município) (230765)	70	0	24	1	0	0	4,23	95
Maranguape (Município) (230770)	41	0	29	0	0	1	5,61	71
Morada Nova (Município) (230870)	123	0	5	0	0	0	20,80	128
Pacajus (Município) (230960)	21	0	12	0	0	0	4,65	33
Pacatuba (Município) (230970)	21	0	8	1	0	0	3,62	30
Pindoretama (Município) (231085)	7	0	0	0	0	0	3,39	7
Quixadá (Município) (231130)	119	0	15	0	1	0	15,59	135
Quixeramobim (Município) (231140)	363	0	3	0	0	1	46,66	367
Russas (Município) (231180)	515	0	47	1	0	1	73,75	564
São Gonçalo do Amarante (Município) (231240)	16	0	2	0	1	0	3,94	19
Sobral (Município) (231290)	299	0	7	1	0	0	14,94	307
Tauá (Município) (231330)	99	0	1	0	0	0	17,21	100
Tianguá (Município) (231340)	74	0	0	0	0	0	9,90	74
Trairi (Município) (231350)	19	0	0	0	0	0	3,44	19
Viçosa do Ceará (Município) (231410)	90	0	0	0	0	0	14,99	90
Açu (Município) (240020)	17	0	5	0	0	0	3,78	22
Caicó (Município) (240200)	190	0	7	0	0	0	28,88	197
Ceará-Mirim (Município) (240260)	15	0	3	0	0	0	2,44	18
Parnamirim (Município) (240325)	20	0	3	0	0	0	0,90	23
Extremoz (Município) (240360)	8	0	1	0	0	0	3,18	9
Macaíba (Município) (240710)	5	0	2	0	0	0	0,87	7
Monte Alegre (Município) (240780)	5	0	0	0	0	0	2,23	5
Mossoró (Município) (240800)	42	0	3	0	0	0	1,52	45
Natal (Município) (240810)	154	0	16	0	2	2	1,97	174
Nísia Floresta (Município) (240820)	2	0	0	0	1	0	1,10	3
São Gonçalo do Amarante (Município) (241200)	250	0	14	1	0	1	26,21	266
São José de Mipibu (Município) (241220)	3	0	0	0	0	0	0,68	3
Vera Cruz (Município) (241480)	0	0	0	0	0	0	0,00	0
Alhandra (Município) (250060)	7	0	1	0	0	0	4,09	8
Bayeux (Município) (250180)	41	0	3	2	0	0	4,74	46
Caaporã (Município) (250300)	96	0	5	0	0	0	46,18	101
Cabedelo (Município) (250320)	23	0	1	1	0	0	3,67	25
Cajazeiras (Município) (250370)	51	0	8	0	0	0	9,49	59
Campina Grande (Município) (250400)	545	0	148	3	0	0	16,96	696
Conde (Município) (250460)	11	0	0	1	0	0	4,84	12
Cruz do Espírito Santo (Município) (250490)	15	0	0	0	0	0	8,54	15
Guarabira (Município) (250630)	22	0	0	0	0	0	3,74	22
João Pessoa (Município) (250750)	363	0	36	3	0	0	4,95	402
Lucena (Município) (250860)	6	0	0	0	0	0	4,57	6
Mamanguape (Município) (250890)	7	0	0	0	0	0	1,56	7
Patos (Município) (251080)	117	0	1	1	0	0	11,04	119
Pedras de Fogo (Município) (251120)	24	0	0	0	0	1	8,77	25
Pitimbu (Município) (251190)	3	0	1	0	0	0	2,09	4
Rio Tinto (Município) (251290)	2	0	0	0	0	0	0,83	2
Santa Rita (Município) (251370)	96	0	1	0	0	0	7,09	97
Sapé (Município) (251530)	22	0	1	0	0	0	4,36	23
Sousa (Município) (251620)	53	0	1	1	0	0	7,91	55
Abreu e Lima (Município) (260005)	51	0	2	7	0	0	6,04	60
Araçoiaba (Município) (260105)	5	0	1	1	0	0	3,45	7
Araripina (Município) (260110)	359	0	1	2	0	0	43,22	362
Arcoverde (Município) (260120)	90	0	4	0	1	0	12,90	95
Belo Jardim (Município) (260170)	50	0	17	0	0	0	8,82	67
Bezerros (Município) (260190)	15	0	8	1	0	1	4,13	25
Brejo da Madre de Deus (Município) (260260)	21	0	3	0	0	0	4,79	24
Buíque (Município) (260280)	409	0	14	2	0	0	73,66	425
Cabo de Santo Agostinho (Município) (260290)	105	0	3	16	0	3	6,21	127
Camaragibe (Município) (260345)	57	1	6	5	0	0	4,41	69
Carpina (Município) (260400)	23	1	3	0	1	1	3,51	29
Caruaru (Município) (260410)	90	0	28	0	1	1	3,37	120
Escada (Município) (260520)	35	0	2	2	0	1	5,86	40
Garanhuns (Município) (260600)	79	0	15	0	0	0	6,78	94
Goiana (Município) (260620)	93	0	0	0	0	0	11,74	93
Gravatá (Município) (260640)	33	1	13	0	0	0	5,65	47
Igarassu (Município) (260680)	49	0	3	7	0	0	5,11	59
Ipojuca (Município) (260720)	27	0	0	1	0	2	3,17	30
Ilha de Itamaracá (Município) (260760)	9	0	0	0	0	0	3,49	9
Itapissuma (Município) (260775)	14	0	0	0	0	1	5,70	15
Jaboatão dos Guararapes (Município) (260790)	350	1	19	39	1	4	5,95	414
Limoeiro (Município) (260890)	35	0	1	0	0	1	6,59	37
Moreno (Município) (260940)	37	0	1	4	0	0	6,76	42
Olinda (Município) (260960)	237	3	15	28	0	1	7,27	284
Ouricuri (Município) (260990)	46	0	0	0	0	0	6,69	46
Palmares (Município) (261000)	37	0	1	4	0	1	6,84	43
Paudalho (Município) (261060)	19	0	0	1	0	0	3,58	20
Paulista (Município) (261070)	117	0	6	10	1	1	4,11	135
Pesqueira (Município) (261090)	194	0	13	0	0	0	30,95	207
Petrolina (Município) (261110)	121	0	2	1	0	0	3,61	124
Recife (Município) (261160)	829	3	35	47	5	0	5,63	919
Salgueiro (Município) (261220)	231	0	0	1	0	0	38,38	232
Santa Cruz do Capibaribe (Município) (261250)	46	0	10	0	0	2	5,48	58
São Bento do Una (Município) (261300)	42	0	10	0	0	1	9,01	53
São Lourenço da Mata (Município) (261370)	43	0	4	2	0	0	4,37	49
Serra Talhada (Município) (261390)	454	0	20	0	2	0	55,63	476
Surubim (Município) (261450)	107	0	23	0	0	0	20,19	130
Timbaúba (Município) (261530)	19	0	1	0	0	0	3,77	20
Vitória de Santo Antão (Município) (261640)	605	0	32	1	0	2	46,52	640
Arapiraca (Município) (270030)	768	0	42	0	0	0	34,59	810
Barra de Santo Antônio (Município) (270050)	15	0	0	0	0	0	9,34	15
Barra de São Miguel (Município) (270060)	3	0	0	0	0	0	3,57	3
Campo Alegre (Município) (270140)	23	0	0	0	0	0	4,00	23
Coqueiro Seco (Município) (270220)	11	0	0	0	0	0	18,59	11
Coruripe (Município) (270230)	417	0	18	0	0	0	75,65	435
Delmiro Gouveia (Município) (270240)	83	0	2	0	1	0	16,35	86
Maceió (Município) (270430)	743	0	7	30	2	0	7,60	782
Marechal Deodoro (Município) (270470)	45	0	0	0	0	0	8,61	45
Messias (Município) (270520)	16	0	0	0	0	0	8,89	16
Palmeira dos Índios (Município) (270630)	181	1	14	1	0	1	26,68	198
Paripueira (Município) (270644)	10	0	0	0	0	0	7,55	10
Penedo (Município) (270670)	112	0	4	0	0	0	17,99	116
Pilar (Município) (270690)	212	0	10	1	0	0	62,73	223
Rio Largo (Município) (270770)	54	0	0	0	0	2	7,37	56
Santa Luzia do Norte (Município) (270790)	10	0	0	0	0	0	13,54	10
São Miguel dos Campos (Município) (270860)	64	0	0	0	0	0	10,35	64
Satuba (Município) (270890)	11	0	0	1	0	0	8,60	12
União dos Palmares (Município) (270930)	99	0	3	0	1	0	15,49	103
Aracaju (Município) (280030)	325	0	13	11	1	2	5,41	352
Barra dos Coqueiros (Município) (280060)	5	0	0	0	0	0	1,68	5
Estância (Município) (280210)	32	0	1	3	0	0	5,20	36
Itabaiana (Município) (280290)	15	0	0	1	0	0	1,68	16
Lagarto (Município) (280350)	86	0	0	1	0	0	8,36	87
Nossa Senhora do Socorro (Município) (280480)	86	0	4	4	0	1	5,22	95
São Cristóvão (Município) (280670)	94	0	5	1	0	0	11,21	100
Tobias Barreto (Município) (280740)	17	0	0	0	0	0	3,26	17
Alagoinhas (Município) (290070)	108	0	3	0	0	0	7,12	111
Araci (Município) (290210)	54	0	0	0	0	0	9,65	54
Barra (Município) (290270)	265	0	3	0	0	0	48,80	268
Barreiras (Município) (290320)	24	0	4	0	0	0	1,78	28
Bom Jesus da Lapa (Município) (290390)	35	0	7	1	0	0	6,09	43
Brumado (Município) (290460)	48	0	2	0	0	0	7,18	50
Caetité (Município) (290520)	42	0	1	0	0	0	8,14	43
Camaçari (Município) (290570)	62	0	1	0	0	0	2,12	63
Campo Formoso (Município) (290600)	248	0	1	0	0	1	34,04	250
Candeias (Município) (290650)	11	0	0	1	0	0	1,34	12
Casa Nova (Município) (290720)	18	0	2	0	0	0	2,73	20
Catu (Município) (290750)	14	0	0	0	0	0	2,48	14
Conceição do Coité (Município) (290840)	569	0	1	0	0	0	83,45	570
Cruz das Almas (Município) (290980)	4	0	0	0	0	0	0,62	4
Dias d'Ávila (Município) (291005)	10	0	1	0	0	0	1,36	11
Euclides da Cunha (Município) (291070)	118	0	1	1	0	0	19,38	120
Eunápolis (Município) (291072)	155	0	22	1	0	0	15,44	178
Feira de Santana (Município) (291080)	65	0	5	1	0	1	1,15	72
Guanambi (Município) (291170)	21	0	0	0	0	0	2,42	21
Ilhéus (Município) (291360)	187	0	22	1	0	0	11,91	210
Ipirá (Município) (291400)	9	0	0	0	0	0	1,44	9
Irecê (Município) (291460)	9	0	1	0	0	0	1,34	10
Itaberaba (Município) (291470)	78	0	2	0	0	0	11,97	80
Itabuna (Município) (291480)	304	0	8	2	0	0	14,21	314
Itamaraju (Município) (291560)	21	0	16	0	0	0	5,49	37
Itaparica (Município) (291610)	34	0	12	0	0	0	20,12	46
Itapetinga (Município) (291640)	114	0	5	0	0	0	15,35	119
Jacobina (Município) (291750)	222	0	1	1	0	0	26,78	224
Jaguaquara (Município) (291760)	136	0	2	0	0	0	24,63	138
Jequié (Município) (291800)	60	0	5	0	0	0	4,01	65
Juazeiro (Município) (291840)	172	0	0	0	0	0	7,76	172
Lauro de Freitas (Município) (291920)	46	0	2	0	0	0	2,43	48
Luís Eduardo Magalhães (Município) (291955)	22	0	2	0	0	0	2,87	24
Madre de Deus (Município) (291992)	2	0	0	0	0	0	0,95	2
Mata de São João (Município) (292100)	3	0	1	0	0	0	0,85	4
Paulo Afonso (Município) (292400)	175	0	1	0	0	0	14,58	176
Pojuca (Município) (292520)	2	0	0	0	0	0	0,50	2
Porto Seguro (Município) (292530)	19	0	4	0	0	0	1,54	23
Ribeira do Pombal (Município) (292660)	24	0	3	0	0	0	4,91	27
Salvador (Município) (292740)	580	1	11	34	0	3	2,13	629
Santo Amaro (Município) (292860)	7	0	0	0	0	0	1,13	7
Santo Antônio de Jesus (Município) (292870)	76	0	0	0	0	0	7,35	76
Santo Estêvão (Município) (292880)	23	0	0	0	0	0	4,27	23
São Francisco do Conde (Município) (292920)	2	0	0	1	0	0	0,75	3
São Sebastião do Passé (Município) (292950)	10	0	0	0	0	0	2,18	10
Senhor do Bonfim (Município) (293010)	76	0	3	0	0	0	9,73	79
Serrinha (Município) (293050)	115	0	6	0	0	0	14,56	121
Simões Filho (Município) (293070)	52	0	5	1	0	0	4,26	58
Teixeira de Freitas (Município) (293135)	30	0	19	0	0	0	3,03	49
Tucano (Município) (293190)	46	0	1	0	0	0	8,95	47
Valença (Município) (293290)	193	0	1	0	0	0	19,65	194
Vera Cruz (Município) (293320)	28	0	12	1	0	0	9,40	41
Vitória da Conquista (Município) (293330)	153	0	3	0	0	0	4,47	156
Alfenas (Município) (310160)	6	0	1	0	0	0	0,88	7
Araguari (Município) (310350)	17	0	3	0	0	0	1,70	20
Araxá (Município) (310400)	9	0	1	0	0	0	0,96	10
Baldim (Município) (310500)	0	0	0	0	0	0	0,00	0
Barão de Cocais (Município) (310540)	5	1	3	0	0	0	2,82	9
Barbacena (Município) (310560)	58	0	1	0	0	0	4,32	59
Belo Horizonte (Município) (310620)	748	5	71	13	3	2	3,34	842
Belo Vale (Município) (310640)	8	0	0	0	0	0	10,20	8
Betim (Município) (310670)	60	2	0	2	0	2	1,55	66
Bom Despacho (Município) (310740)	19	0	1	0	0	0	4,00	20
Bonfim (Município) (310810)	0	0	0	0	0	0	0,00	0
Brumadinho (Município) (310900)	9	0	0	0	0	0	2,32	9
Caeté (Município) (311000)	7	0	2	0	0	0	2,03	9
Campo Belo (Município) (311120)	1	0	0	0	0	0	0,18	1
Capim Branco (Município) (311250)	1	0	0	0	0	0	1,03	1
Caratinga (Município) (311340)	13	56	10	0	0	0	8,60	79
Cataguases (Município) (311530)	61	0	4	0	0	0	8,66	65
Confins (Município) (311787)	0	0	0	0	0	0	0,00	0
Congonhas (Município) (311800)	12	0	2	1	0	0	2,79	15
Conselheiro Lafaiete (Município) (311830)	388	0	4	0	0	0	30,78	392
Contagem (Município) (311860)	105	2	8	3	0	2	1,82	120
Coronel Fabriciano (Município) (311940)	38	0	7	0	0	0	4,08	45
Curvelo (Município) (312090)	14	0	2	0	0	0	2,00	16
Divinópolis (Município) (312230)	11	0	0	0	0	0	0,47	11
Esmeraldas (Município) (312410)	13	1	4	0	0	0	2,61	18
Florestal (Município) (312600)	0	0	0	0	0	0	0,00	0
Formiga (Município) (312610)	22	0	3	0	0	0	3,65	25
Fortuna de Minas (Município) (312640)	0	1	0	0	0	0	3,41	1
Frutal (Município) (312710)	34	0	4	0	0	0	6,47	38
Funilândia (Município) (312720)	1	0	0	0	0	0	2,34	1
Governador Valadares (Município) (312770)	95	0	23	0	0	1	4,24	119
Guaxupé (Município) (312870)	65	0	2	0	0	0	12,81	67
Ibirité (Município) (312980)	44	0	4	0	0	2	2,82	50
Igarapé (Município) (313010)	3	0	0	0	0	0	0,73	3
Inhaúma (Município) (313100)	1	0	0	0	0	0	1,60	1
Ipatinga (Município) (313130)	77	4	14	1	0	1	3,71	97
Itabira (Município) (313170)	55	0	4	0	0	0	4,95	59
Itabirito (Município) (313190)	11	0	0	0	0	0	2,16	11
Itaguara (Município) (313220)	10	0	1	0	0	0	8,25	11
Itajubá (Município) (313240)	24	0	0	4	0	0	2,89	28
Itatiaiuçu (Município) (313370)	3	0	0	0	0	0	2,73	3
Itaúna (Município) (313380)	66	0	0	0	0	0	7,12	66
Ituiutaba (Município) (313420)	97	0	1	0	0	0	9,38	98
Jaboticatubas (Município) (313460)	5	0	0	0	0	0	2,56	5
Janaúba (Município) (313510)	20	0	3	0	0	0	3,21	23
Januária (Município) (313520)	6	0	2	1	0	0	1,31	9
João Monlevade (Município) (313620)	16	0	0	0	0	0	2,01	16
Nova União (Município) (313660)	0	0	0	0	0	0	0,00	0
Juatuba (Município) (313665)	4	0	2	0	0	0	2,32	6
Juiz de Fora (Município) (313670)	325	1	20	0	0	0	6,14	346
Lagoa da Prata (Município) (313720)	4	0	4	1	0	0	1,76	9
Lagoa Santa (Município) (313760)	6	0	0	0	0	1	1,13	7
Lavras (Município) (313820)	43	0	0	0	0	0	4,21	43
Leopoldina (Município) (313840)	44	1	3	1	0	0	9,18	49
Manhuaçu (Município) (313940)	51	5	1	2	0	0	6,66	59
Mariana (Município) (314000)	34	1	0	0	0	0	5,85	35
Mário Campos (Município) (314015)	1	0	0	0	0	0	0,67	1
Mateus Leme (Município) (314070)	1	0	0	0	0	0	0,33	1
Matozinhos (Município) (314110)	22	0	1	0	0	0	6,16	23
Moeda (Município) (314230)	3	0	0	0	0	0	6,05	3
Montes Claros (Município) (314330)	88	1	5	2	0	0	2,39	96
Muriaé (Município) (314390)	92	0	9	0	0	1	9,40	102
Nova Lima (Município) (314480)	19	0	1	0	0	0	2,17	20
Nova Serrana (Município) (314520)	6	0	3	0	0	0	0,95	9
Ouro Preto (Município) (314610)	18	0	0	0	0	0	2,41	18
Paracatu (Município) (314700)	11	0	11	0	0	0	2,38	22
Pará de Minas (Município) (314710)	13	0	0	0	0	0	1,40	13
Passos (Município) (314790)	30	0	1	1	0	0	2,80	32
Patos de Minas (Município) (314800)	27	0	21	0	0	1	3,25	49
Patrocínio (Município) (314810)	27	1	1	0	0	0	3,22	29
Pedro Leopoldo (Município) (314930)	10	0	1	0	0	0	1,72	11
Pirapora (Município) (315120)	36	0	1	0	0	0	6,52	37
Poços de Caldas (Município) (315180)	8	0	0	0	0	0	0,48	8
Ponte Nova (Município) (315210)	20	0	0	0	0	0	3,31	20
Pouso Alegre (Município) (315250)	20	0	0	0	0	0	1,36	20
Prudente de Morais (Município) (315360)	5	0	0	0	0	0	4,73	5
Raposos (Município) (315390)	3	0	0	0	0	0	1,83	3
Ribeirão das Neves (Município) (315460)	73	0	10	1	0	1	2,58	85
Rio Acima (Município) (315480)	1	0	0	0	0	0	0,99	1
Rio Manso (Município) (315530)	1	0	0	0	0	0	1,73	1
Sabará (Município) (315670)	35	0	4	0	0	1	2,94	40
Santa Bárbara (Município) (315720)	6	0	3	0	0	0	2,93	9
Santa Luzia (Município) (315780)	56	0	6	1	0	0	2,88	63
São Francisco (Município) (316110)	2	0	1	0	0	0	0,53	3
São João del Rei (Município) (316250)	42	0	1	0	0	0	4,76	43
São Joaquim de Bicas (Município) (316292)	2	0	0	0	0	1	0,99	3
São José da Lapa (Município) (316295)	3	0	0	0	0	0	1,31	3
São José da Varginha (Município) (316310)	0	0	0	0	0	0	0,00	0
São Sebastião do Paraíso (Município) (316470)	9	0	1	0	0	0	1,42	10
Sarzedo (Município) (316553)	3	0	4	0	0	1	2,58	8
Sete Lagoas (Município) (316720)	50	0	5	0	0	0	2,33	55
Taquaraçu de Minas (Município) (316830)	0	0	0	0	0	1	2,45	1
