 Morbidade Hospitalar do SUS - por local de residência - Amazonas
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"130170 Humaitá";-;-;-;-;-;524,41;1972,74;1779,45;24707,56;67503,00;61130,51;59789,52;87212,76;105059,10;92647,15;77340,74;70691,49;76324,96;75685,39;67566,45;66345,04;56379,04;71615,21;84648,91;102757,59;76816,85;65721,61;98034,88;77496,09;71935,91;84475,95;72445,83;66113,93;69012,26;77321,04;67677,30;73894,51;73553,82;79979,76;84865,72;72512,90;65197,63;76773,30;73686,10;67307,13;74623,06;62480,94;66757,19;73184,14;91413,54;66896,15;79255,27;89629,18;81204,31;70672,33;76943,59;68968,61;81916,05;83176,54;88863,33;99674,43;81988,29;114289,20;107653,77;109273,76;77285,19;96478,61;96260,97;99948,81;140310,11;88470,25;103710,38;182304,25;101539,50;114286,18;99496,40;99459,70;110723,95;119662,13;140912,83;110217,47;118808,01;115314,99;120395,42;119851,88;165698,77;124010,60;156958,16;125565,22;232538,21;153784,09;145352,23;149352,40;179176,62;113947,62;141210,94;140075,63;188256,75;253367,20;167526,40;163702,35;126200,54;175348,80;191207,87;150506,61;138796,99;140090,32;201003,02;156652,13;117571,23;162019,86;186308,77;208242,68;201023,44;193815,14;200895,29;172585,36;117913,83;126855,86;150086,49;214405,62;156906,58;183828,50;213689,89;248584,25;158002,14;244495,35;139483,84;219518,70;165736,70;131258,37;211444,32;182770,85;167203,16;159197,33;204866,86;199876,87;229175,84;225102,45;172434,26;132075,17;177494,83;181280,09;243430,27;243944,15;231470,71;234514,34;277300,14;221836,97;262065,28;237975,03;309088,14;251911,82;244723,38;178720,50;106349,73;126008,83;132051,68;300921,31;337519,18;295083,32;202692,70;226023,64;172411,89;173177,05;172837,33;100260,89;21989601,92
"130180 Ipixuna";-;-;-;-;-;-;-;574,16;28031,87;16407,67;15809,51;30066,45;28941,78;26561,95;23411,26;27597,81;20539,28;24031,33;25969,80;29152,81;8827,51;25702,13;23098,49;30496,24;2630,88;11152,56;44870,04;1773,60;41660,25;45274,28;58697,95;45546,18;40707,05;28989,66;54560,68;63910,34;40214,03;39513,20;41715,92;38055,83;59554,81;8966,24;28022,49;28236,31;27370,45;28050,35;25821,85;34105,65;22855,80;7801,16;29025,33;36474,89;33010,33;29633,79;33666,66;32296,73;31099,47;26909,69;21346,10;37268,01;40817,51;37782,05;38242,49;136225,45;38328,92;31409,77;36177,28;37237,64;37542,93;32748,96;24933,86;41374,22;37059,14;36328,96;30964,14;32882,95;31945,22;40551,53;43444,59;33711,87;34642,67;34088,55;31491,05;28047,05;30374,69;35342,96;35223,43;33755,05;34795,74;32481,32;37657,48;41183,48;32405,23;41023,47;34285,05;39376,70;31577,26;41134,15;34500,82;40924,24;39432,16;35458,35;32146,60;35843,05;34289,52;27245,75;31913,62;51968,12;39430,39;49798,44;42486,04;44600,21;38009,28;35826,86;39688,88;38056,84;22223,56;51334,68;30906,24;34072,36;47918,26;56229,63;42976,97;7665,42;35869,49;63248,97;37758,06;43954,88;70834,52;45939,09;10289,52;43748,87;42553,98;61312,21;45575,73;51129,55;35191,48;53947,14;71262,37;21994,35;19667,70;29879,73;26653,07;40241,66;52823,73;39854,18;30823,13;63224,11;100373,29;54606,32;51229,45;46507,80;29175,16;36925,10;36467,33;35262,61;34455,71;52706,07;74309,08;117384,12;136106,05;59220,10;70401,12;76181,97;60814,28;4432,83;877,01;6114762,63
"130185 Iranduba";-;-;-;-;-;-;480,69;4609,19;34141,39;24357,25;40950,09;38930,50;40556,28;34844,65;47404,63;59871,63;51411,83;49223,17;88839,13;82364,76;80375,34;67467,04;60910,86;52231,15;8808,16;58859,90;78386,60;57743,93;57270,99;65773,28;61859,75;54884,01;93771,03;102797,61;96167,42;63802,69;76090,33;76089,63;78202,42;70060,16;77875,01;68920,19;74656,90;49908,98;73675,56;92070,19;64516,82;78550,67;86960,18;79876,92;73221,89;103789,88;99346,19;69813,98;78242,86;65046,10;65581,44;48957,48;46006,14;54137,97;56484,72;62367,05;120299,92;91274,11;76660,67;50902,26;71609,72;48673,69;62480,56;77394,70;69473,64;63189,71;63157,94;66485,33;55825,20;42982,21;43171,29;47936,06;15243,10;58233,61;45359,32;107203,25;36000,34;65015,32;59262,80;195695,45;91614,17;98418,31;62960,67;78046,62;66081,14;118345,84;135653,61;134506,80;168141,22;187154,32;185499,14;137345,56;139210,05;172845,56;154278,42;197301,51;132441,13;158355,97;138828,96;96872,52;106564,71;198348,11;107114,69;93613,75;140387,23;102881,02;157063,30;149990,34;120743,91;127306,48;114449,22;166165,55;74295,77;146003,12;110439,05;140596,49;138654,63;184194,20;266314,60;171397,94;136947,31;107868,10;140694,00;131280,90;89754,67;137654,84;144010,45;141260,53;162549,66;133930,02;142891,97;118522,67;159027,03;134608,12;122197,16;138788,18;270393,58;156583,53;158023,03;119394,02;168967,58;218542,94;203869,94;200670,23;120273,50;122041,92;126588,12;110464,21;156638,68;114692,99;171124,81;208208,19;197458,47;166059,32;164161,89;164897,82;148434,70;207857,67;149379,05;123882,98;58564,33;16782659,55
"130190 Itacoatiara";-;-;-;-;-;-;-;11129,40;67505,40;138818,18;168027,33;157063,75;139251,88;156442,87;164404,62;185630,24;187583,17;213927,32;193222,25;195149,01;194214,68;174766,26;165811,19;170711,23;153200,84;179051,82;193110,71;191653,73;206665,41;180656,64;160846,33;184143,48;166961,84;195433,85;158508,31;208685,23;189590,97;199622,93;202342,05;196574,14;188762,18;209931,45;158651,58;197886,14;157297,88;235847,23;218326,14;185481,66;189854,45;215625,08;180072,60;179311,22;172530,63;169633,31;163922,81;175842,72;195613,66;194489,05;191110,67;188417,00;190694,12;173560,36;146716,47;150593,49;210433,80;159338,38;170992,96;156566,83;151101,00;149249,35;154488,78;180807,41;199012,75;195569,44;202845,91;201260,68;221031,81;262054,47;249939,97;217809,63;186892,62;202892,25;158025,28;195558,06;204133,72;244343,42;231578,53;209512,92;236367,97;235492,51;366667,61;257472,06;229019,18;234465,87;257452,28;258590,75;288331,00;250071,42;240657,98;228792,38;278086,23;233558,97;297067,05;238301,64;228602,96;291980,02;219079,09;275253,82;238673,63;249958,73;259219,17;238518,95;293312,44;213843,25;232191,67;240308,30;261953,09;275845,99;261742,40;319820,31;352496,00;336783,46;349216,93;406348,62;343170,81;282257,11;314654,05;245687,26;258818,69;286120,08;230104,26;366946,84;303978,27;347212,65;334571,66;427054,59;360820,96;414226,10;342034,17;282977,92;332587,64;313839,32;310286,32;331140,26;374256,87;334300,26;344157,89;370458,56;303215,07;308317,61;399361,25;295295,69;218238,77;270005,11;298315,18;250799,24;238668,96;461982,93;332417,30;403304,09;333706,47;445394,27;410586,70;495813,30;436942,83;407499,44;37972,04;38671361,45
"130195 Itamarati";-;-;-;-;-;-;-;3183,02;12163,91;9645,73;10042,73;13888,34;10891,25;9340,26;11455,29;10494,64;17014,53;12988,96;13267,19;12560,24;13916,89;12881,53;12833,22;10731,64;3257,46;6354,07;14537,15;12966,36;13982,13;8876,84;11938,80;12974,44;7652,48;5040,83;7511,14;7438,37;8707,64;5442,96;6106,74;2484,76;1034,29;6321,90;9385,32;11624,85;11194,58;5011,89;442,99;643,09;499,40;489,62;1824,95;874,61;1071,04;2106,42;3482,17;12544,74;11755,93;11136,56;-;-;11703,94;2166,46;3009,95;3164,75;5770,75;8257,72;658,58;422,62;3683,61;9594,32;4340,44;9177,25;7164,65;8409,40;18205,64;17954,87;7896,67;4170,65;14963,12;10915,41;16824,24;2345,57;9243,84;3332,53;1328,32;13933,03;13821,18;12816,39;7903,59;22517,75;13941,84;20203,14;20718,46;23318,25;15593,99;23115,05;-;1670,60;1015,83;17551,67;2994,82;-;16375,97;52834,55;35866,64;17732,94;25191,43;31971,88;16128,58;2793,80;609,48;789,69;7481,91;588,12;900,36;1690,05;898,77;2813,52;567,52;2411,91;457,51;4087,70;6422,60;3129,56;454,40;13498,16;2472,48;3649,94;14663,51;1586,41;8510,46;-;2976,95;216,50;3300,12;3729,90;875,96;-;32779,00;5565,08;3381,78;-;1625,70;3482,06;15544,96;1492,60;198,44;7464,77;1530,42;3290,88;6017,82;4453,33;3384,38;187,10;893,74;657,73;3795,96;-;8446,01;866,75;871,07;2020,00;5184,60;2625,29;896,83;-;1684,28;1225856,64
"130200 Itapiranga";-;-;-;-;-;-;-;2112,16;9791,43;12952,95;9472,14;12895,67;12700,57;11441,67;16816,74;10949,26;13755,00;14373,75;10418,83;6268,14;6631,42;12029,00;11662,16;13784,09;13266,01;14136,92;15168,83;10428,33;15534,01;17984,85;17499,82;14839,85;9832,23;13356,28;5760,97;7037,75;23696,10;18561,36;14264,59;14096,10;5936,34;13437,31;6974,01;27678,01;9835,33;8083,87;6135,64;15384,80;23393,83;24435,12;16510,07;12142,01;28798,60;9574,22;10082,81;13475,79;12259,60;19850,95;20986,35;9464,82;16267,58;19665,18;15161,20;15028,30;16699,71;20147,29;19877,78;9476,17;8557,85;11206,63;12822,50;11387,91;14086,39;30374,32;10974,06;-;9139,43;3609,45;3148,72;5042,18;1386,79;7435,60;6510,77;2939,80;11339,94;1863,95;5627,20;5923,04;1417,84;13425,59;652,08;2749,14;778,72;2144,80;1911,92;2016,94;2179,77;9137,63;4629,86;2862,48;1519,65;1174,39;1467,17;1744,64;3088,89;1952,42;2483,97;1038,15;8373,71;1757,59;9430,65;12241,95;5987,77;2268,44;9249,81;6958,72;1846,24;4791,87;12421,65;8182,48;25885,49;6411,00;17237,67;23797,46;23590,73;1968,64;6621,99;2572,56;8421,26;12518,31;4209,77;6155,66;11817,86;24592,24;31022,13;21330,66;8541,29;14834,27;5144,53;5946,76;13301,69;2870,10;10946,97;11954,04;9851,63;14919,80;5470,72;22565,74;21582,76;27410,61;25641,94;13046,96;8577,16;27784,64;16235,67;17531,69;10638,75;10296,02;7026,81;14154,79;39372,32;16054,40;109369,93;74926,23;88614,96;80938,85;36069,97;2145320,56
"130210 Japurá";-;-;-;-;-;-;-;-;-;-;586,69;810,02;5974,17;3759,93;4249,70;-;-;-;502,40;543,21;4600,88;393,32;-;-;-;693,60;-;-;963,32;1517,22;4155,33;2001,05;1034,15;6769,61;4598,37;1402,78;4349,25;3909,31;1378,20;1992,62;2763,62;2039,30;324,90;2813,16;4277,54;1702,82;2909,37;2066,44;5608,64;3264,48;908,31;364,01;4579,48;1200,83;139,42;1592,60;2268,10;5438,65;902,80;2167,61;12414,48;-;15602,11;-;-;3660,25;14689,26;3616,80;1959,58;2095,41;3491,84;48,38;364,81;634,03;711,87;3101,75;3486,59;2361,98;-;1174,57;-;1106,28;2008,37;2205,15;1141,13;564,48;-;4357,77;-;1884,16;198,81;482,24;638,42;4381,34;3572,45;14098,98;4210,77;12064,01;8970,37;5462,26;9447,10;8661,81;7614,64;12355,81;12271,49;4125,01;7656,80;4251,47;6735,22;6064,10;2403,13;15052,44;12448,24;21094,82;5667,28;2901,42;653,95;204,50;1752,43;3267,48;6340,09;5435,80;5573,30;11174,99;12323,33;5180,12;9530,72;19926,22;14715,99;99660,85;7931,90;7704,12;22333,98;12497,50;4040,45;11392,04;10645,27;6279,48;34705,80;6847,79;10734,56;35154,65;12742,75;2196,74;11721,36;7733,24;5020,58;13930,86;11103,30;10946,43;9023,83;8900,71;8221,24;17083,54;434,14;14593,17;2895,32;17191,44;20414,37;13019,80;8201,95;11801,78;12890,17;19040,76;8998,81;1066,51;3051,35;997260,15
"130220 Juruá";-;-;-;-;-;-;-;-;10092,59;15993,57;11984,90;13227,70;15986,89;16638,25;12891,57;15473,32;14666,70;9909,84;13210,95;17013,00;8615,28;10700,13;6108,59;15626,20;5954,44;10700,20;13779,20;11222,74;10750,36;10528,85;614,42;2631,36;12631,89;16696,04;15409,71;19877,17;13699,76;1019,94;509,81;10988,04;9468,98;12194,68;12989,21;10316,31;17677,75;14737,29;8530,29;4294,29;8011,61;5528,46;2185,54;9368,23;629,46;12538,81;14855,45;19525,48;17136,14;-;48,38;-;19412,15;31475,35;48760,32;10747,21;22848,61;14970,98;24005,25;21992,46;8454,52;23186,11;22232,42;20381,89;23945,90;18321,22;15075,99;27962,53;20659,79;22493,13;19831,58;9339,63;13273,71;17857,78;20166,58;22784,63;24618,34;39275,55;7069,14;10180,84;16270,09;22099,03;20390,49;17473,13;18117,70;10638,63;19781,05;14652,35;38988,10;29315,35;19849,35;19309,90;10646,13;16720,34;30299,65;19855,66;39259,30;19863,40;14200,09;20176,27;26398,61;41856,55;33756,57;10438,87;35268,51;35253,94;17741,07;17183,94;10538,15;873,86;12687,62;9895,90;11068,36;10459,41;13962,16;15859,08;10890,00;14630,95;15640,67;12092,71;14509,07;16112,12;14289,29;12279,35;18775,47;18581,35;14043,27;21560,17;9691,74;40,38;3397,30;1101,69;1677,87;147,42;1083,04;1393,45;886,26;9585,72;1303,03;3307,76;169,46;-;4967,58;5890,87;2716,27;16043,07;11316,63;22080,15;11682,51;10767,53;26443,14;21974,18;9044,33;10776,23;5879,11;1647,82;2885,62;746,90;-;2229713,47
"130230 Jutaí";-;-;-;-;-;-;-;1339,75;12982,47;20773,96;21853,37;24721,12;26240,63;26588,82;26213,76;28373,06;25051,55;28970,43;22516,07;199,33;46034,26;730,60;30445,16;21705,57;25841,87;15435,62;33495,65;27151,34;30952,27;24934,76;21611,48;27058,41;28172,01;14212,63;31618,46;28381,20;30614,23;29192,49;27594,51;26766,50;34416,71;28853,29;39221,82;32592,65;27536,06;28614,25;26577,65;1407,25;2465,46;29364,95;40787,45;30686,02;27131,66;20362,34;16993,56;28786,39;33505,68;14339,39;37824,94;22791,55;29991,69;37003,92;38885,38;35371,52;39494,22;27076,15;35989,29;29771,80;21290,06;23723,51;52664,99;32701,12;35962,12;4413,99;26024,31;33743,84;37833,04;36968,39;40752,37;37131,58;46095,95;44093,46;33190,46;51042,58;35721,70;39275,71;39476,23;34140,78;44549,47;39154,56;42048,87;33664,79;47084,09;43302,47;35260,96;39502,13;44476,18;53412,85;88378,30;41076,23;38804,70;41256,47;45632,14;44224,36;34346,15;42883,19;64486,05;42571,30;37272,44;32928,62;43969,87;37143,21;36084,96;34779,17;35787,84;13163,95;10582,54;44700,79;4333,25;31200,51;23755,94;44541,41;49198,52;61698,03;53201,35;72223,61;63925,95;40510,53;34607,57;43636,60;16795,87;56181,04;58253,67;24642,94;34590,36;40070,11;42338,69;34417,27;21088,32;5896,06;7912,41;6305,46;11551,60;4101,41;16420,76;18555,05;53057,93;46005,47;58999,08;51799,55;48742,64;39283,30;45902,09;41340,95;21850,52;9057,91;30904,66;28631,59;35592,32;35940,20;47917,75;12747,06;43320,89;66962,77;47744,40;4943,04;-;5217089,63
"130240 Lábrea";-;-;-;-;-;-;658,24;5895,70;39461,43;46311,61;32151,63;36214,73;34509,15;56459,48;35325,27;48979,81;67090,98;40641,23;43395,79;58640,18;30710,38;59252,38;52688,90;19672,82;25094,54;20771,73;43976,91;35465,14;29903,14;35816,35;58511,83;51025,67;39221,25;39707,64;40698,30;37552,81;44374,92;41306,35;28146,34;41990,29;30604,84;51841,19;53032,50;25418,00;2607,87;34938,93;37829,06;22881,63;2945,19;18817,09;6005,88;16963,97;22285,53;16792,60;15521,34;15569,10;97748,41;6751,12;33843,39;15485,03;30117,87;22626,56;15108,33;35033,55;37730,86;24421,54;47898,99;49970,48;110965,54;4829,14;33140,65;29208,09;3400,21;17297,99;61881,58;64347,88;51541,84;43835,16;54942,89;60756,45;76049,43;61557,05;44759,95;52742,05;40346,59;16555,16;40858,35;24650,05;18129,39;27206,90;24600,51;16771,12;10600,86;20493,27;20659,67;28614,09;28199,56;54854,13;52985,74;28487,03;40780,46;40051,46;38444,59;4754,64;16366,73;6434,62;5439,68;11860,81;32606,15;34855,41;44940,91;66042,77;13583,99;56868,61;14037,78;15867,99;44837,44;42353,81;56526,21;38898,74;7382,53;17794,34;13808,92;28818,44;52090,19;40566,60;20368,76;35897,09;9222,19;39517,95;30998,64;39668,29;48987,66;46481,96;26576,71;77113,19;74923,88;55010,39;41580,90;74520,10;55262,41;58848,55;10212,45;23628,57;99994,63;129994,56;74321,30;120341,54;92686,29;71476,84;84470,67;119229,94;96817,69;88955,14;90581,27;87557,21;73757,07;82194,58;74399,78;121001,53;122619,60;89418,52;150951,96;95210,03;83115,87;124634,08;4136,74;7070382,44
"130250 Manacapuru";-;-;-;-;-;-;1087,41;8455,24;105834,08;143381,77;145184,48;188223,28;165927,20;185955,20;128361,26;123501,55;134651,73;31940,84;44829,30;115869,90;112983,75;99473,53;91807,95;169146,50;176282,45;180603,49;166591,65;145136,35;139677,98;151597,99;155905,73;84854,93;155963,37;177957,08;150155,37;166515,99;148158,87;171860,42;189177,21;195348,98;203465,27;204712,37;169995,72;193727,84;152909,27;186535,26;148409,45;230297,53;190904,67;212253,51;194583,69;205492,72;188150,58;161555,73;139281,63;195044,16;138572,81;124889,10;148282,85;196267,16;205599,79;222530,73;188042,19;183744,58;153351,71;151811,16;152621,81;152164,94;132733,90;194521,85;174253,91;247078,76;187925,85;211241,98;218196,99;189981,50;182877,05;218887,67;285901,91;222550,01;204552,30;262389,63;185493,95;204870,34;329540,20;259476,47;236260,72;216756,64;241661,84;252079,64;260674,15;245541,08;203166,51;249001,48;188645,88;272300,41;289860,98;259155,64;272592,24;254343,07;270175,63;246350,52;253564,08;284130,29;240052,08;247794,18;242547,82;214491,28;234663,10;255216,46;236067,25;286243,78;266386,37;239454,16;207095,79;202702,24;184013,03;310901,38;377259,32;317590,99;303652,41;309766,77;354938,12;395547,01;338585,56;318665,41;308740,43;390252,83;415674,27;467610,38;373660,65;476942,16;387165,29;402533,77;336083,51;462830,53;459745,42;504076,54;429444,42;355080,79;398042,92;384338,90;427718,71;380214,48;355265,21;504624,82;328237,99;431985,96;348217,83;336818,35;412469,80;347339,54;309765,07;309872,40;352497,97;334875,64;398790,87;563006,34;415779,32;557730,76;379455,78;425522,86;418250,12;406687,87;438296,90;473310,70;292347,92;40541276,66
"130255 Manaquiri";-;-;-;-;-;-;-;1689,67;3698,63;759,89;24955,82;15287,27;10542,84;14654,29;12531,87;13374,29;40004,39;22327,11;8623,14;3526,57;5254,10;1205,34;2278,57;8714,18;19140,46;22182,10;11502,60;15647,20;17196,05;13398,96;8945,78;15243,86;13382,92;15260,66;16176,00;20801,96;18634,32;15048,21;14075,09;17356,67;16930,50;14295,99;9181,87;27396,06;10264,66;8647,60;3136,36;21885,06;29079,36;15024,15;16337,59;19151,39;16549,78;9500,28;10535,45;15100,97;7838,14;11057,35;22738,24;3070,75;2597,07;22890,88;25502,67;17938,29;8831,59;6011,94;6735,13;2405,67;10505,74;21095,88;12597,09;759,69;3994,74;14563,72;14675,11;14742,62;16026,86;15362,25;10002,64;12731,38;11913,60;8260,35;7719,82;11430,42;7827,49;13987,28;7897,76;2911,14;7192,73;42613,47;15387,08;17092,22;34855,20;31619,76;8972,34;10258,19;43358,26;30947,23;27172,40;18410,63;19992,38;18156,97;32887,64;39759,51;24833,56;25875,90;12149,30;14645,44;24809,05;13791,36;13710,45;28354,53;36667,16;17438,47;27782,17;11371,08;14450,75;24646,38;9728,39;12396,80;16884,19;21819,45;24875,54;18947,38;11830,44;23628,96;16085,90;30483,16;15641,03;22697,90;17198,32;58758,46;17118,03;23318,77;18617,12;26050,86;33552,06;13275,75;27644,42;18331,79;31386,20;40868,93;23003,98;43835,93;33105,04;36542,04;32005,73;28693,24;71900,19;31428,71;27443,73;44642,42;81289,11;26587,96;22575,99;25886,59;20930,44;60965,16;110404,46;102616,51;138800,52;41030,79;45043,15;67609,91;47831,78;29482,33;3576,78;3480635,13
"130260 Manaus";-;904,62;531,94;212,75;35563,37;42739,72;406895,11;1713509,45;4301651,73;9673024,95;5898864,67;6334805,29;6320577,95;6690201,24;6362919,82;6384703,25;6160661,66;5919744,15;5595442,45;5727481,90;5878518,36;6563338,19;6600939,18;6969303,86;6333332,28;6507806,87;7396810,39;7475673,44;7142408,91;6936234,80;7250467,82;6664735,07;6207654,14;7230824,21;6271828,43;8092830,35;7728935,97;7443948,32;6798563,86;6908922,35;7114279,83;7570162,14;7545292,40;7339897,27;7241329,69;7484095,43;7578640,34;8797418,42;8546026,51;8077648,93;8193983,67;7943999,47;8004367,36;7945828,71;8345854,08;8897979,50;7141115,61;8600011,73;7305513,61;9256221,61;8523887,85;9442620,39;8719820,70;9219079,05;9005894,42;7820085,69;8265640,26;8229472,33;7325721,21;9037069,01;7730765,73;8023556,90;8756912,03;9227345,92;8449950,54;8470499,34;8931558,68;8773482,13;8373670,92;8067217,11;7282318,00;7911786,28;6469178,17;7924754,32;8203963,82;8235030,32;8376222,05;8399379,59;8295311,24;8881138,40;9175109,20;9179451,59;8541468,43;9475719,31;9074158,19;10472661,04;10226673,83;9719192,54;10075894,01;10326570,08;10578103,34;9514532,44;10204770,66;8613757,67;8941361,63;8949775,96;9647444,84;10598786,67;10223906,20;10857361,71;10114386,97;9763529,72;9539528,97;8878705,46;9638995,09;8522155,09;9690499,00;9289187,88;8815805,04;10680779,46;10592374,19;10730329,18;10457456,70;10894441,18;10198540,82;11071443,60;10415726,52;10616635,43;10673744,93;11132024,76;9789622,94;11193668,63;10984251,63;11860116,48;11449990,54;12180578,83;12468816,72;12091655,04;12713041,14;11115006,52;11022280,67;11860942,76;11016895,61;12400480,40;12587038,40;12446868,38;11940636,50;12400133,32;12498647,27;11598735,28;12710066,33;11300078,07;11542382,70;12625743,21;11272597,38;11730804,06;13106034,72;14070789,38;12859195,75;13626935,21;13081248,71;13579614,76;13764927,31;14631535,75;14794655,86;14048036,56;4539130,89;1470292684,57
"130270 Manicoré";-;-;-;-;-;-;-;-;102033,13;68738,83;73408,62;77163,31;86801,73;89115,43;67714,22;78633,94;68801,98;70224,12;100941,39;73626,61;102232,35;104713,54;106866,42;158234,19;90360,61;104355,29;104967,21;102993,63;110994,02;107976,88;106486,24;110310,60;103723,46;85025,17;84939,41;89613,82;77197,24;77557,74;82089,64;88199,07;92485,12;89241,17;134352,70;86501,88;73595,14;81871,78;87799,08;90679,72;83121,43;54775,29;51523,94;49464,60;-;58279,57;63070,37;99748,26;2687,06;71079,39;4720,29;50910,85;46053,26;44586,99;64468,91;14801,40;42835,87;40926,65;29276,94;2260,76;37119,01;48386,72;29886,05;62606,83;42990,12;72337,88;71220,36;29728,87;3218,55;15165,71;65836,63;75140,85;29022,78;62487,67;11265,24;37782,58;44945,62;76608,59;87859,31;69782,21;88919,17;66293,11;58839,55;7681,10;27375,10;57251,68;67292,78;98359,37;38429,65;31997,05;210815,89;55826,95;65007,72;78055,02;106603,36;103541,62;25911,69;109043,89;88593,71;90949,33;91163,55;86060,85;84035,20;58027,68;81325,95;100146,53;73631,22;82636,79;8838,87;120769,22;81798,73;107742,88;93569,66;87551,45;34486,99;67651,08;52371,68;18411,73;12385,65;9929,40;50121,86;24727,20;24360,47;89439,41;92047,24;57612,69;92796,07;83247,77;65970,53;96322,72;106323,50;78660,72;49668,85;161216,34;111421,64;105709,77;107784,10;119076,64;107421,36;77186,59;112917,44;111232,97;121567,48;121410,65;133104,90;104343,69;109858,12;107604,18;61533,90;68460,01;115790,47;266954,12;239211,10;151799,71;121660,21;39562,01;71032,57;62635,58;7742,35;12199409,62
"130280 Maraã";-;-;-;-;-;-;-;-;49635,34;49773,28;39859,91;35947,29;1698,90;69596,23;585,56;31070,48;33247,70;31324,42;27979,17;34620,45;23754,42;32056,06;32935,78;33836,25;38296,58;32111,92;33329,16;34982,53;32569,20;35432,89;28843,72;27178,28;30615,75;32219,32;23120,96;51263,21;38129,07;35866,33;32462,47;21053,04;32828,14;20744,58;29775,53;443,40;28049,38;30859,37;25539,60;32930,49;32498,76;33433,46;34383,03;34094,25;33439,70;35535,25;31365,74;26134,36;17395,48;30584,62;27541,57;27154,69;26902,36;23080,76;23842,85;8356,54;21232,88;21246,03;22939,85;18950,22;18389,75;21953,25;21656,80;22640,99;22664,13;18776,31;19249,81;23640,45;27249,82;5096,13;24874,98;20513,28;22616,95;1668,63;24841,34;23547,54;18605,91;17114,71;15111,54;2767,00;16077,81;20946,03;22718,81;19170,25;23707,21;9718,91;1216,25;6575,77;2084,93;4635,94;3450,41;5088,60;3781,35;6195,95;9955,14;9597,97;8291,52;24483,28;6221,15;5298,99;7155,25;5405,49;7918,65;31628,16;14560,14;21465,60;10939,80;5601,89;5704,79;22715,81;29387,21;13446,60;4550,45;13120,90;6919,62;3165,79;3758,14;2687,99;11728,55;2245,33;8028,34;9273,66;7887,39;27810,58;8224,76;6103,27;6969,97;9068,12;11556,93;14059,89;145943,56;32278,81;39066,03;4861,94;26075,50;29671,95;12123,54;5629,21;3695,26;6328,79;4194,57;10478,54;6952,41;14120,27;10062,82;8491,81;8079,12;8824,78;6818,46;11290,55;24094,31;12233,29;10701,39;9202,76;24776,96;13451,34;36649,63;15476,28;2119,45;3245656,55
