"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510627 Novo Horizonte do Norte";-;-;-;-;1;15;29;49;7;2;-;-;103
"510626 Novo Mundo";-;-;-;2;1;-;-;-;-;-;4;1;8
"510631 Novo Santo Antônio";-;-;-;-;-;-;-;-;-;-;-;2;2
"510628 Novo São Joaquim";2;-;2;9;15;6;2;1;14;46;141;40;278
"510629 Paranaíta";1;-;-;1;2;-;-;-;-;2;5;5;16
"510630 Paranatinga";2;3;5;47;27;31;26;33;45;272;307;87;885
"510637 Pedra Preta";-;-;-;3;2;-;-;3;5;14;81;50;158
"510642 Peixoto de Azevedo";2;1;1;1;1;-;-;1;-;3;9;28;47
"510645 Planalto da Serra";1;-;1;9;1;2;3;-;2;-;13;4;36
"510650 Poconé";5;25;89;64;28;5;-;5;2;-;1;3;227
"510665 Pontal do Araguaia";2;7;14;13;18;1;-;-;1;1;32;122;211
"510670 Ponte Branca";-;-;-;-;-;-;-;-;-;-;-;1;1
"510675 Pontes e Lacerda";8;16;43;68;129;65;24;12;6;1;2;21;395
"510677 Porto Alegre do Norte";-;2;-;-;1;-;-;-;-;-;-;1;4
"510680 Porto dos Gaúchos";-;-;-;-;1;-;-;1;-;1;-;5;8
"510682 Porto Esperidião";-;-;2;-;-;1;1;-;5;-;25;17;51
"510685 Porto Estrela";-;-;-;2;3;-;1;-;-;-;1;13;20
"510700 Poxoréo";-;-;1;3;5;4;-;-;-;-;3;5;21
"510704 Primavera do Leste";1;3;11;16;13;3;1;2;1;3;99;206;359
"510706 Querência";4;3;6;14;19;60;44;10;4;1;-;2;167
"510715 Reserva do Cabaçal";3;-;1;4;1;1;-;-;-;-;2;5;17
"510718 Ribeirão Cascalheira";6;1;2;2;1;4;-;-;-;1;18;45;80
"510719 Ribeirãozinho";-;-;-;1;4;11;7;11;5;-;-;2;41
"510720 Rio Branco";36;58;81;44;8;3;-;1;-;1;9;21;262
"510757 Rondolândia";-;-;-;-;-;-;-;-;-;1;-;2;3
"510760 Rondonópolis";3;10;41;117;366;158;73;39;36;53;182;463;1541
"510770 Rosário Oeste";185;111;38;29;11;2;-;4;-;2;4;22;408
"510775 Salto do Céu";2;28;105;50;20;1;-;-;-;1;8;3;218
"510724 Santa Carmem";-;2;4;-;2;5;-;4;2;7;28;98;152
"510776 Santa Rita do Trivelato";-;-;-;7;2;-;-;2;4;11;7;5;38
"510777 Santa Terezinha";-;-;-;-;1;1;-;-;-;-;-;-;2
"510726 Santo Afonso";1;-;-;1;1;-;2;-;1;-;-;-;6
"510779 Santo Antônio do Leste";-;-;-;4;-;-;-;6;7;2;19;27;65
"510780 Santo Antônio do Leverger";7;2;7;18;14;2;-;1;-;-;4;2;57
"510785 São Félix do Araguaia";3;28;31;8;1;4;-;1;-;-;1;2;79
"510729 São José do Povo";2;2;1;2;2;9;8;8;1;6;4;5;50
"510730 São José do Rio Claro";1;-;2;10;8;11;13;7;-;1;14;37;104
"510735 São José do Xingu";7;8;16;13;4;7;3;1;3;1;-;-;63
"510710 São José dos Quatro Marcos";1;2;22;17;25;8;2;-;-;10;85;162;334
"510740 São Pedro da Cipa";1;1;11;22;25;8;2;-;-;-;3;5;78
"510787 Sapezal";-;1;1;3;10;12;17;12;9;24;33;41;163
"510788 Serra Nova Dourada";-;-;-;-;1;-;1;1;-;-;-;-;3
"510790 Sinop";13;15;62;231;565;489;453;306;255;293;474;710;3866
"510792 Sorriso";2;4;5;9;18;31;80;76;75;220;822;647;1989
"510794 Tabaporã";-;-;1;2;-;-;-;2;1;1;8;33;48
"510795 Tangará da Serra";43;108;344;625;620;151;30;4;9;6;18;46;2004
"510800 Tapurah";2;-;2;1;5;3;12;1;1;-;1;19;47
"510805 Terra Nova do Norte";-;-;-;-;-;-;-;-;2;1;2;10;15
"510810 Tesouro";-;-;-;-;-;-;-;-;-;-;-;1;1
"510820 Torixoréu";1;-;1;-;-;-;-;-;-;-;-;6;8
"510830 União do Sul";1;2;-;3;-;-;-;-;-;3;13;7;29
"510835 Vale de São Domingos";-;-;-;4;4;3;10;20;36;65;13;2;157
"510840 Várzea Grande";26;53;407;1131;1248;340;197;115;80;110;453;642;4802
"510850 Vera";-;1;-;2;2;1;-;-;1;-;15;8;30
"510550 Vila Bela da Santíssima Trindade";-;-;4;1;-;-;-;-;-;-;6;218;229
"510860 Vila Rica";3;5;5;8;3;1;-;-;-;-;-;1;26
"510000 Município ignorado - MT";-;1;-;1;-;-;-;-;-;-;-;-;2
"Total";832;1360;3742;9628;8730;3030;1883;1398;1390;2679;8233;9573;52478
