"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510320 Colíder";80;84;93;32;14;6;2;1;-;-;-;11;323
"510325 Colniza";1;1;7;3;-;-;-;-;-;-;-;-;12
"510330 Comodoro";7;15;27;10;1;-;-;-;1;-;-;1;62
"510335 Confresa";14;76;65;6;3;-;-;-;1;-;-;1;166
"510336 Conquista D'Oeste";3;4;-;-;-;-;-;-;-;-;-;-;7
"510337 Cotriguaçu";1;-;21;13;-;-;-;-;-;-;-;-;35
"510340 Cuiabá";92;122;101;102;37;19;2;5;6;5;4;20;515
"510343 Curvelândia";-;1;-;-;-;-;-;-;-;-;-;-;1
"510345 Denise";1;-;-;-;-;-;-;-;-;-;-;-;1
"510350 Diamantino";19;13;21;6;4;-;-;-;-;-;1;2;66
"510360 Dom Aquino";-;-;1;-;-;-;-;-;-;-;-;1;2
"510370 Feliz Natal";-;7;2;-;-;-;-;-;-;-;-;-;9
"510380 Figueirópolis D'Oeste";-;-;2;-;-;-;-;-;-;-;-;-;2
"510385 Gaúcha do Norte";6;-;2;5;2;-;-;-;1;1;-;2;19
"510390 General Carneiro";13;-;-;-;-;-;-;-;-;-;-;8;21
"510410 Guarantã do Norte";10;13;9;6;1;-;-;-;2;-;-;1;42
"510420 Guiratinga";1;1;1;1;1;-;-;-;-;-;-;-;5
"510450 Indiavaí";-;-;-;-;2;-;-;-;-;-;-;-;2
"510452 Ipiranga do Norte";-;1;-;1;-;-;1;-;-;-;1;-;4
"510454 Itanhangá";-;1;3;1;-;-;-;-;1;-;-;-;6
"510455 Itaúba";4;2;8;5;-;-;3;-;-;-;-;-;22
"510480 Jaciara";-;-;-;5;-;-;-;-;-;-;-;-;5
"510490 Jangada";-;-;2;-;-;-;-;-;-;-;-;-;2
"510500 Jauru";1;6;3;11;6;1;-;-;-;-;3;4;35
"510510 Juara";1;-;1;4;2;1;-;-;-;-;-;-;9
"510515 Juína";4;4;24;4;1;-;-;-;-;-;-;-;37
"510517 Juruena";1;1;1;-;-;1;-;-;-;-;1;-;5
"510520 Juscimeira";-;-;-;4;1;-;-;-;-;-;-;-;5
"510525 Lucas do Rio Verde";17;20;52;38;22;2;1;-;1;-;2;5;160
"510530 Luciara";-;-;-;-;-;-;-;-;-;-;1;-;1
"510558 Marcelândia";52;101;70;71;22;11;-;-;-;-;1;18;346
"510560 Matupá";126;50;7;6;1;2;-;-;-;-;4;17;213
"510562 Mirassol d'Oeste";-;-;1;-;1;-;-;-;-;-;-;-;2
"510590 Nobres";1;1;1;-;3;-;-;-;-;-;-;-;6
"510600 Nortelândia";-;-;1;-;1;-;-;-;-;-;-;-;2
"510610 Nossa Senhora do Livramento";1;-;-;2;-;-;-;-;-;-;-;-;3
"510615 Nova Bandeirantes";7;4;1;6;-;-;-;-;-;-;1;1;20
"510620 Nova Brasilândia";-;-;-;1;-;1;-;-;-;-;-;-;2
"510621 Nova Canaã do Norte";93;71;29;13;5;-;-;-;-;-;-;24;235
"510618 Nova Lacerda";-;1;-;1;-;-;-;-;-;-;-;-;2
"510885 Nova Marilândia";1;-;-;-;-;-;-;-;-;-;-;-;1
"510890 Nova Maringá";1;-;-;-;1;1;-;-;-;-;-;-;3
"510895 Nova Monte Verde";-;-;-;1;-;-;1;-;-;-;-;-;2
"510622 Nova Mutum";1;11;14;9;2;1;-;1;-;-;2;5;46
"510623 Nova Olímpia";-;1;4;-;1;-;1;-;-;-;2;-;9
"510619 Nova Santa Helena";19;17;9;-;-;1;-;-;-;-;-;3;49
"510624 Nova Ubiratã";-;-;-;-;1;-;-;-;-;-;-;-;1
"510625 Nova Xavantina";2;2;5;1;-;-;-;-;-;-;2;1;13
"510626 Novo Mundo";-;1;4;-;-;1;-;-;-;-;-;-;6
"510628 Novo São Joaquim";1;2;1;2;-;-;-;-;-;-;-;-;6
"510629 Paranaíta";10;13;20;11;2;16;8;-;-;-;-;-;80
"510630 Paranatinga";-;6;24;10;-;1;-;-;-;-;-;-;41
"510637 Pedra Preta";-;1;13;5;1;-;-;-;-;-;-;-;20
"510642 Peixoto de Azevedo";21;5;1;2;2;-;-;1;-;-;-;8;40
"510645 Planalto da Serra";-;-;3;-;-;-;-;-;-;-;-;-;3
"510650 Poconé";2;1;5;-;-;-;-;-;-;-;-;2;10
"510665 Pontal do Araguaia";28;42;10;5;1;-;-;1;-;-;2;3;92
"510675 Pontes e Lacerda";61;32;39;44;16;6;5;-;7;2;4;11;227
"510677 Porto Alegre do Norte";-;5;1;-;-;-;-;-;-;-;1;1;8
"510680 Porto dos Gaúchos";-;-;2;1;-;-;-;-;-;-;-;-;3
"510682 Porto Esperidião";1;1;3;-;-;-;-;-;-;-;-;-;5
"510685 Porto Estrela";-;-;6;-;-;-;-;-;-;-;-;-;6
"510700 Poxoréo";-;-;-;-;1;-;1;-;2;-;-;1;5
"510704 Primavera do Leste";-;1;1;1;-;-;-;-;1;1;1;-;6
"510706 Querência";-;1;7;4;3;2;1;-;-;-;-;1;19
"510715 Reserva do Cabaçal";-;-;-;-;-;-;-;-;-;-;-;1;1
"510718 Ribeirão Cascalheira";6;2;3;6;3;-;1;2;-;-;-;2;25
"510719 Ribeirãozinho";-;1;52;34;5;10;2;-;-;-;-;-;104
"510720 Rio Branco";-;1;-;-;-;1;-;2;3;-;-;4;11
"510757 Rondolândia";1;1;1;-;-;-;-;-;-;-;-;-;3
"510760 Rondonópolis";10;4;6;11;6;1;-;1;-;-;-;2;41
"510770 Rosário Oeste";-;2;3;-;-;-;-;-;-;-;1;39;45
"510775 Salto do Céu";1;1;-;1;-;-;-;-;-;-;-;-;3
"510724 Santa Carmem";1;-;3;16;14;-;-;-;-;-;-;-;34
"510774 Santa Cruz do Xingu";57;14;4;-;-;-;-;-;-;-;-;7;82
"510776 Santa Rita do Trivelato";1;1;-;-;-;-;1;-;-;-;-;-;3
"510777 Santa Terezinha";1;-;-;-;-;-;-;-;-;-;-;-;1
"510726 Santo Afonso";-;1;11;3;1;2;1;-;-;-;-;-;19
"510780 Santo Antônio do Leverger";1;1;1;7;-;-;-;-;-;-;-;-;10
"510785 São Félix do Araguaia";1;1;10;-;2;1;-;1;3;4;4;8;35
"510729 São José do Povo";-;1;4;5;-;-;-;1;-;-;-;-;11
"510730 São José do Rio Claro";-;-;1;6;1;-;-;-;-;-;-;-;8
"510735 São José do Xingu";49;35;15;25;-;-;-;-;-;-;1;43;168
"510710 São José dos Quatro Marcos";1;1;2;1;-;-;-;-;-;-;-;-;5
"510740 São Pedro da Cipa";-;-;-;3;1;-;-;-;-;-;-;1;5
"510787 Sapezal";-;1;3;2;1;-;-;-;-;-;2;-;9
"510788 Serra Nova Dourada";-;-;-;-;-;-;-;-;-;-;-;2;2
"510790 Sinop";44;28;38;34;20;5;4;4;-;4;5;4;190
"510792 Sorriso";8;4;9;6;1;1;-;1;-;-;-;2;32
"510795 Tangará da Serra";44;56;42;6;5;1;-;1;1;2;2;17;177
"510800 Tapurah";-;-;-;3;-;-;-;-;-;-;-;1;4
"510805 Terra Nova do Norte";29;40;26;10;6;-;-;-;-;-;3;-;114
"510820 Torixoréu";-;1;6;7;3;-;-;-;-;-;-;-;17
"510830 União do Sul";-;-;-;-;-;-;-;-;-;-;2;-;2
"510835 Vale de São Domingos";4;1;-;1;-;1;-;-;-;-;1;-;8
"510840 Várzea Grande";39;60;41;43;14;4;2;3;-;-;-;15;221
"510850 Vera";1;-;-;-;-;-;-;-;-;-;-;-;1
"510550 Vila Bela da Santíssima Trindade";16;-;11;5;-;1;-;-;-;-;-;-;33
"510860 Vila Rica";54;18;4;6;1;-;-;-;-;-;-;14;97
"Total";1551;1473;1376;940;313;126;42;74;99;106;202;476;6778
