"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510558 Marcelândia";80;93;28;9;1;4;-;-;2;-;1;7;225
"510560 Matupá";124;57;18;4;-;2;1;-;-;-;25;26;257
"510562 Mirassol d'Oeste";200;66;33;8;-;-;-;1;1;1;7;25;342
"510590 Nobres";33;12;8;-;1;8;-;-;-;2;1;2;67
"510600 Nortelândia";6;4;9;5;7;2;3;-;1;1;-;10;48
"510610 Nossa Senhora do Livramento";59;15;13;-;-;-;-;-;-;-;-;14;101
"510615 Nova Bandeirantes";143;51;15;4;3;1;-;1;1;1;4;8;232
"510620 Nova Brasilândia";67;35;23;4;3;1;2;-;6;7;73;68;289
"510621 Nova Canaã do Norte";55;5;2;2;-;-;-;-;-;2;1;7;74
"510880 Nova Guarita";-;-;-;-;-;-;-;-;-;-;1;-;1
"510618 Nova Lacerda";7;1;11;5;7;1;2;-;1;-;-;2;37
"510885 Nova Marilândia";3;-;-;-;1;-;-;-;-;-;-;-;4
"510890 Nova Maringá";-;2;-;-;3;-;-;-;-;-;-;-;5
"510895 Nova Monte Verde";9;111;87;28;10;8;-;-;-;-;-;-;253
"510622 Nova Mutum";12;10;14;28;9;1;4;-;-;3;-;4;85
"510617 Nova Nazaré";1;-;-;-;-;-;-;-;-;-;-;-;1
"510623 Nova Olímpia";21;22;35;5;-;1;1;1;4;-;1;1;92
"510619 Nova Santa Helena";8;5;4;2;-;-;1;-;1;-;-;5;26
"510624 Nova Ubiratã";93;11;22;7;13;2;1;1;2;-;1;14;167
"510625 Nova Xavantina";24;17;15;12;4;2;-;-;-;-;1;3;78
"510627 Novo Horizonte do Norte";10;10;7;3;-;-;-;-;-;-;-;5;35
"510626 Novo Mundo";-;-;-;-;-;-;-;-;-;-;2;-;2
"510631 Novo Santo Antônio";-;-;-;-;2;-;-;-;-;1;1;-;4
"510628 Novo São Joaquim";5;5;2;2;-;-;-;-;-;-;-;1;15
"510629 Paranaíta";33;33;23;51;40;1;1;2;1;-;-;2;187
"510630 Paranatinga";32;21;2;1;-;2;-;-;-;-;5;8;71
"510637 Pedra Preta";36;10;11;6;1;-;-;-;-;-;-;11;75
"510642 Peixoto de Azevedo";46;11;8;3;1;-;2;-;2;1;4;12;90
"510645 Planalto da Serra";3;9;2;-;-;-;-;-;-;-;-;-;14
"510650 Poconé";19;39;27;5;1;-;-;-;-;-;-;2;93
"510665 Pontal do Araguaia";249;83;27;13;2;1;3;-;2;2;6;11;399
"510670 Ponte Branca";-;5;1;-;1;-;-;-;-;-;-;-;7
"510675 Pontes e Lacerda";237;266;221;54;14;28;4;1;2;1;7;42;877
"510677 Porto Alegre do Norte";2;4;-;2;-;1;-;-;-;-;-;-;9
"510680 Porto dos Gaúchos";25;11;-;1;-;-;-;-;-;-;-;4;41
"510682 Porto Esperidião";31;45;2;-;-;-;-;-;-;1;6;40;125
"510685 Porto Estrela";20;2;1;-;1;-;-;-;-;-;-;-;24
"510700 Poxoréo";23;44;29;5;4;-;-;-;-;-;1;2;108
"510704 Primavera do Leste";1204;805;372;58;2;-;-;-;-;2;5;41;2489
"510706 Querência";16;8;30;24;9;-;-;-;-;-;-;1;88
"510715 Reserva do Cabaçal";21;16;7;7;2;-;-;-;-;-;-;-;53
"510718 Ribeirão Cascalheira";34;32;15;4;1;1;1;1;-;-;7;9;105
"510719 Ribeirãozinho";35;87;40;23;14;-;-;-;-;-;-;1;200
"510720 Rio Branco";34;6;5;5;1;2;1;-;-;-;1;2;57
"510757 Rondolândia";19;-;-;-;-;-;-;-;-;1;-;-;20
"510760 Rondonópolis";1398;784;338;103;49;16;4;2;1;-;3;144;2842
"510770 Rosário Oeste";15;9;12;15;2;1;-;-;3;6;13;9;85
"510775 Salto do Céu";10;8;4;5;1;-;-;-;-;-;-;6;34
"510724 Santa Carmem";84;45;9;15;7;3;-;-;-;-;1;14;178
"510774 Santa Cruz do Xingu";-;-;-;-;-;-;-;-;-;-;1;-;1
"510776 Santa Rita do Trivelato";14;3;1;5;1;-;-;-;-;-;-;-;24
"510726 Santo Afonso";-;1;3;2;-;-;1;-;-;1;-;-;8
"510779 Santo Antônio do Leste";25;34;21;11;3;1;-;-;-;-;9;13;117
"510780 Santo Antônio do Leverger";5;12;11;1;2;-;3;-;-;-;2;4;40
"510785 São Félix do Araguaia";21;28;21;4;-;1;-;-;-;-;-;-;75
"510729 São José do Povo";11;9;8;6;1;1;-;-;-;2;-;-;38
"510730 São José do Rio Claro";41;24;8;5;1;-;-;-;-;1;-;4;84
"510735 São José do Xingu";3;3;15;64;6;12;9;7;6;4;1;3;133
"510710 São José dos Quatro Marcos";354;115;34;12;6;2;1;1;8;15;17;50;615
"510740 São Pedro da Cipa";7;3;8;3;-;-;-;-;-;-;-;2;23
"510787 Sapezal";46;24;19;12;12;1;2;-;-;-;-;4;120
"510788 Serra Nova Dourada";3;-;-;-;-;-;-;-;-;-;-;-;3
"510790 Sinop";1039;631;230;151;73;27;13;20;17;15;46;178;2440
"510792 Sorriso";356;142;50;49;29;1;4;2;-;2;2;61;698
"510794 Tabaporã";55;14;5;17;2;4;2;-;1;1;20;-;121
"510795 Tangará da Serra";138;133;161;28;19;9;2;3;6;6;7;35;547
"510800 Tapurah";36;34;61;44;12;18;4;-;-;-;-;18;227
"510805 Terra Nova do Norte";55;27;16;6;2;-;1;2;-;-;4;3;116
"510820 Torixoréu";20;72;43;6;-;-;-;1;-;-;1;3;146
"510830 União do Sul";-;-;1;-;-;-;-;-;-;-;-;-;1
"510835 Vale de São Domingos";5;9;10;1;5;-;-;-;-;-;1;1;32
"510840 Várzea Grande";558;369;219;86;22;20;26;21;21;20;36;139;1537
"510850 Vera";81;59;42;38;18;10;10;3;3;2;4;21;291
"510550 Vila Bela da Santíssima Trindade";166;26;20;2;-;-;-;1;2;5;7;108;337
"510860 Vila Rica";4;1;1;2;2;3;1;1;1;-;-;2;18
"Total";14715;8599;5143;2261;968;511;349;252;295;299;754;2520;36666
