 Morbidade Hospitalar do SUS - por local de residência - Tocantins
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2006/Dez";"2007/Fev";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"170730 Dueré";-;-;-;-;-;-;-;6404,92;5053,84;16393,65;14196,83;14996,27;20198,61;16436,65;21556,73;12338,45;29127,32;12363,30;17785,13;10494,21;20450,34;13931,94;13480,49;19771,82;14843,86;15699,43;25424,02;8662,75;18725,31;27889,81;32035,18;40020,99;11465,42;19617,81;35821,20;29244,65;10892,89;17259,36;18858,83;25762,79;18434,21;39196,66;7457,82;21172,17;30521,29;23638,42;27609,02;35730,19;23901,08;35881,09;20757,21;39351,97;19373,11;20040,82;16812,11;10956,37;12419,27;8535,26;25809,91;14188,20;36125,99;18664,05;17022,99;12394,45;8364,24;17908,15;9710,68;22172,45;4192,88;8567,81;9819,45;31298,96;15405,01;12076,92;27338,27;24275,21;30671,15;21922,20;21018,34;35053,14;23178,65;17852,41;13144,85;27548,54;20720,17;15472,26;15006,24;17780,14;18119,58;14151,56;8718,55;9794,68;21705,92;13258,21;30885,71;21577,63;7987,31;20585,57;32646,31;28058,89;9756,28;17147,30;7476,41;7863,99;8597,46;10436,68;8543,92;11531,69;20106,15;18204,12;25691,50;12841,00;16561,49;18140,30;19464,25;21980,88;26430,06;14995,55;7373,51;10709,22;12049,49;9565,95;16578,29;18056,37;20905,40;18696,23;7467,02;8695,06;32645,92;15356,03;11419,16;7509,61;4646,10;13221,47;12878,53;10109,74;7811,75;9209,19;5968,82;9078,99;30373,96;11791,28;9714,49;4087,07;23803,34;49573,21;28768,92;14744,51;25884,23;21916,25;11920,49;23553,93;30418,46;14223,45;21944,02;10210,62;15912,04;13710,74;6808,12;10482,23;8163,07;12719,94;3267,38;-;-;319,04;992,06;2782210,23
"170740 Esperantina";-;-;-;-;-;-;1504,77;4472,30;16047,23;19822,57;24539,52;20120,33;20148,32;20436,69;22982,33;23120,22;14844,40;33988,95;25177,10;23909,53;30351,19;21041,29;23893,36;23856,92;25299,81;40163,22;26216,77;16161,48;24347,63;18143,81;24105,19;43966,00;25761,67;30201,49;23185,17;36511,49;29603,49;35732,36;47631,11;29965,11;43884,33;29515,98;28435,96;22089,21;22790,79;34395,57;27675,78;46626,59;20154,01;35051,11;30143,14;22639,45;26655,71;44036,31;26453,55;37049,52;35399,79;58691,69;35010,70;35376,05;25216,80;40073,46;26759,23;23227,38;23905,41;26330,41;32226,93;28458,34;28964,45;48197,57;30157,55;26990,78;41696,51;35272,36;20495,18;44151,08;38249,95;25419,44;23027,35;18574,40;58572,63;46474,51;39529,03;32900,94;25119,77;44353,65;27301,61;28381,65;29037,20;36269,80;24737,69;26471,86;21424,52;18964,98;36713,70;29828,39;17389,63;18137,55;10042,70;25184,64;36911,37;22148,14;19159,25;58519,74;35224,29;45362,77;43203,89;25063,68;42145,02;18178,85;39661,05;14343,44;14388,81;10370,95;16854,04;32194,73;27559,15;12456,65;25017,30;28960,35;32613,69;25758,75;45722,03;36927,82;16067,98;51160,35;50347,00;36013,19;17403,73;40821,48;28766,47;37207,79;34614,26;17513,98;24250,71;32539,42;28502,14;35558,44;13137,98;20100,74;23163,63;15175,24;23604,59;16574,66;49676,53;46137,76;74053,03;42263,11;26531,53;17851,63;33688,68;15330,96;18756,15;39310,13;13661,42;10936,50;15818,62;11413,46;42067,13;27020,98;23773,91;8653,92;4368,88;5672,87;94353,33;5473,18;-;4611642,34
"170755 Fátima";-;-;-;-;-;-;-;2116,37;5642,98;11248,48;11740,39;15172,45;8253,72;13091,00;13004,72;8162,94;15354,94;13817,94;20536,95;21532,95;9336,34;6807,35;6981,63;10972,92;13169,51;13553,18;13097,50;8146,57;13521,09;21079,55;10062,33;13190,51;12826,75;23830,49;9405,60;14061,77;44831,61;10042,25;13793,72;18203,18;16941,05;17344,49;15975,05;18550,82;14880,54;7205,44;18415,75;9139,76;19144,02;30352,57;17934,37;22791,74;31600,58;29965,60;20115,15;18604,31;6040,40;14779,83;11980,16;26019,37;25443,71;21161,10;28820,70;48265,75;44844,53;19601,78;25477,38;8855,13;6870,14;22911,56;14942,97;8245,89;3891,32;13588,79;15286,13;10891,67;17807,79;33868,41;15080,06;28800,68;7392,60;31524,39;28806,76;8183,63;6469,45;13911,43;16473,06;16870,25;15643,60;8968,17;23595,69;17276,11;30561,17;11183,06;20395,66;51833,36;14899,06;29733,27;6344,48;12697,03;13736,12;5987,32;13648,20;7957,30;9400,44;5346,72;11619,95;12348,26;7114,50;8416,34;7860,33;17001,75;7408,36;3361,81;17060,36;11448,30;17718,15;15445,99;12876,29;21237,84;9917,88;8192,13;12168,32;10159,99;5930,44;12446,26;6946,21;8914,31;8349,17;7275,98;2202,27;3603,25;9904,36;4836,17;7099,99;5401,00;10478,52;14011,03;16059,99;19926,85;13005,40;14096,76;5907,47;8608,74;25377,18;4890,44;12625,19;11858,50;15561,00;13305,46;9277,93;19933,33;28075,15;22125,89;12643,26;19132,59;23423,37;48314,23;13795,76;13778,50;7843,72;7762,33;3715,49;-;-;-;-;2367664,54
"170765 Figueirópolis";-;-;-;-;-;-;-;-;13195,15;10205,17;15570,08;22294,41;13128,00;18878,22;19360,70;14498,51;11259,04;22501,12;16346,54;12022,80;25991,18;9627,48;10291,71;15184,38;10357,61;25457,38;22216,79;28306,50;11506,76;34708,01;16749,12;17092,26;16178,44;12690,63;18415,43;12227,74;18155,22;28103,08;10935,00;24531,62;27030,64;27601,68;29257,37;38788,38;13281,53;22360,27;13602,90;22232,37;18969,18;24484,96;27686,38;26890,34;20736,77;25981,59;60217,59;26249,14;26743,05;20990,06;21252,64;19129,98;28333,23;15679,87;46945,78;44896,97;10276,15;35843,26;21514,67;24899,86;12966,92;9915,05;10432,61;22947,78;33656,37;37389,96;26872,55;22085,15;19464,90;31587,74;16679,61;17862,23;26550,25;15377,49;20133,06;22510,06;17602,67;21339,45;25739,04;7982,45;20743,46;20616,06;14639,49;17078,65;13597,53;16733,88;16951,82;41992,31;29855,80;38517,95;27366,81;17504,12;14442,14;57851,59;16730,79;30707,57;14176,19;8897,79;12676,33;31134,65;26579,62;29187,97;16722,33;11065,63;36961,05;16375,43;30683,63;22202,00;17584,55;18246,12;58192,19;49306,15;15762,47;17293,00;31560,57;7620,94;23901,58;24717,26;17433,28;27949,52;19065,59;22496,54;13340,68;10954,32;19254,30;15420,97;9759,52;11578,06;15728,95;12033,97;9102,43;25711,88;13098,04;16039,06;36845,72;29519,75;47000,40;29212,92;37104,56;19666,05;14002,82;11337,90;28202,69;27947,96;27504,45;44479,10;25334,43;16213,42;45906,21;17132,16;13300,59;29370,60;11096,35;14881,04;1236,36;292,00;-;1045,35;-;3422735,39
"170770 Filadélfia";-;-;-;-;-;-;911,25;857,04;7131,42;13959,11;18864,40;22032,31;33490,16;30621,21;33352,99;30498,70;62546,57;27413,01;93355,43;15984,97;16634,74;37471,95;24194,52;29208,35;45166,96;36098,89;33498,40;14859,93;43245,04;9576,45;14483,73;23305,17;20637,13;36829,48;16622,97;62152,97;39374,38;25861,86;27975,23;27737,51;15826,88;19171,75;27939,61;65886,44;14413,03;45653,34;19633,28;22526,57;25006,62;14582,12;39978,89;14078,74;31529,55;14967,65;39898,33;39990,24;36387,28;30830,90;21023,88;22134,75;30334,87;26334,77;40247,58;34381,90;30004,85;18367,10;20233,40;38390,98;40174,83;30985,88;25454,26;71116,32;48828,09;51802,06;38160,10;21201,07;22597,52;37749,72;44485,45;49752,29;62222,16;44124,54;34506,87;55024,00;37315,21;36194,69;30709,46;23271,18;60772,50;15928,37;46568,30;12375,67;15444,17;12805,94;20089,04;34861,49;22962,30;36980,13;16658,28;22112,62;15704,37;26949,74;20250,74;26626,77;19521,52;28713,18;27638,41;33175,42;43675,53;53219,73;24280,63;21238,02;21511,74;23096,13;20757,51;64677,99;37055,97;28500,90;34451,37;29800,33;53313,50;18749,92;23192,48;36942,41;42964,54;26489,90;33108,09;17877,22;29185,10;45058,33;23877,14;33967,13;38540,59;35794,47;6120,52;60310,72;21292,48;23933,88;15549,41;44060,86;42563,82;30324,83;23314,88;44039,91;18226,61;26180,54;20112,15;14741,09;37707,15;22626,45;27056,39;18684,22;25651,52;45573,89;36795,04;26616,82;38437,86;61136,42;45249,68;15352,78;12361,33;60252,25;13526,68;8686,24;621,66;5690,97;770,25;4852420,16
"170820 Formoso do Araguaia";-;-;-;-;374,44;-;-;3744,20;26124,79;61868,53;59048,73;72186,25;88493,42;62427,34;51573,62;44963,95;59049,73;67471,70;78369,55;53008,81;69214,06;82068,49;74288,74;99522,08;72754,37;75494,12;37816,98;67645,33;40441,05;98988,84;85501,75;114822,46;48748,12;57401,59;79340,37;81503,55;40686,95;52210,82;50227,45;50919,32;62680,41;68575,46;77138,63;94373,13;82758,37;48098,50;49019,93;48113,39;115264,63;82586,72;42926,09;83341,65;83023,07;95310,35;67167,18;67289,82;73241,79;62711,37;51205,72;50608,84;81918,27;73286,91;89640,01;107700,75;66915,59;83949,82;57297,48;85985,95;83445,44;49072,63;80842,01;95123,37;82919,30;85513,73;112615,98;68862,04;60800,33;66036,82;78501,52;77221,77;86840,66;103984,48;59703,27;78916,02;76292,74;74745,92;82493,30;112769,32;74282,12;97195,84;76958,32;87239,49;95121,77;63620,02;66484,58;89539,97;84633,54;65201,44;89607,97;66840,57;70646,43;61355,30;59338,78;77937,96;75669,37;91241,86;81216,80;127881,44;112918,53;94090,40;73606,43;53638,99;81180,25;72631,61;75038,56;71121,46;67206,87;150007,48;64994,29;67887,74;56715,02;34221,88;78015,61;40974,48;69907,73;42793,98;73826,62;21074,19;43645,55;22848,27;40466,37;62486,91;36176,30;49857,29;46787,61;44405,85;65546,67;57936,19;48462,27;47274,62;76789,16;112781,26;65729,85;82880,51;128986,48;71919,81;76749,34;154636,15;78805,41;68604,03;74257,38;79232,59;56822,64;130743,24;111045,27;88954,87;68148,92;66245,55;99060,60;152341,12;62943,87;38971,17;15093,58;8987,73;1350,00;3943,78;5388,64;11328304,52
"170825 Fortaleza do Tabocão";-;-;-;-;-;-;-;5373,82;2187,53;15955,72;18419,05;6448,05;8193,88;7229,69;6078,26;48105,60;3133,94;5457,70;5713,45;6722,35;13129,45;14639,78;4432,47;9234,22;5841,71;8018,30;5495,09;19624,68;9943,94;12828,48;20772,56;10091,92;10746,99;15175,25;20368,25;6812,55;7005,58;6839,63;7691,42;9487,14;21915,56;10458,61;6548,94;7253,96;9717,77;10429,53;4223,05;12651,60;12200,89;6261,45;13932,98;8034,50;8103,97;7146,87;12912,27;7813,10;8155,86;18444,70;10664,38;12294,48;8028,88;6748,18;13085,91;10543,90;26017,12;18335,77;14533,10;7851,15;11180,11;7899,29;8714,62;10950,62;5633,81;5422,12;15286,75;2113,49;9426,28;16377,88;8474,63;4514,54;6679,38;6582,29;8280,42;10249,14;19048,58;15145,94;16357,11;19246,57;7932,73;6521,09;18578,80;5166,52;11672,72;8818,46;12580,00;10010,38;12161,35;6727,69;20747,56;5652,02;7420,35;5132,40;6124,25;8430,13;6549,26;13300,73;7404,75;32083,52;7992,57;7356,98;6034,33;6863,27;12706,28;21764,22;11572,10;27439,56;6121,60;13258,30;17290,83;6454,21;26378,26;7632,07;15647,89;17112,18;12212,65;23609,16;15852,03;10367,60;4898,76;8584,90;2812,31;18605,35;8287,92;12394,87;22537,13;12887,06;15029,42;5664,81;11588,00;8572,16;6918,13;8994,25;3844,35;25530,13;8812,52;15627,23;16312,66;6603,00;18794,06;10798,45;14021,46;15039,36;6478,36;26703,59;7852,02;7133,74;8675,90;16845,87;17375,32;27852,00;2425,98;2655,19;6865,33;-;-;-;-;1779792,89
"170830 Goianorte";-;-;-;-;-;-;412,09;1351,74;8703,66;2069,56;15892,26;5568,34;5481,68;17908,86;3327,35;5249,12;8038,22;9723,54;8351,61;11771,82;16946,81;9553,99;40192,75;7712,39;20588,78;9299,42;6929,38;7248,03;14397,14;16018,63;23343,42;26117,40;16958,29;10960,14;6014,33;27312,60;22158,29;9078,21;6509,68;26135,96;14306,67;14316,41;9525,95;8750,25;11749,49;27517,20;7625,34;7486,17;11753,87;10445,43;14156,91;29627,38;9461,89;16370,79;11383,55;15211,98;17182,98;41914,63;19931,04;44294,61;20730,92;11987,30;20230,17;17618,53;11529,54;18887,78;43445,09;29023,62;13670,27;11990,14;15569,03;10595,92;11409,29;6285,30;14528,41;12932,00;16546,90;14239,17;10172,96;9587,10;10207,88;19551,70;16533,75;14512,67;9032,38;8097,15;15316,29;17542,66;6627,19;15567,72;11789,99;8495,22;11112,21;10667,21;12689,06;6353,34;9184,68;10607,90;13805,77;11223,47;22745,34;8330,62;13945,60;16612,59;12128,38;31976,89;19245,12;23912,81;22260,15;18521,62;37824,84;19055,13;5373,76;14321,26;13713,47;9927,07;8848,24;25086,96;13161,25;10382,36;17032,53;22816,56;42347,17;7574,47;22900,52;29402,37;10062,99;9402,43;21375,54;11916,94;10060,79;16171,72;13054,49;19422,28;9958,74;11946,63;32056,69;29933,70;9725,36;17990,42;9782,02;13709,08;40350,73;26527,82;14123,58;37288,85;9243,79;12258,54;47710,75;22600,92;14199,37;19629,43;11716,25;10584,01;18085,79;10129,23;19007,69;8653,55;16138,07;5193,08;3670,42;7143,06;2110,84;-;-;2634,10;-;2425252,48
"170900 Goiatins";-;-;-;-;-;-;-;2322,77;37013,11;60002,55;47324,51;53972,85;44482,14;35819,77;30484,83;28308,74;22381,44;20245,36;19431,71;22205,60;17315,99;50066,97;48182,18;51212,56;33113,57;36606,03;58033,04;36668,33;69326,69;57812,37;59655,40;49713,79;65111,02;64672,86;92925,44;123464,48;43983,98;49699,40;64512,81;36001,21;66021,20;33610,79;57128,03;44870,91;66401,86;82175,15;44060,27;73666,93;56356,53;59825,21;51058,48;61870,60;70958,24;60837,94;46771,34;79969,73;45870,65;37662,12;53111,26;22817,25;96771,19;39839,98;70960,79;40546,79;45256,80;60516,05;49847,00;36945,70;46510,96;26184,04;70084,45;29732,17;43099,52;37137,24;53001,08;34097,39;38183,22;51732,96;47440,61;26991,94;47079,69;51571,96;22811,13;42813,46;44213,97;65201,99;52788,27;60876,79;79744,01;50593,85;46002,77;46798,66;89672,74;62508,41;36753,27;36257,19;69353,03;64725,05;59222,58;108579,27;51588,64;38758,77;48200,27;40147,46;51449,64;34677,52;20617,65;65497,79;46280,50;38537,10;29213,93;39545,32;78070,36;49782,89;29872,88;47357,24;49986,71;24759,21;31607,19;34333,86;30933,75;23816,58;41078,61;30762,49;29990,94;32504,61;62306,61;58912,47;36194,46;39104,06;34990,65;32318,51;75089,13;61669,96;42603,91;51279,04;58529,65;67739,82;58852,53;70186,30;79484,12;45092,57;74693,19;47306,98;74978,02;36529,35;63056,40;49761,13;56722,57;38960,34;38560,59;42644,09;34209,63;46659,97;26352,80;25409,64;52062,70;22518,02;44084,25;34724,92;62649,41;40519,78;38283,45;57564,48;26495,49;16278,27;459,40;7694776,53
"170930 Guaraí";-;-;-;-;-;8149,40;4032,32;9136,15;46832,89;133918,15;82578,25;88830,30;124751,60;104020,60;127127,87;142802,76;93434,48;112403,34;110472,38;156159,56;98612,51;127627,65;98127,89;119903,38;102891,69;113015,20;92064,04;100500,21;72109,18;78684,53;91130,41;116338,59;107509,01;102283,26;87666,99;126276,39;139103,44;130716,10;137538,05;126006,25;117131,89;98383,30;121296,55;101282,55;74541,96;97290,65;106343,04;152060,11;95920,41;103882,49;146038,97;117959,63;130604,37;122017,71;151094,39;173142,01;168252,79;124485,78;172256,77;140424,22;197548,70;136126,61;114122,90;133820,75;119319,61;104727,57;120154,60;106847,64;80805,78;145579,06;84036,03;110334,22;119237,15;136217,03;111869,24;117264,28;83149,05;113963,82;104835,30;208489,40;98351,00;109728,48;71383,51;117160,02;94011,01;133234,92;94890,29;63923,53;86635,73;102955,16;129051,84;120139,96;80283,20;107360,14;103285,32;73495,39;91733,67;128928,68;168432,14;62225,17;96339,65;103019,73;87115,12;79240,44;96498,20;59332,61;93343,86;112423,36;107839,34;156805,20;85714,90;98917,82;101096,36;86338,22;103715,42;89732,08;118810,43;107388,16;90792,53;151595,63;81063,23;143990,60;99913,41;102856,52;137038,01;109185,21;89214,32;128932,25;141984,93;134083,03;63365,25;124083,08;82738,14;123951,30;151349,82;114804,07;117510,99;105487,96;146592,12;216256,81;92611,28;171048,03;134947,52;114058,33;79998,26;139470,45;120214,29;103757,90;132954,47;147945,42;117534,68;160725,89;169589,99;130904,85;110148,40;130223,34;96836,27;120269,64;112303,99;160428,63;50542,35;53867,98;7586,93;6617,48;6299,15;7083,67;-;17631251,61
"170950 Gurupi";-;-;-;-;-;-;47688,81;28023,23;179616,21;210119,73;245115,35;252485,71;282040,44;287448,88;254124,97;241119,67;213881,03;253318,75;322327,91;229650,53;298482,49;270519,43;312897,72;319982,43;401002,81;382220,06;341527,45;332579,39;341599,83;390754,11;306584,49;316908,01;319292,51;317285,99;304603,49;394815,83;389378,89;364839,17;327413,92;253803,27;354868,89;339822,00;351005,98;321212,05;367584,11;352067,79;335303,08;299386,95;308315,52;358680,81;371793,09;364597,18;399656,50;426321,76;369057,48;370351,62;357279,82;379663,42;324985,28;393575,95;418250,72;584015,79;354957,99;342202,80;437987,09;372701,32;336073,08;405271,64;403119,38;354574,19;441306,00;475292,80;543357,28;476454,14;383000,19;412044,42;459243,88;465502,77;394332,54;480740,10;396892,48;484649,71;481852,78;425776,67;431499,00;368938,21;444508,62;440999,04;528076,61;480483,27;502917,42;370286,62;404120,35;332746,88;307383,34;361703,41;469486,91;419385,28;517795,09;563315,56;422862,28;412101,05;441579,55;394551,12;352055,89;509722,29;372460,80;424519,60;429421,76;500314,63;405220,34;363336,81;391272,93;544265,13;415376,74;390939,36;481055,70;525568,94;393517,70;547680,38;372222,21;367187,48;345419,19;328887,43;441310,47;368869,85;344197,25;294711,63;302161,04;481474,35;304006,59;327544,13;318393,23;375488,51;355952,26;335739,06;312966,09;335674,06;367504,78;412027,96;449832,85;317708,98;361489,46;509763,83;388005,19;290021,93;449883,17;408326,82;459676,09;470731,61;465830,95;465546,84;435796,06;417167,16;482814,61;493067,27;401338,08;456077,31;347368,55;409066,34;320579,79;197918,17;63647,90;6409,67;32304,99;3666,32;1746,00;59067573,67
"170980 Ipueiras";-;-;-;-;-;-;-;5665,73;2179,38;8468,78;4716,62;6428,31;9391,27;9627,09;6058,78;2873,27;2303,10;7774,76;2830,59;4939,95;4787,26;1611,61;5021,72;5294,03;1125,98;22089,60;3611,22;11258,68;9138,33;7677,82;8941,01;5289,51;8612,92;2780,71;6346,20;4932,87;5814,73;8632,10;2332,36;9137,45;2645,89;9060,37;10454,28;7952,31;5565,15;19926,94;5009,20;10073,66;16532,24;6654,06;12032,46;3948,58;6712,63;6721,70;4333,05;37322,11;4498,80;15766,35;6706,44;14717,83;8847,76;7899,53;5176,48;6203,21;7950,51;8518,14;2248,57;13395,54;3832,69;7112,77;1579,72;8998,13;9151,67;24589,62;25766,92;3335,75;27715,69;3700,67;12276,81;3529,87;12558,21;7288,41;11040,10;11034,23;6395,17;6899,01;7266,78;20222,05;25859,90;5312,81;10886,29;7031,49;7955,05;10818,83;7872,96;10342,00;4695,43;2674,86;9931,25;3115,65;6782,67;10435,83;5121,07;9577,79;2959,08;3352,83;15882,92;2685,20;6693,40;2726,97;22125,74;1298,66;10410,76;2447,41;24413,85;9334,39;18851,68;12867,21;3202,46;15588,03;21098,99;5478,37;3720,82;3615,09;6127,92;4692,74;7762,54;5308,17;5040,67;12344,31;9239,08;7665,30;2236,44;24604,71;8585,61;4190,87;10147,35;2802,87;13204,02;5795,26;3973,30;13331,79;7420,46;4965,71;2539,32;14369,73;2151,29;2227,41;7806,77;6287,83;6877,89;6483,22;3497,01;12612,63;6001,42;3194,57;1909,72;15896,33;11914,37;5238,64;204,50;5516,28;1171,37;-;-;-;-;1291368,96
"171050 Itacajá";-;-;-;-;-;-;-;1681,69;11887,91;17726,84;25660,60;28716,31;22387,98;20150,67;33673,58;21993,65;35083,31;21595,42;27857,72;26518,63;18854,61;47421,34;17962,02;30301,41;9678,27;19985,93;47959,27;43872,68;14197,12;29590,13;14304,80;21410,41;20217,64;12468,80;26317,24;30940,65;14963,74;20527,78;19276,47;41643,11;14164,26;43927,58;38329,40;43316,15;18676,15;36596,23;17821,14;21467,14;42578,58;64219,29;28870,27;17752,18;43598,57;20220,89;46221,69;32636,48;37901,38;35442,45;17371,40;46139,77;29028,61;84872,21;65924,21;36836,89;44979,05;66533,36;32495,32;22552,76;29172,57;26109,55;33043,25;32231,62;42055,70;60978,86;68045,15;34969,97;40130,87;50057,25;30671,33;35054,72;40070,10;50851,72;22935,18;36372,73;40661,23;33269,98;47680,71;19419,38;42890,30;61666,99;37752,39;26047,99;32069,45;21987,15;27194,50;39219,77;31484,55;25694,35;18672,31;26668,81;15793,30;29664,76;24838,94;32725,50;33564,92;34534,37;33441,31;34046,10;48244,71;35773,35;17612,30;24373,43;24958,94;50299,10;37580,84;37412,58;59402,99;43537,62;46813,99;69278,96;63125,36;47923,97;56502,24;29578,11;38061,76;21754,89;16895,05;29823,15;24765,40;24102,78;39302,33;24527,19;30345,47;31341,18;18477,98;46670,82;19106,34;44841,71;31693,71;25379,82;36372,50;40808,06;27682,28;81540,60;40409,53;75184,35;44007,10;58936,07;34582,64;63397,29;41288,54;32762,67;51366,32;98503,02;36275,59;59207,92;29914,95;21379,14;56917,97;34358,36;79872,40;18786,29;12788,25;1763,04;55,27;395,03;754,73;5489858,75
"171070 Itaguatins";-;-;-;-;-;-;457,97;2231,31;15193,99;15822,77;24519,66;20383,53;32583,20;20962,16;25499,74;11118,32;13574,05;16443,51;13943,23;20688,73;12001,79;21660,64;63144,48;24350,43;12019,07;14068,07;18989,14;13499,33;15633,48;15613,58;14759,73;22600,45;14635,27;23245,03;16759,60;21727,09;22307,09;18758,15;23076,23;27536,38;22489,98;16849,00;16983,94;18224,93;18181,80;20444,03;18503,26;21918,44;26436,09;23912,45;34248,82;23891,76;26498,70;17843,27;25722,11;14451,36;12558,63;12868,49;15580,22;13142,91;12320,19;17741,79;7667,97;16688,89;17476,00;11747,18;9287,71;9207,75;10842,01;25564,94;15122,52;17026,86;8494,75;16577,82;13600,16;19357,72;17210,13;27911,08;15535,32;20112,05;17180,18;12334,63;9491,33;12515,46;16531,93;9356,21;17426,50;14142,55;13868,32;9861,96;30332,31;11904,12;8975,81;9617,52;6468,69;9921,31;13564,82;25882,78;12326,13;21619,39;11028,78;22276,96;16759,32;6199,65;4107,96;8005,37;9891,03;8499,45;10423,52;10210,16;12909,00;13161,10;16808,91;7594,64;12756,03;9581,57;12943,74;9863,98;12175,84;9477,87;26716,02;21864,62;39162,94;8820,71;10209,51;20748,91;6938,34;7788,15;37294,43;9517,09;13469,25;7547,16;4617,84;12239,51;22848,79;2297,83;4737,79;4395,66;5170,18;2456,14;3699,60;9384,34;25091,95;9742,60;7661,74;5804,86;5639,18;6794,72;9716,65;7114,05;11618,55;10125,35;11118,56;10672,54;5052,95;14235,90;20615,17;28482,77;16483,05;24935,62;3523,17;6115,48;442,99;1123,99;28441,52;14682,19;-;2435207,42
"171090 Itapiratins";-;-;-;-;-;700,51;660,51;299,14;2680,98;4531,98;5669,83;3077,58;4551,90;7622,30;5891,04;6704,53;8729,60;13461,75;4944,81;6292,21;7284,39;9276,42;5796,27;15724,93;11898,70;8232,69;12175,90;4980,66;13239,60;8677,54;4399,51;8539,91;7528,06;6356,19;10317,86;7494,86;12751,91;13524,73;9068,80;3532,92;20232,09;10767,89;29876,35;30569,94;19950,25;8768,23;5117,07;5398,03;15894,62;11230,78;14893,21;22308,96;16783,10;15631,64;6133,42;41176,79;30091,46;7717,82;17125,56;2611,59;38391,32;3962,04;23749,80;31916,73;29523,24;8725,97;28625,97;28476,87;7648,86;3354,06;27855,48;32027,08;24728,69;24721,64;28695,24;20624,96;24174,59;38106,54;30793,57;37532,85;23874,19;32341,66;33099,47;35672,33;7826,01;30403,55;60114,83;26928,39;19378,43;24928,74;30598,09;19188,41;29647,97;67690,13;7722,33;28537,01;27671,63;67646,97;42538,08;25243,65;44309,48;7637,72;17787,34;30730,98;25490,30;47943,61;7321,33;46507,44;25460,17;27714,22;28956,19;13895,87;10315,42;32748,15;24994,61;24666,74;18473,38;30939,58;23033,04;52741,42;20459,04;29343,30;8187,40;22182,50;27850,50;143857,68;20758,98;21258,73;47092,48;23568,81;11794,72;18670,87;15348,24;15701,35;23478,80;22139,90;20952,56;9603,32;19872,71;23365,86;19071,12;21902,47;23222,53;22218,65;52797,62;25767,07;20768,91;36013,24;33682,08;18348,30;48523,90;31206,86;30300,78;27201,07;6952,44;23553,30;20953,56;25497,64;23034,93;29664,23;23996,69;6537,92;5613,98;-;8036,41;691,39;-;3396298,52
