 Morbidade Hospitalar do SUS - por local de residência - Tocantins
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2006/Dez";"2007/Fev";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"171200 Lajeado";-;-;-;-;-;-;-;562,56;2654,90;4314,19;55229,95;4671,66;5206,41;6215,25;7479,01;2098,49;8305,51;16970,50;11870,95;9041,79;11384,42;14350,98;7606,95;8203,91;8105,60;8178,13;9018,87;9460,52;10733,70;10977,22;10531,20;6368,82;6996,45;13834,18;3807,71;10449,39;17317,34;7132,59;6823,31;47574,25;20427,24;17544,03;25756,27;11243,36;24756,28;22101,32;27722,17;15418,57;13508,05;19375,45;10597,97;15001,44;32807,00;15140,93;20732,71;13409,42;17485,18;25621,49;9023,63;14350,60;14625,25;9016,40;28622,46;6511,43;3489,64;52573,37;22427,51;4969,45;7281,51;9871,72;11449,87;14617,11;23417,06;41539,36;25750,55;13204,91;18559,26;12121,64;35858,68;41201,59;11017,77;14896,34;10374,89;16908,04;47113,22;19229,77;28228,27;24250,83;28060,23;22431,64;37901,42;15713,90;19553,49;15786,32;7359,00;21056,77;13325,43;9638,85;31569,21;26518,04;17776,59;10691,73;32839,85;10179,50;7415,65;13905,57;10921,79;10849,56;25945,71;17903,77;19970,81;12089,06;7277,33;13263,12;27120,34;16988,61;12142,48;17151,25;53458,30;10009,15;17449,15;19667,81;34157,32;11212,37;8477,66;7580,81;11860,12;24006,28;30117,46;24745,64;10300,90;16095,16;17911,36;6905,55;5617,58;21007,37;9499,15;14466,16;41187,99;7547,82;11825,70;12430,56;18699,79;18602,43;18441,00;9932,41;8632,75;14282,90;10428,13;32932,60;47589,28;11921,32;17739,98;15324,95;22245,65;19783,08;10633,88;14775,88;29825,98;20719,20;10635,19;19738,99;5504,34;1506,55;-;5756,97;-;2651165,36
"171215 Lavandeira";-;-;-;-;-;-;-;-;403,09;4420,47;1994,05;1083,49;890,40;2806,04;3313,96;938,43;1042,88;642,56;3857,91;1769,64;2198,04;629,97;1801,96;4088,67;3145,51;2252,86;1896,70;1306,37;3126,17;1814,42;3033,94;3642,23;1908,33;8426,29;11192,69;28852,24;3065,19;2313,81;1249,56;2947,00;10715,38;2861,39;4211,06;3001,04;6963,80;1590,80;2995,60;4347,75;3343,08;4089,15;984,23;2814,56;3929,07;3970,75;3242,63;7202,95;1492,42;1616,14;1220,39;1527,86;2100,93;2344,28;933,13;-;-;25758,17;2357,15;3213,64;3084,86;7314,81;443,40;-;4288,32;7056,79;1566,28;1532,30;3957,43;4709,12;1166,02;1231,94;3633,80;1993,24;3919,51;3650,60;3452,18;1426,53;9711,29;4951,01;2218,71;4629,87;380,89;3441,76;1648,33;2299,48;3174,70;7999,70;1322,14;4267,35;886,07;1879,16;6708,67;4552,17;2292,05;746,85;695,77;-;-;2152,03;9530,41;2737,70;1327,81;175,97;2037,38;903,12;1352,33;1270,84;7348,08;4695,16;791,55;913,16;3316,65;4297,07;2494,85;9260,44;6899,32;158,44;-;2077,38;-;1205,27;434,99;443,40;333,79;16095,09;2811,81;-;12383,23;1525,08;-;1497,54;5671,12;3734,79;1092,63;3143,42;3815,04;1876,49;1824,10;1520,74;21125,47;308,57;20282,34;4969,13;7766,86;6146,01;1524,59;2691,75;4038,04;2125,17;2113,05;634,03;810,98;133,24;-;-;-;-;606,91;537539,68
"171240 Lizarda";-;-;-;-;-;-;-;8596,15;4635,07;3225,92;4763,70;2013,30;5944,15;11474,90;9112,61;13250,29;11235,78;18576,03;6799,25;3912,46;12740,87;13161,70;4066,55;5950,36;14824,87;4664,29;21142,62;6594,70;1521,20;2921,41;4193,89;22486,32;12465,48;2850,97;5959,24;21863,90;7076,75;4821,24;19897,83;2948,22;9422,80;5075,51;5606,85;4410,51;3830,96;7912,78;11379,52;2253,97;29913,24;6537,30;5083,56;2036,88;5175,89;8390,94;6177,15;5963,98;7453,76;6852,18;12249,75;13246,19;12074,46;9991,65;6741,91;28285,30;17912,03;5313,74;5146,33;26210,19;15715,54;14129,21;11235,46;8035,42;11410,35;23063,04;13719,28;6415,70;9241,89;5764,43;6003,03;5424,13;8764,07;8225,66;10908,85;12411,44;5764,68;35367,28;12085,64;27508,46;22242,28;42256,55;4824,32;11419,40;18016,70;4914,19;5943,20;8756,35;7269,07;14303,12;20206,72;2970,81;12202,77;13709,95;12817,66;6567,06;7253,87;8449,16;15987,11;6934,55;23593,97;3084,28;10454,04;8515,35;10684,95;11061,17;6501,83;3451,74;6237,57;2892,07;5080,29;14887,46;8101,79;9763,55;30015,46;13622,59;10828,14;4951,56;4239,30;5133,65;3039,76;5846,40;2055,86;24067,41;23666,11;4879,55;2645,98;7721,73;809,94;642,47;7297,42;27909,18;6092,46;12404,95;3271,34;6014,42;10525,68;15279,57;5140,81;2309,13;9135,97;13130,71;6035,80;9429,16;8693,72;8848,41;9973,40;12564,67;33769,21;3468,43;40495,78;31984,43;5084,60;1197,32;212,82;-;-;-;-;1623325,11
"171245 Luzinópolis";-;-;-;-;-;-;1280,45;-;1901,38;4746,26;2459,86;5297,30;4102,75;3552,06;14722,82;14397,49;6555,24;7156,19;7544,26;10562,71;6967,39;5157,50;4929,92;7186,59;12449,93;8415,34;3818,15;6771,84;6958,19;14998,36;12213,41;5224,69;4866,71;11429,56;12244,39;8894,26;13324,67;10950,05;3972,30;12702,01;20890,71;23123,72;10367,92;11250,78;2464,43;6044,26;7657,96;15207,80;20682,69;5682,67;14661,85;5267,74;10596,28;9789,74;7186,51;8506,22;6248,87;8507,83;12286,87;4912,52;18166,95;10376,98;8102,18;10411,55;6253,38;9677,75;10842,80;14238,96;4803,88;6351,66;15057,79;18467,93;11386,05;16249,28;9746,99;5333,06;14197,69;28939,49;10577,10;4983,54;1908,59;8359,59;4196,02;10352,35;3043,25;13438,64;4900,15;13400,57;7826,36;7475,55;9978,39;6543,00;6081,32;2160,74;23111,62;8403,36;19769,48;5990,80;2127,90;20662,98;16500,59;5388,14;4234,59;5591,49;4918,88;5182,62;1865,38;26214,03;6082,49;10489,68;5573,09;8880,96;7930,55;7399,91;15732,67;20496,46;2748,94;5666,58;3690,99;9269,37;3966,70;3748,91;8579,88;21426,23;1497,26;4071,91;9126,51;5468,28;4615,38;4682,25;3235,27;7575,50;8799,95;8432,13;11004,18;22266,87;7705,08;10486,38;12540,39;14883,09;6592,28;13343,46;15124,03;11739,77;7620,65;11693,72;4621,35;914,17;4089,83;16884,60;4512,76;11843,29;2735,38;8344,23;5994,69;3047,89;-;2340,34;6610,48;5487,44;8635,56;7762,18;2665,93;584,16;640,91;1013,13;626,93;1396425,79
"171250 Marianópolis do Tocantins";-;-;-;-;-;-;578,69;2717,22;7001,07;7329,49;21390,33;15726,00;3602,28;8657,33;12769,88;10041,52;7978,01;11794,79;6246,39;6744,48;9894,97;6831,36;13346,05;10316,81;7729,70;8874,45;12236,93;14122,13;11716,78;6262,24;4454,94;7018,34;4925,62;17905,81;14631,03;8561,55;12100,97;11886,14;8370,86;11988,84;12771,74;12325,91;13649,25;16750,29;17585,41;26829,33;20250,44;20106,92;17303,19;14148,24;25700,61;9889,42;9632,01;13635,71;16142,21;30283,26;15360,80;8255,70;24698,22;39917,62;26911,82;35488,22;25284,93;9191,28;28727,62;14475,50;35513,25;10661,21;33780,93;8201,87;10029,53;7809,41;19800,51;17362,44;8643,87;16602,21;25008,43;35126,16;20622,46;15790,38;16546,69;21909,88;9873,85;10244,96;6608,77;8277,12;7076,51;12774,61;17038,08;22911,67;10948,24;16259,22;18602,16;26333,16;12045,18;4348,16;16643,47;12274,17;27678,66;27411,22;18438,40;9664,96;11333,62;12373,71;4020,45;2932,84;14686,54;20553,99;16577,32;11817,16;23137,82;7993,88;7330,99;17176,32;5754,09;13835,24;6990,35;41572,78;23477,17;22844,43;2218,67;16384,18;13581,61;24999,55;4605,67;7015,80;17434,75;12723,87;8771,02;9262,67;9321,54;10120,53;9830,13;17737,30;17792,05;24347,44;6134,58;8980,71;12080,18;20601,68;28498,48;7178,77;15285,03;13394,12;13586,88;12541,85;17758,16;9626,98;12852,61;27724,94;23270,22;37454,00;24283,82;26082,95;22054,60;42032,67;5947,87;23873,81;6401,85;33349,84;33734,87;1355,82;1725,53;-;-;1067,67;-;2389366,42
"171270 Mateiros";-;-;-;-;-;-;-;2188,80;2113,03;5611,85;1905,53;5274,91;1735,23;9514,30;2394,04;21286,86;3722,58;2932,44;3470,01;4009,32;3168,37;5103,99;3872,57;2903,57;7311,53;4770,85;3986,18;4959,53;4100,88;4379,49;7073,03;1837,01;3457,97;3122,98;5330,39;6755,23;6124,02;5631,46;11020,68;7145,88;5524,54;6608,42;1038,79;2127,63;2629,08;4568,12;2751,33;7013,39;6781,33;6776,43;2076,65;5159,73;12835,07;6865,78;5524,59;3756,89;3888,68;6615,46;6592,84;5347,71;10050,27;12098,97;11845,87;2694,29;8194,63;9444,41;4782,96;3317,17;9003,44;5235,39;9823,23;9414,53;2883,12;4209,76;7330,27;6303,97;11724,29;5860,44;6113,94;9804,89;5193,82;4952,89;7931,01;11394,25;4918,66;896,82;7186,20;9241,50;9256,42;6259,39;8442,31;19437,88;9065,78;2468,61;1384,84;6098,82;2723,24;5318,05;6661,55;2456,50;11312,08;18617,43;9483,99;692,78;5560,84;2722,12;35560,29;15692,81;5110,77;4400,35;4973,26;1549,26;2052,01;3237,67;3372,96;19064,07;19998,85;29140,21;5376,66;9326,44;4582,33;14143,40;2751,59;16019,82;13196,99;4241,14;871,03;17182,34;5267,76;5394,09;2084,68;882,93;7985,72;3675,90;1982,37;5237,07;5320,65;8144,97;15913,71;4525,56;2297,78;4391,39;3796,67;7538,60;3988,46;18324,07;2184,79;1997,45;16752,03;6541,41;4994,77;2057,43;4114,83;13771,23;3147,45;6732,10;5673,70;5096,71;6079,33;6467,00;1384,02;1375,02;2813,77;-;-;-;-;1032290,26
"171280 Maurilândia do Tocantins";-;-;-;-;-;-;-;472,94;3469,72;10837,72;2881,42;6180,02;7727,78;10062,95;14448,85;6973,40;9749,14;8747,84;7415,96;12327,07;11202,39;10399,28;7289,02;15504,17;9168,63;7751,05;11727,17;10209,80;13274,07;14007,77;6061,40;7262,41;13676,82;7106,36;4639,79;7141,58;10972,42;8265,59;3407,80;7655,17;5692,83;12496,77;17125,85;2026,98;2555,09;5924,08;10155,54;4391,58;7984,37;13438,45;12083,13;19343,94;11547,57;4656,22;3667,57;11574,93;7817,32;5580,54;4533,25;3278,20;3729,84;7499,67;5955,20;4620,15;10586,30;7215,54;14379,45;9939,51;5357,51;9823,25;6951,86;3272,25;9147,86;7670,76;4539,12;4086,93;6668,56;10246,05;5941,12;3947,37;13823,03;6026,48;4406,06;2516,30;5204,58;17824,59;7848,49;14194,13;7265,50;5352,20;12265,95;5798,58;9537,87;6165,68;19573,17;6335,87;8808,15;7733,85;3627,96;5773,18;17045,38;6511,62;6584,81;6147,45;10721,92;6021,94;1307,87;914,11;5976,40;4384,22;7387,04;1844,52;5745,45;5390,37;6516,00;2651,58;1536,18;1619,15;736,17;8398,68;5203,74;10361,13;5223,78;10659,02;14701,72;7715,79;2928,54;5479,25;3032,14;4437,87;8474,26;15183,46;4031,56;1011,79;3735,60;3289,44;5228,18;2808,48;4584,57;2703,06;7454,24;1126,36;2249,48;16612,50;16164,29;14234,88;5854,99;12050,38;1767,51;13220,96;5355,81;13435,33;7621,16;1882,13;10614,43;3059,41;2060,85;8708,12;5058,96;2615,22;5942,74;6783,09;1508,00;1594,93;-;-;-;1160761,64
"171320 Miracema do Tocantins";-;-;-;-;-;-;4563,54;37683,25;54674,00;105601,02;103250,65;124419,52;115969,06;98069,81;105226,09;88556,79;77112,22;91197,15;89348,71;102381,76;84998,46;135034,20;127162,76;129973,29;106090,10;116576,04;97869,34;129056,92;148122,32;118353,28;106952,79;97950,51;105295,70;105701,56;109509,31;127675,98;142733,41;140808,53;124085,08;146077,33;178144,41;84853,58;138378,08;123678,73;114702,74;104711,91;160462,35;187278,87;134001,51;125823,14;139832,19;127383,46;187122,05;169187,23;150128,13;189902,37;122419,55;115405,37;142457,67;176881,65;168860,99;169477,17;133520,78;123813,45;129167,85;127644,68;113743,35;107013,83;134336,44;79358,63;102028,88;151593,19;133411,76;147714,76;108730,93;114414,30;109869,36;106867,31;89835,28;75536,55;124053,24;157366,30;108275,37;127125,14;157662,34;150068,76;120849,79;125958,42;113138,21;137530,88;117701,61;133217,58;110990,58;119099,45;112267,98;107169,50;109199,88;102855,75;112101,09;205273,86;100928,11;107706,17;125546,25;78626,40;67447,60;51977,32;84188,94;88822,29;114563,35;101559,12;121267,32;89308,68;97523,12;87604,70;104670,44;72633,89;97520,18;98952,09;100112,33;253093,59;100623,21;92309,89;135639,47;130805,50;134236,18;105017,54;64663,53;90777,95;68971,06;137049,18;66955,16;69156,04;90168,67;81467,14;116991,28;82680,88;119476,01;104796,46;114667,38;99122,80;90422,78;92526,28;79451,70;123227,10;92397,77;90264,11;99730,43;133502,94;106538,02;88964,09;80699,56;143870,34;135273,77;147356,06;99810,11;106782,24;71339,86;115891,55;155542,56;157083,13;84787,32;90138,33;66189,14;850,01;360,45;2006,03;4585,64;17958899,23
"171330 Miranorte";-;-;-;-;-;-;-;20057,01;21201,86;57372,69;54477,00;61181,40;62522,02;90683,11;55492,69;64732,77;60866,66;60151,06;41585,50;53059,17;37327,11;59858,98;73235,05;83280,21;53039,82;54954,21;72239,17;51958,05;72784,11;57383,90;64336,17;61574,83;67508,50;82844,32;64156,84;99086,17;100053,76;56013,31;70408,99;68488,35;71730,35;69089,24;66305,82;49070,24;59230,89;100028,27;91964,73;60588,81;59056,51;78559,24;77627,64;56679,37;75158,01;69981,39;75844,85;62365,12;69846,95;79296,05;59442,36;113098,00;89365,12;92672,56;71813,54;74021,04;72511,93;104580,86;94740,29;96156,07;79476,80;69573,84;51450,15;82197,25;92054,57;66114,51;138051,22;84533,84;101370,19;103093,72;94936,67;51522,30;44403,64;64148,40;87589,06;102738,99;65933,12;157356,03;103645,30;67208,75;48102,28;79979,94;87044,97;63637,54;62003,21;71398,45;40321,60;60352,16;64117,01;48918,47;59340,76;57428,13;41491,40;46809,65;44122,51;86490,97;53209,00;62451,74;62021,97;37828,41;77288,69;143075,52;96633,43;71119,95;28586,30;43594,40;44290,13;35898,40;60147,03;50025,48;81887,99;77205,36;47255,68;59357,68;85589,64;56688,16;40579,37;30719,42;52228,16;75386,03;33035,19;47144,89;16298,35;37567,48;48385,11;66411,00;34382,33;28774,06;47876,51;52751,66;53066,23;50376,80;62898,27;58896,75;58685,32;47092,72;65968,09;74566,68;76386,91;88385,36;91237,07;56972,87;69963,29;80739,53;89725,94;87925,48;102041,63;91492,29;62635,83;32798,43;52563,10;67812,05;26144,37;55279,82;23673,78;-;-;8925,39;-;10385645,96
"171360 Monte do Carmo";-;-;-;-;-;-;737,89;5752,85;9567,94;12774,71;15638,34;26319,16;15570,58;26511,61;23208,06;19836,47;15506,38;24343,61;28744,42;26976,99;30798,42;13632,11;25069,68;31749,45;24618,05;33029,00;22785,82;15756,37;29053,16;19846,24;16692,62;29754,89;25402,84;26377,83;28534,52;11080,17;25274,22;30755,13;20582,54;28019,63;25664,65;27197,52;32594,59;24201,32;21495,50;48878,85;23876,69;33464,46;28011,48;19938,07;31169,56;22650,62;40512,83;25166,41;18536,98;37456,16;46742,65;25106,12;31630,97;45698,12;21434,10;24637,50;22126,20;22361,68;17844,30;60939,07;19037,23;36027,09;34892,34;27055,89;13754,02;29864,09;23970,64;22655,93;32382,97;21756,55;29934,11;33524,55;33924,41;39265,44;33623,30;24991,81;22796,85;21908,14;33503,96;33203,58;31798,74;26906,86;45825,75;28546,82;57043,17;30040,46;26296,05;32187,76;13541,29;28314,36;25811,22;31816,90;29237,07;20816,35;26470,68;17094,11;21898,62;19170,90;7674,79;20276,72;18163,02;15706,82;15969,92;12206,53;28632,67;17942,13;4308,45;22661,54;18310,87;21834,77;16947,56;10739,83;16056,06;16688,50;18950,40;31498,11;21958,30;23865,58;23807,52;49211,76;24516,45;14654,17;24250,88;18710,73;16277,75;18441,05;16764,29;19061,38;6442,19;15426,60;17381,46;34551,39;24001,69;21491,76;19620,72;34420,68;17886,34;20378,32;35774,30;11690,29;13151,49;16495,02;14234,85;29172,50;29644,72;20244,52;33587,80;28397,89;38826,80;46736,69;26080,78;12746,34;21904,45;23863,64;19852,63;8119,43;1260,81;-;597,66;-;-;3830600,42
"171370 Monte Santo do Tocantins";-;-;-;-;-;-;-;287,24;4268,10;4699,45;2670,79;2977,36;27424,74;5507,05;4129,45;1506,00;6083,24;6636,16;4787,28;12324,35;14467,28;5952,50;5791,03;5213,72;8783,92;12099,12;14754,35;11087,60;4634,73;5613,65;9293,38;1093,20;6972,75;4618,07;4741,47;5240,60;6838,54;6338,62;6792,33;10422,63;8303,42;6045,25;13816,18;4802,30;5523,30;10483,41;8293,42;14547,93;7263,08;11282,03;4848,15;20431,66;8307,74;7855,74;23240,47;7597,68;8402,84;5230,61;4207,96;3673,51;8052,05;7559,80;6401,42;8709,75;3402,31;18040,99;12961,17;7508,16;9182,63;15152,82;4451,33;6128,82;8849,07;5066,82;6883,25;8980,77;8683,66;3356,03;8544,06;6949,23;12891,70;4201,22;9799,34;13171,24;5991,40;7075,16;15593,69;9572,22;12178,08;9880,92;10958,07;14954,02;6856,28;15974,26;1160,12;5188,14;3447,29;7460,60;11556,84;1905,52;13209,77;4740,62;6292,82;4067,85;19115,19;3709,21;3872,87;4380,10;12258,79;9111,06;4312,62;3794,02;3011,41;4047,41;13245,70;3128,43;3468,21;6589,27;8535,63;7448,20;6440,61;5667,28;3702,44;6146,67;8089,44;15239,68;12843,74;11061,27;5686,36;5016,31;26429,46;8387,83;20728,59;843,13;4841,96;13425,90;17917,06;9505,66;8415,31;24287,84;4894,39;26750,84;1707,81;11951,39;3218,45;7414,35;21174,79;2386,33;4390,32;8099,44;15288,18;40645,86;4216,16;21886,17;14366,26;12555,78;11289,53;13438,43;38625,45;13688,75;2632,44;3234,93;794,80;-;-;95,21;-;1400649,41
"171395 Muricilândia";-;-;-;-;-;-;679,87;2468,84;4967,40;33122,68;19829,00;5501,56;14490,75;2494,75;20289,62;2879,43;10993,13;9205,98;12787,83;8214,16;6112,58;12466,72;8578,19;10031,72;11464,00;8231,46;5641,87;7767,46;10722,72;13353,78;11824,70;13162,62;11116,29;12520,66;8262,06;6108,75;7052,45;8823,05;6433,94;11611,79;21315,36;4963,26;15369,70;8864,42;4506,16;12590,30;11937,56;9085,24;9558,18;11505,14;8715,25;8529,17;13985,84;22191,44;8744,80;22535,31;32855,83;18653,01;11681,48;12457,92;15483,33;19461,83;9271,48;9462,54;6247,46;10775,43;9584,21;9553,64;11040,33;25248,07;9328,90;10522,95;10173,13;13840,65;11912,73;21881,64;39664,19;15152,30;35247,44;21691,02;8898,91;10840,11;10159,56;8328,80;18591,92;9802,36;15636,91;6458,47;17116,53;32893,40;19503,19;25710,83;9515,69;9632,46;17538,44;9258,29;27907,17;12336,88;21216,34;17042,94;32034,22;28797,28;21765,52;22286,66;36041,01;22122,61;6421,34;19417,86;11830,66;18441,18;14724,14;16275,43;8589,53;17910,63;42201,77;6903,10;8143,89;33981,80;14058,03;28172,59;6870,06;11576,38;24303,14;15667,01;11579,46;6923,57;27147,73;5857,74;9253,82;20769,44;7774,65;9463,87;13026,99;12700,65;17505,75;18454,73;7836,88;8987,13;11871,25;15055,53;15658,69;5230,03;17075,82;5146,48;14507,38;30629,31;5916,92;3432,36;6364,56;11761,24;11318,54;9253,55;5932,27;11029,81;15033,91;5294,53;7515,55;29487,97;13264,58;22629,74;15280,68;12031,19;4668,52;-;67,31;15955,10;-;2200420,72
"171420 Natividade";-;-;-;-;-;-;-;8150,50;17843,83;20146,98;40571,46;30097,52;22864,59;21762,85;26442,13;38499,95;19626,96;41293,68;33886,35;25132,26;25478,21;16665,39;29686,09;31795,94;30906,62;49136,01;29471,86;31508,83;42189,49;37344,27;23636,47;27660,17;30093,07;22927,26;15369,49;26984,02;26829,48;44922,71;26297,55;22835,18;33240,27;50227,63;15319,53;40309,72;46324,99;34480,71;14763,47;30793,95;21770,53;17452,07;42158,87;34574,63;33894,43;38748,22;26934,81;36588,79;14173,67;22354,98;31112,96;29985,41;20786,98;31778,61;44921,37;62943,72;33426,41;25875,65;24412,86;35520,05;36398,63;28326,38;36236,99;14758,10;28480,05;50592,48;36761,62;19462,10;55945,78;18914,75;33841,10;27896,28;36698,32;30231,42;24299,77;36720,16;48460,54;39156,86;32732,87;73782,63;73956,09;46762,00;23094,65;29782,20;57672,16;17212,96;54997,46;26446,04;40681,97;24524,14;23766,73;31322,71;18287,86;36521,73;35458,05;13688,31;15066,14;47472,95;19138,76;15875,78;21735,60;56684,29;45506,35;30483,59;41038,43;34464,34;35503,82;22624,89;21542,40;41922,44;13001,25;31635,00;14333,18;64621,30;22300,10;13251,78;54155,22;50996,35;36344,64;33624,02;23634,92;19380,07;16475,11;21166,98;45757,24;45380,38;24974,91;23137,51;23986,33;62401,59;30377,16;33394,90;29955,15;27382,87;42605,47;45371,74;40815,68;35375,78;31647,08;23739,76;41788,68;46063,08;20363,55;24062,64;42654,19;31408,37;18972,72;29350,65;82711,19;43458,22;35031,37;28470,71;34148,39;13621,96;10787,35;1051,21;1225,15;6339,69;-;5038596,72
"171430 Nazaré";-;-;-;-;-;-;189,35;4671,10;7227,39;22102,26;18251,78;13318,74;11745,94;57978,74;12373,84;25840,12;19108,79;43777,22;17190,70;7704,47;13678,68;10275,59;24114,43;39189,98;18570,75;16729,79;22349,18;17253,51;18353,14;40914,50;14088,57;19249,71;20836,70;9631,02;21013,65;76743,55;20374,34;14458,74;9261,96;17086,70;20086,08;23822,83;10887,58;14138,64;18465,81;23697,10;30260,89;31248,95;23583,57;15706,38;21269,95;25568,71;18208,98;21065,37;26300,98;26156,84;26286,03;16346,11;19434,21;12316,38;17483,34;18004,56;16581,40;11875,06;22975,19;11669,68;14335,75;16603,25;13452,28;28191,75;33709,26;25823,23;12798,69;27420,44;44622,00;20441,79;9874,36;11276,41;17834,90;23080,79;11233,96;30723,97;21415,48;14312,98;23273,78;18680,27;11377,30;18175,22;21417,40;15284,07;25322,64;13697,13;8119,19;10367,50;12815,58;7375,10;16201,61;31075,17;9114,31;12645,31;24153,08;27417,59;13661,53;7983,70;7895,49;12927,89;13764,59;31469,18;10543,23;11228,95;18720,47;20770,03;31086,71;9530,61;43611,27;7289,38;19421,34;26304,31;24756,06;17036,32;21562,24;37637,50;30302,46;36657,01;18596,92;14877,16;22448,79;18354,81;15398,38;10093,90;9646,18;12737,88;20117,90;8694,27;6865,02;12232,17;22308,54;13104,15;18580,33;30598,14;17488,31;6675,74;6355,86;5647,23;10582,88;19126,94;20078,04;24110,67;12912,97;14290,39;23176,51;24442,81;21231,92;26091,68;5476,94;13117,01;23359,65;7846,79;6428,89;53720,10;9635,46;8467,67;3609,61;4013,97;1434,02;1181,90;-;2992077,86
"171488 Nova Olinda";-;-;-;-;-;-;4869,43;2514,84;22201,97;34942,55;29737,01;53037,11;22014,51;26259,00;79517,67;48535,41;37783,79;56280,72;39239,36;29436,01;39397,15;37481,48;39161,36;30113,41;21565,33;43083,38;40832,71;42324,91;40360,06;22793,81;42638,25;74042,07;19336,01;60185,33;29399,34;51234,17;58498,65;44534,83;30815,95;30022,77;39041,67;50814,72;41537,51;82153,28;37482,77;55983,07;46003,85;54281,13;62532,58;67275,95;56685,80;36950,47;51951,86;132566,35;48712,11;74181,96;53931,28;72472,71;76298,25;51800,69;38117,49;60497,45;57402,08;47728,66;61440,33;38813,74;50029,74;63942,22;45894,32;46170,91;26972,53;47749,46;58278,06;65300,29;55339,61;23323,71;90387,31;56465,54;47769,96;53489,54;69085,54;59103,27;80977,05;59917,65;52514,25;47610,17;34337,06;51616,90;73545,71;79644,98;41903,86;50057,46;86211,08;73199,29;61637,81;54585,41;53696,02;84685,85;94314,28;56462,71;34251,56;54108,32;56229,42;41080,21;62479,82;47264,30;48563,27;68790,53;37254,75;46373,22;46285,96;37287,70;65456,99;44015,05;41455,06;84382,23;23304,80;72304,25;78942,73;99688,54;66875,80;69713,13;75891,17;47602,71;83391,01;45990,81;30792,00;100726,62;26364,81;45655,13;63720,34;79941,73;43325,78;79406,15;35067,88;58984,77;55770,28;65577,81;45492,72;33979,77;41889,93;20398,50;27784,21;35482,07;114684,96;94370,40;63119,90;71919,76;70721,30;63164,24;90007,10;82354,79;82570,97;70062,26;44694,36;88180,89;46592,89;87973,33;104326,29;35637,21;193664,41;64699,90;15953,20;29946,36;10642,17;13263,64;-;8684961,83
