 Morbidade Hospitalar do SUS - por local de residência - Pará
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2000/Fev";"2006/Fev";"2007/Jan";"2007/Fev";"2007/Mai";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"150285 Curuá";-;-;-;-;-;-;-;-;335,36;-;3618,76;7248,30;12739,42;8622,32;11806,52;6575,15;17280,62;6218,42;8849,33;6768,55;16426,54;8378,67;10476,05;17021,99;31535,37;33198,64;9669,43;14784,54;12528,97;13019,68;14556,38;9730,68;15381,24;18838,92;14806,51;10266,97;14050,39;13587,02;11173,77;16203,42;13767,09;11681,80;12488,84;12708,99;19266,51;10921,63;13563,84;28056,68;6512,39;7238,74;12969,55;16175,15;18392,84;13940,81;12990,51;14737,32;11362,78;7214,37;15593,18;8230,98;12493,66;9581,33;14402,34;12021,73;11592,74;17061,07;13390,02;10639,89;14138,89;16637,28;12292,18;15444,68;9303,41;21317,58;10898,10;13343,46;16177,08;16941,56;12488,64;17060,76;13213,63;17237,68;22833,23;16267,44;18651,94;15690,07;10999,41;14311,27;17232,61;8387,43;22648,63;15836,44;7613,66;27870,45;46646,65;41865,03;7084,78;9611,52;8229,58;9793,64;18721,67;13279,92;4958,89;15141,21;18475,60;16708,25;8810,30;7907,75;10619,85;13302,78;56235,24;11314,42;9504,74;10389,90;4870,65;7431,08;8107,64;4835,54;3927,37;4884,45;19494,29;6268,81;28706,33;23517,51;11680,19;18051,15;43480,09;50688,60;39560,18;38790,01;5692,56;27625,46;35101,95;26654,80;34579,70;18727,52;37281,34;21688,03;25136,83;27547,36;7132,95;9409,63;17341,74;7628,75;11128,81;11067,81;16374,94;13296,11;11833,95;14331,67;27717,20;18376,22;43147,22;13227,06;61754,06;31825,78;19893,75;13581,79;13787,12;12208,00;10585,17;12097,15;23099,11;39966,32;41075,04;22951,36;20391,19;20717,33;14978,90;10798,46;2674187,97
"150290 Curuçá";-;-;-;-;-;-;-;403,09;1631,21;24482,55;11078,20;39320,57;73562,35;54994,65;50381,80;56885,55;73058,87;55408,62;41747,36;52498,80;38213,01;34703,97;36540,41;55439,57;56185,17;58711,19;97017,97;73507,51;109461,38;65125,99;56263,28;110131,70;58340,83;73915,98;86472,04;68810,16;98374,02;87909,10;91381,51;69237,86;86478,18;74575,21;80915,53;113126,16;78278,75;40696,07;58982,65;77117,78;87161,91;120597,15;107886,02;118012,98;135615,42;123546,90;133317,20;110469,59;111019,56;132580,00;113171,04;109371,34;91708,29;87549,91;102907,55;80236,00;68112,30;42212,06;60439,36;82428,63;71229,18;107729,69;67380,47;119381,89;117803,36;88540,76;131822,19;80068,55;99721,65;110467,95;101539,54;93295,68;107799,88;109494,11;137439,48;123110,54;187685,93;240985,55;123392,80;122726,76;166994,03;151220,75;139691,72;136939,03;107696,14;69746,40;115047,41;64078,44;128932,89;106762,16;142936,22;90587,93;141560,23;133477,52;120931,40;105255,26;111021,33;157298,14;111028,74;96163,23;103937,11;144766,86;151933,37;111120,46;87364,96;151453,57;119700,23;115518,61;144594,30;134746,78;98996,38;127358,03;127537,36;124843,87;110838,98;126356,98;213353,31;150017,18;149595,69;118654,33;151984,60;142763,80;123340,44;105436,59;134678,77;99362,95;150470,40;147083,87;137923,46;130476,28;96237,92;155122,99;156124,21;141941,24;143464,46;136889,38;89226,58;122434,24;164095,53;72604,94;123372,72;93653,19;159440,56;135191,45;133425,07;151522,43;195796,77;184471,70;219266,32;143428,56;165827,56;152339,53;121124,88;160866,81;180126,37;221552,91;117377,15;168566,96;181314,54;191715,01;139728,37;64420,21;17947574,82
"150293 Dom Eliseu";-;-;-;-;-;-;-;1498,89;1270,54;9183,47;37484,20;107001,13;192152,97;163189,87;185358,96;199992,94;145430,01;162317,33;151888,76;119294,12;124735,22;175849,13;144095,52;167569,75;216699,38;174339,24;201581,68;159752,04;185169,68;139094,59;132872,20;174922,45;192767,07;191792,28;199246,94;173882,24;178950,62;189305,71;231096,79;199609,07;201041,86;157322,26;216585,03;207676,03;176872,00;147555,99;138185,61;121917,51;176501,04;187995,44;224030,45;153835,01;135065,14;148272,86;126228,70;156494,12;189110,01;135484,87;169269,53;210553,62;149817,01;175788,71;204145,25;193198,65;214021,52;184538,95;228916,10;184643,49;144709,85;158666,00;127699,59;159494,75;213764,66;174652,66;191581,78;223141,80;275722,37;187961,92;161418,28;151058,29;158814,47;151425,00;172829,36;150994,87;166840,55;149274,10;191762,04;401515,54;173486,38;173678,16;212592,04;183466,98;154116,30;182681,59;135236,41;171331,99;181682,86;119025,00;178454,18;159926,69;176395,22;169427,16;168331,70;163223,07;127161,43;168734,07;189445,94;176675,51;182099,82;216641,78;236257,39;218192,35;236254,75;153657,35;204553,74;133423,14;165083,27;140266,47;54543,60;86711,87;97718,98;85566,44;125491,16;149083,66;158005,66;132880,39;174058,36;170437,96;169203,68;138888,55;140315,72;184549,32;116303,90;130302,72;174008,96;143674,32;122258,41;93671,66;132410,23;164340,49;127276,32;132766,88;142443,02;125686,84;119982,68;134146,49;136252,22;157488,52;127770,99;100975,73;133241,28;109135,29;119207,05;121195,16;155588,66;151436,16;79807,32;142204,22;139468,54;127179,93;169867,81;152846,26;125659,53;152409,19;156555,38;144179,30;125148,20;80846,59;110924,04;13934,61;25669342,42
"150295 Eldorado do Carajás";-;-;-;-;-;-;-;-;-;7615,82;43573,52;128418,05;144285,83;145477,32;142681,84;170659,93;97278,50;143684,57;130261,95;122710,92;118299,93;78955,98;117720,62;53691,56;97018,22;115184,50;143482,21;142620,19;145137,58;149089,37;115118,94;144690,64;114429,83;150588,30;150884,49;157576,80;145540,31;146408,87;133175,28;121087,69;176620,90;166385,78;197139,67;155697,31;128144,02;167663,24;174392,88;181115,47;165009,72;145830,37;172632,63;150258,74;142047,51;106862,58;101305,41;113939,57;133743,32;124362,03;156869,17;123288,19;161446,84;145203,49;146209,49;173934,39;161317,14;122638,34;177766,02;126918,15;128716,90;138621,19;130448,05;62314,07;118763,86;95638,55;144387,95;146938,33;90042,57;148137,72;111692,52;143999,05;128825,45;335921,25;111980,57;105558,00;96474,55;103487,31;123773,49;159438,36;146341,12;113117,08;124473,39;104298,83;97715,11;145529,88;107849,47;75205,80;122965,29;96934,41;128763,11;115630,14;136432,24;133506,06;103926,09;120487,92;127279,10;151020,33;127246,91;87387,99;83229,38;61247,04;121974,94;127737,85;161698,96;93256,23;118187,56;101438,07;110555,66;49858,73;61071,86;42296,73;91879,64;64571,82;99695,96;85536,07;97340,12;116650,87;139037,24;140265,11;155255,05;97901,49;112773,71;80849,37;95140,20;91519,64;125562,73;120078,77;121481,65;134191,56;85582,71;142631,78;109616,92;133238,20;115204,88;110156,48;95126,63;69612,60;101981,41;88923,35;79873,35;90492,12;70172,56;67304,42;100863,77;117383,63;111211,04;92182,28;62271,30;68571,59;72668,84;49025,25;51956,71;98684,00;86787,86;71182,23;57725,17;69611,39;93059,60;80606,05;58657,09;2694,36;18814705,52
"150300 Faro";-;-;-;-;-;-;-;-;-;-;-;4054,30;5692,59;3683,35;5331,88;13173,08;8515,78;819,13;3063,00;1150,53;-;172,42;2359,36;814,20;2317,73;1568,79;5970,28;4051,26;2658,44;6028,74;1025,53;2275,47;1336,65;-;983,97;3513,68;1404,75;5308,21;3322,33;4842,21;6485,97;8417,38;11657,19;1183,43;2775,30;1595,55;1494,56;553,73;26252,92;20363,24;16163,17;31420,21;9155,17;18489,10;14118,66;18362,72;11941,20;12317,80;39021,27;14332,78;11291,54;10477,45;11817,76;389,00;443,42;778,30;1067,21;2033,83;2408,40;709,70;1983,41;1255,19;1033,13;139,99;1285,65;1703,96;1104,02;2094,45;2509,80;3210,76;10546,27;17924,11;15026,48;9034,11;13874,74;13561,83;11465,36;14761,69;8658,06;10342,50;9795,32;12437,61;14344,86;11180,65;13715,51;17710,81;15026,88;7808,08;11603,70;10688,45;11668,80;17834,79;6629,20;6532,69;9040,57;11995,96;11673,88;12761,74;8436,97;10595,49;14041,53;12360,64;9110,36;10083,90;5661,05;8686,19;15870,97;11176,23;9881,13;9474,87;14223,43;9627,58;12632,16;11386,04;6633,55;15474,41;17472,18;10489,59;11383,75;18009,62;12916,71;8440,75;11862,74;13009,27;12787,42;17731,24;10922,21;13754,39;10172,11;16584,51;12574,62;19414,94;17065,26;15508,61;17175,12;18513,35;12969,01;15201,96;20206,88;21050,29;17699,60;14033,64;4943,83;16608,21;11435,31;14304,95;18685,44;9096,81;13863,71;12814,26;10233,29;7081,23;24413,40;16763,53;23174,18;15708,55;66931,70;24143,90;38376,26;5238,60;1673044,06
"150304 Floresta do Araguaia";-;-;-;-;-;-;-;338,03;2872,56;737,16;7071,35;5256,88;46725,45;49049,80;52232,16;52303,62;47615,07;52271,84;71524,12;63448,38;40920,04;32850,45;11733,97;12224,25;65600,31;85803,66;61176,80;73653,65;61675,39;70431,85;62836,54;83913,52;58499,22;68768,64;61738,64;64401,41;83271,24;68074,40;79693,22;68256,08;65919,27;91262,36;79239,28;78002,96;63906,77;58452,31;86793,90;77543,47;60514,26;69426,89;70475,34;55330,44;52716,04;70542,48;63676,88;64869,96;98032,79;82284,24;72034,30;56693,96;78954,62;63879,81;63227,16;59317,62;69243,14;69055,02;107645,14;81390,87;76113,87;92422,05;67166,54;85765,65;92246,01;96837,29;68687,32;68151,91;97475,69;91355,30;66932,30;71218,10;106629,61;65225,93;57704,28;72790,50;77856,79;66037,32;69531,50;54312,97;57392,71;78913,26;58960,93;76138,51;82975,31;78230,92;62305,95;65268,37;68698,70;58570,29;66123,62;62808,56;133344,64;57713,25;57990,16;59191,09;72864,97;90845,01;53819,13;83533,28;65309,86;62375,43;72404,10;55607,78;104806,31;72597,04;54335,96;55980,86;79614,55;38511,94;59360,58;62964,10;59508,40;126037,88;67232,94;63171,29;91027,30;71223,63;87043,82;82661,71;80839,65;87377,25;55106,00;52365,48;52303,04;63944,56;112961,60;89874,99;118236,99;58998,90;85820,25;58647,30;76546,09;54947,18;64682,94;69870,78;50147,66;36902,62;43527,57;79005,73;79895,72;101355,77;74486,68;80775,67;92799,75;89419,41;83743,92;74445,61;79580,51;56897,76;78520,94;59353,28;67782,21;100409,29;75536,97;94602,50;77713,83;87036,29;119059,44;8987,25;17278,80;13430,18;11084544,41
"150307 Garrafão do Norte";-;-;-;-;-;-;-;644,51;430,84;2465,49;12474,86;29267,42;58852,82;40882,36;66031,65;45531,98;69880,60;53965,65;53336,05;86771,03;73684,08;65939,45;43502,20;128854,82;64345,88;40521,27;62559,56;48259,25;55287,86;59163,72;65728,67;75086,60;43845,83;71311,66;43837,04;51104,54;49331,75;43507,16;41121,81;46720,74;43744,75;51996,17;45535,27;53856,24;83091,70;69251,33;53989,32;93544,73;62176,09;77730,47;72580,19;50502,15;80028,71;60701,59;69023,52;60952,59;51285,73;48371,87;54405,86;60544,02;50952,01;55514,23;73892,40;101485,71;80449,83;69562,73;80066,67;73789,96;73213,57;66298,95;56108,84;55960,73;61880,83;55864,61;72561,92;85607,39;60389,20;74097,55;86274,62;51179,24;90999,22;61708,39;114831,25;74969,89;76410,52;85836,22;83066,62;119269,10;72033,85;84855,67;92905,67;70088,18;82320,24;89535,71;91609,05;62857,66;94305,31;65652,68;73825,21;55224,14;68795,83;80827,70;84609,42;71857,18;105774,33;86345,16;109481,47;75753,07;73461,31;71611,18;81397,57;74744,43;96614,01;90676,82;68057,56;96347,08;85153,63;105263,49;112164,20;102365,38;87518,45;84527,39;69306,31;107430,64;85099,58;79933,03;97748,27;80495,21;66538,57;57963,56;78916,67;93423,86;128482,56;79962,90;116170,69;119972,17;90472,64;76237,76;68096,65;71439,46;127698,15;160178,57;107194,38;137529,41;132977,10;109911,66;105904,04;75776,99;75814,02;70582,41;150870,76;97009,34;104005,51;171134,98;98368,86;85387,37;114536,74;132852,26;103055,53;100064,33;95721,36;120379,07;101824,20;130162,58;81200,67;124391,71;109769,51;114850,30;91757,67;72505,75;12749469,44
"150309 Goianésia do Pará";-;-;-;-;-;-;-;-;-;2126,74;20819,09;76955,49;109966,37;100191,37;95239,74;98919,43;101825,74;76056,28;74710,73;84498,64;95362,70;119226,86;100028,96;96322,06;121717,35;113598,03;112353,68;112501,15;108111,63;101320,74;90878,15;119498,94;108108,25;104969,17;104019,76;99847,68;89630,77;100772,26;118660,17;83111,97;102660,27;92060,98;141562,62;134070,50;108132,04;84976,70;133629,24;103805,76;112941,74;115049,14;102032,33;58602,97;115665,90;123787,64;122067,23;124732,84;126843,69;102480,45;114861,51;116124,68;154098,59;128005,52;128798,21;104251,10;177767,01;144751,88;97959,78;106472,39;105986,75;94299,47;117695,81;72399,09;111702,36;88267,82;90775,51;145919,24;114201,56;102601,48;81750,49;61352,01;62659,81;61664,79;64363,25;71018,63;92990,04;70509,77;144057,10;68405,16;83614,37;53972,10;59810,63;89942,18;102398,87;81382,46;63075,14;89366,89;142403,55;91901,32;80165,52;82033,37;72038,64;129704,46;128914,46;89350,95;150722,46;76875,99;61874,72;61132,58;72085,88;69877,14;142712,42;90197,98;98732,19;126620,46;65490,07;105116,30;103707,27;94417,48;73740,53;54184,58;62257,84;80652,05;103189,85;72081,53;174138,13;125768,85;132503,37;99724,65;110300,82;84775,47;125693,39;89709,08;113293,59;93998,49;118857,22;133157,78;115124,37;141128,26;122715,73;160456,79;120673,26;82288,77;120895,63;92858,71;109010,29;76598,91;145624,34;99241,19;137679,41;86705,62;82070,34;110438,77;117761,48;111534,31;164182,50;80833,89;164763,75;105039,79;126013,27;78636,09;83167,51;122814,95;133160,77;99027,80;106630,88;93933,34;124097,47;81563,29;69371,68;19650,95;16335521,93
"150310 Gurupá";-;-;-;-;-;-;-;399,83;243,43;1122,23;472,17;17720,41;47638,43;47851,89;63303,86;81529,20;32719,44;61719,49;54887,79;53146,71;60225,30;41294,50;59678,92;43694,05;20780,93;13396,25;57572,79;30865,95;65897,68;28259,95;37618,55;45994,73;50329,13;62463,54;51074,50;54219,92;41191,97;43929,87;60641,98;50913,31;71848,64;70745,54;75733,48;39795,98;86606,49;85231,00;56688,67;50139,83;56351,19;38916,84;55398,89;58253,54;59546,40;64822,40;52490,14;78938,49;87004,22;63157,96;57141,57;64074,06;59283,80;72809,00;78971,05;58939,30;78370,48;66337,88;49304,41;65766,87;65526,37;58291,21;59151,15;61600,28;43751,23;48561,25;79889,46;49612,82;70029,65;76521,73;51505,28;52829,56;76547,23;104759,07;96794,91;33001,65;75758,27;51928,71;57854,84;64779,45;57017,72;75461,79;69963,67;81677,70;73392,57;83312,74;69637,41;84081,98;54406,00;54818,18;71400,55;63925,26;78830,31;64747,54;62604,51;66479,11;108682,23;83614,34;118761,00;76297,24;63632,66;65393,67;81254,88;89794,88;90353,43;68197,26;106601,16;114646,60;79992,14;71237,61;73036,39;91988,94;123855,83;71656,33;69558,36;127709,95;112420,54;143388,18;96767,50;107319,56;110270,06;115553,39;84353,82;77636,22;115736,15;83915,85;114936,90;102992,35;100752,12;117910,92;149578,67;101807,06;103802,71;108632,68;85935,96;87006,04;105083,13;68234,01;97793,97;91842,12;100627,98;112246,64;85619,68;43480,75;140253,76;102528,88;98399,75;97496,50;164427,67;208599,29;146048,94;66223,49;87016,73;155626,26;83920,16;88751,61;104302,78;85582,37;115543,71;128971,07;82667,39;24088,06;12158276,26
"150320 Igarapé-Açu";-;-;-;-;-;-;-;295,36;-;1326,68;10728,41;26226,74;45517,55;59222,90;54006,84;64150,73;70564,03;65155,32;69111,75;78840,53;114029,88;57038,22;87641,43;70155,55;93689,40;80091,23;91037,22;111061,75;114907,70;134202,56;183002,51;147683,07;116469,92;82412,90;134894,20;101573,36;135646,57;118010,39;119971,04;126771,52;137642,33;111313,38;91442,75;111002,52;120921,93;103868,65;72979,01;91890,35;89913,93;88566,22;116111,34;79695,77;130873,63;121489,80;135318,52;132235,59;82121,04;110780,69;167445,18;130695,86;92183,45;103708,83;127201,03;109615,98;194037,84;110989,21;99411,66;126886,17;105208,06;106577,98;101736,04;115885,96;137628,18;128862,32;97903,18;114885,52;146459,91;98335,07;139796,29;105188,97;118956,02;97491,92;116098,16;139227,49;160076,32;116393,26;92549,79;166009,66;140867,82;98854,04;113630,43;115996,97;105700,84;139480,33;145944,50;112441,18;78063,89;165304,95;88436,05;103491,57;99498,07;107237,69;84680,75;159256,61;128384,97;77124,75;156253,74;96857,65;91937,51;95875,68;128243,74;142534,65;163702,95;155027,84;165559,75;120293,34;165066,49;102497,96;156857,07;124089,12;103390,94;157181,40;159387,99;135142,22;149124,11;194809,82;220376,59;161062,50;199957,42;170483,06;148317,45;130554,10;122854,50;116408,33;189185,96;132062,80;209586,95;183882,11;119308,48;196178,65;179737,09;137662,24;143954,71;175980,91;165903,78;119990,72;162542,03;101907,85;158664,78;164496,50;172271,60;125346,18;209962,05;181941,89;144072,24;195353,45;214524,91;225792,52;167848,50;107032,32;272166,39;243056,44;154217,46;169915,76;208980,11;201770,81;133646,85;95065,95;102911,79;43788,76;20370004,89
"150330 Igarapé-Miri";-;-;-;-;-;-;-;2780,55;6168,40;49778,50;191743,57;208454,88;245434,30;272885,52;311573,44;238925,19;234415,03;278657,61;272306,92;390426,33;299566,58;281885,74;275696,95;272219,70;322591,75;313990,99;314725,79;335299,10;322801,55;285040,23;294403,00;298272,20;331820,82;262692,70;271010,96;248781,71;292839,78;241202,67;320228,31;346497,31;352440,99;339031,23;277265,18;343495,01;359367,00;440842,11;354969,71;356090,05;252768,81;298940,88;315957,57;354193,36;171823,72;274489,87;246761,33;276149,34;325438,43;298772,98;338166,21;257453,89;305212,78;283701,79;397976,33;292696,09;256093,65;277829,87;239057,58;269233,44;295541,14;238462,18;337914,35;216087,67;236915,77;177646,05;226769,61;175779,00;166291,34;185128,17;183389,68;287451,67;217449,28;316329,46;297169,49;260457,86;248693,94;206920,83;309406,04;303120,50;331870,82;286554,50;247068,84;264928,68;275660,53;264821,45;232025,31;213931,46;281147,63;264670,49;299584,39;275284,73;251754,61;235088,29;332945,57;298955,65;307346,31;346254,72;270879,42;250680,68;332727,22;258635,55;306548,04;286245,98;321749,61;340796,76;331550,35;384179,13;396520,44;334066,35;367218,38;358438,55;383457,64;307578,75;383638,57;285687,61;414251,54;344100,95;352811,43;349006,13;394756,36;416462,22;402095,48;354642,32;328386,21;270302,81;311161,30;355946,14;359506,77;335535,48;299980,82;331458,89;268404,10;316977,58;297436,38;319688,49;312108,54;281620,76;268613,66;303401,32;317708,13;255271,54;301138,40;445889,72;417227,12;390912,49;416175,45;416816,12;429810,65;360143,05;351133,66;291329,83;299185,06;302715,63;460212,86;413921,84;450635,55;419217,07;310236,04;209425,16;182610,67;132362,80;48551488,84
"150340 Inhangapi";-;-;-;-;-;-;-;-;-;-;1187,60;5945,57;13418,88;12740,14;21104,72;25397,74;14968,43;21073,49;25638,83;19647,04;28016,00;26959,68;19141,93;19858,35;25282,85;19492,85;27274,33;55381,55;37727,28;23210,66;41419,32;80160,16;30371,63;31727,53;33262,37;33543,95;30651,21;34052,99;28356,93;31161,03;36756,70;30789,28;28049,76;33138,64;40260,81;51826,89;44469,68;38360,18;42817,00;42230,58;33866,49;33629,99;34329,39;30009,64;48515,66;27364,29;42584,77;41961,08;48042,45;25055,08;42066,90;52393,27;44634,06;23033,49;29168,89;40089,06;23749,35;27705,80;30715,92;50654,42;37008,66;29478,48;43046,69;32968,06;35124,99;39518,06;31083,99;52159,36;31609,66;24462,46;42356,68;33806,00;33967,72;36916,46;41398,63;32321,93;49468,90;34620,26;52040,54;48829,97;39409,14;33998,66;29457,64;40308,41;59347,01;45907,58;20190,32;24625,07;38683,42;37928,35;44566,07;51080,92;52117,08;68696,16;33564,00;45684,92;40860,61;28751,89;46815,88;37017,92;67681,37;40862,97;46761,87;43147,22;52363,59;41208,79;42329,21;24136,18;42694,41;33340,81;62178,76;24734,72;21569,42;30291,88;50860,74;53975,68;30403,30;75259,55;52282,03;62101,24;61588,41;60876,97;38674,10;21676,40;88768,91;45291,26;78169,96;45087,92;30913,27;38050,60;41064,22;63560,26;34303,36;57083,29;56683,75;49806,05;89668,42;47736,65;25024,25;24830,23;44134,52;37521,92;49205,54;26271,39;65765,20;65665,67;38833,66;51958,51;39838,03;65488,64;24979,80;41868,55;52340,17;37096,20;106617,21;35528,71;169173,54;51601,10;53421,35;93697,45;6565692,29
"150345 Ipixuna do Pará";-;-;-;-;-;-;-;-;-;4666,73;23237,51;76439,72;84743,48;87663,31;114221,68;110624,07;99100,59;98718,18;128426,98;90492,74;94843,56;93062,49;109258,24;102887,61;96210,33;92601,57;125134,52;129361,71;119866,71;125768,28;123857,20;133572,41;129544,21;120304,42;131758,76;149886,66;121617,03;98375,82;148016,35;117569,30;122213,15;130233,28;116503,96;150147,32;135480,42;116730,65;142672,72;162784,89;144365,66;133930,00;114467,27;135113,06;164379,72;139153,56;128652,17;91888,47;95077,55;120131,64;149006,18;140258,76;168379,77;131000,48;155351,67;141463,36;160840,21;171397,20;144279,44;123914,92;140114,54;109129,51;110677,17;118111,31;144801,19;156874,23;219273,96;205428,61;187308,40;181112,82;192045,43;203642,59;177075,21;171088,89;126080,87;117981,68;153025,11;143567,12;214010,34;165393,62;136010,56;178381,65;212836,71;136428,36;166529,42;168881,91;144583,93;119590,44;141983,74;118942,81;174125,45;163599,56;166968,71;134406,90;147052,62;103378,62;101591,74;114981,25;171670,44;144658,07;159379,49;153143,39;159456,84;150785,92;155216,87;192730,42;155351,01;143241,18;165967,76;133720,29;129158,32;117653,12;147457,46;109684,57;174700,19;133531,58;185431,05;150092,82;160961,89;151606,59;173242,56;232575,11;189840,75;161586,73;150032,28;157540,51;183689,48;189934,02;146805,95;192636,60;132931,03;173915,21;159722,51;178859,04;153099,14;128828,72;152008,81;130521,47;190227,56;147156,57;176351,03;154455,50;212111,26;197593,56;162463,95;226110,95;193327,18;167408,76;228559,53;235372,37;242761,58;96188,74;205168,00;158439,78;270477,42;156769,88;223464,01;218120,62;247168,67;204751,88;208115,36;23381,23;23857981,21
"150350 Irituia";-;-;-;-;-;-;-;1624,56;3011,15;2441,47;19440,85;17610,08;67336,74;42866,20;58522,46;78406,45;74290,36;93431,61;107210,41;114604,31;106887,15;92465,59;96544,46;66813,55;105853,71;80802,30;89456,37;52562,76;69593,93;103206,76;100790,74;100919,07;103275,47;111722,04;91249,16;95589,91;152372,06;83679,63;99001,22;83069,98;130967,42;148677,31;85845,05;106572,65;110567,01;99640,99;71513,97;102693,73;123314,43;114430,38;111939,79;96458,07;98331,80;119105,39;87670,49;117856,71;115289,28;107541,69;81901,12;88256,92;102798,95;85755,56;98350,34;130073,00;107855,57;69329,82;97461,59;122724,83;102730,07;121159,69;122367,82;109128,42;94461,41;61340,18;111301,47;106320,61;126162,58;99167,04;110274,69;105102,16;81845,05;117209,28;90459,61;94921,90;143217,39;489499,51;117908,43;142832,57;124339,58;101405,51;117079,82;131639,88;97365,93;168576,56;120786,84;109377,60;159796,17;90276,60;126812,14;139210,68;138640,14;129491,83;125665,89;117428,13;118568,79;91220,74;146722,47;97139,97;153610,49;105685,25;120515,37;101411,30;136189,17;102379,07;110289,36;156860,26;122885,52;111650,25;89103,73;131997,30;113245,39;181325,49;170850,27;156022,69;143489,40;134412,57;116032,50;157183,65;148874,96;163573,95;150118,01;102019,14;113775,03;127713,62;180975,63;122023,50;147451,32;113518,49;147154,50;164322,81;147896,66;131894,01;128197,34;111454,49;144421,15;150389,20;112709,68;68420,19;71093,26;85455,34;180156,05;96182,29;114206,41;172691,39;119756,03;132198,39;97248,42;91109,70;100486,48;93106,44;112509,72;76335,71;98081,26;171408,90;102986,66;137981,83;104188,78;68082,00;103228,92;39061,77;18158129,98
