"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210325 Cidelândia";1;-;1;1;-;1;-;-;-;-;-;-;4
"210330 Codó";-;-;1;-;-;-;-;-;1;1;-;-;3
"210340 Coelho Neto";-;-;-;-;1;-;-;-;-;-;-;-;1
"210350 Colinas";-;-;-;-;-;-;-;-;1;1;-;-;2
"210360 Coroatá";-;-;-;1;1;-;1;-;2;1;3;-;9
"210370 Cururupu";-;-;-;-;1;-;-;3;3;14;58;2;81
"210375 Davinópolis";1;2;-;-;-;-;-;-;-;1;-;-;4
"210380 Dom Pedro";-;-;-;1;-;-;-;-;-;-;-;-;1
"210390 Duque Bacelar";-;-;3;3;-;4;1;-;-;1;-;-;12
"210400 Esperantinópolis";-;-;-;-;-;1;2;-;-;-;-;-;3
"210405 Estreito";-;-;-;7;1;-;1;-;-;-;-;-;9
"210407 Feira Nova do Maranhão";-;-;-;8;11;1;-;-;-;-;-;-;20
"210409 Formosa da Serra Negra";-;-;1;-;-;-;-;-;-;-;-;-;1
"210410 Fortaleza dos Nogueiras";-;-;1;-;-;-;-;-;-;-;-;-;1
"210440 Gonçalves Dias";-;-;-;-;1;-;-;-;-;-;-;-;1
"210455 Governador Edison Lobão";-;-;1;1;-;-;-;-;-;-;-;-;2
"210467 Governador Nunes Freire";-;-;-;-;-;-;-;-;-;1;2;-;3
"210480 Grajaú";-;-;1;4;23;11;7;3;-;-;-;-;49
"210500 Humberto de Campos";1;1;-;1;1;1;-;-;-;-;-;-;5
"210510 Icatu";-;-;-;1;-;-;-;-;-;-;-;-;1
"210530 Imperatriz";8;22;42;10;11;5;4;1;5;10;7;13;138
"210535 Itaipava do Grajaú";2;1;-;-;-;-;-;-;-;-;-;-;3
"210540 Itapecuru Mirim";-;-;-;-;-;1;-;1;-;-;-;-;2
"210545 Jatobá";-;-;-;-;-;-;-;-;-;1;-;-;1
"210547 Jenipapo dos Vieiras";1;6;-;-;-;-;-;-;-;-;-;-;7
"210550 João Lisboa";-;-;1;-;-;-;-;-;-;-;1;1;3
"210560 Joselândia";1;1;3;1;-;-;-;-;-;-;1;7;14
"210565 Junco do Maranhão";-;-;-;-;-;-;-;-;-;-;-;3;3
"210570 Lago da Pedra";-;-;-;5;6;47;17;1;-;2;-;-;78
"210580 Lago do Junco";-;-;1;-;3;1;-;5;-;-;-;-;10
"210594 Lago dos Rodrigues";-;-;-;-;32;1;-;1;1;-;-;3;38
"210590 Lago Verde";-;-;-;-;-;-;-;-;1;1;1;1;4
"210596 Lagoa Grande do Maranhão";1;1;-;-;4;7;9;-;-;-;-;3;25
"210598 Lajeado Novo";1;1;-;-;3;7;1;-;1;1;4;6;25
"210600 Lima Campos";-;-;-;-;1;-;-;-;-;-;-;-;1
"210637 Maranhãozinho";-;-;-;-;-;-;9;81;45;43;-;-;178
"210640 Mata Roma";-;-;-;-;-;-;2;-;-;-;-;-;2
"210650 Matinha";-;-;-;-;-;-;1;-;1;-;-;-;2
"210660 Matões";-;1;-;1;3;1;-;-;-;-;-;-;6
"210667 Milagres do Maranhão";-;-;-;-;-;-;1;-;-;-;-;-;1
"210670 Mirador";-;1;-;-;-;-;-;-;1;-;-;1;3
"210675 Miranda do Norte";-;1;-;-;-;-;1;-;-;-;-;-;2
"210680 Mirinzal";-;-;-;-;-;-;-;-;2;-;-;1;3
"210700 Montes Altos";-;1;-;3;1;-;-;-;-;-;-;3;8
"210710 Morros";-;-;1;-;-;-;-;-;1;-;2;-;4
"210720 Nina Rodrigues";-;-;-;-;-;1;1;8;33;-;-;28;71
"210725 Nova Colinas";2;-;-;-;-;-;-;-;-;-;-;-;2
"210730 Nova Iorque";20;-;-;-;-;-;-;-;-;-;-;-;20
"210735 Nova Olinda do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"210750 Paço do Lumiar";1;-;-;-;-;-;9;16;11;9;2;3;51
"210770 Paraibano";3;2;11;11;-;2;2;1;3;-;-;1;36
"210780 Parnarama";2;2;8;1;-;1;1;-;-;-;-;-;15
"210790 Passagem Franca";-;-;-;-;-;-;-;1;1;-;-;-;2
"210800 Pastos Bons";-;1;1;-;-;-;-;-;-;-;-;-;2
"210805 Paulino Neves";-;-;-;1;-;-;-;-;-;-;-;2;3
"210820 Pedreiras";4;7;33;62;64;50;7;15;5;1;1;1;250
"210825 Pedro do Rosário";-;-;-;-;-;-;-;1;-;-;-;-;1
"210850 Pindaré-Mirim";-;-;-;-;-;1;-;2;1;1;-;1;6
"210860 Pinheiro";1;-;-;-;-;1;1;4;5;6;20;3;41
"210870 Pio XII";3;-;-;1;-;-;1;-;1;-;-;3;9
"210880 Pirapemas";-;-;-;-;-;-;-;-;-;-;1;-;1
"210900 Porto Franco";-;1;1;1;-;1;1;-;-;-;1;-;6
"210905 Porto Rico do Maranhão";-;-;-;-;-;-;-;5;-;-;-;1;6
"210910 Presidente Dutra";1;1;-;-;-;2;1;-;-;-;-;-;5
"210920 Presidente Juscelino";-;-;-;-;2;-;-;-;-;-;-;-;2
"210927 Presidente Sarney";-;-;-;-;-;-;-;-;1;-;-;-;1
"210930 Presidente Vargas";-;-;-;-;-;-;-;-;-;-;-;1;1
"210940 Primeira Cruz";-;-;-;-;-;-;-;-;1;-;15;5;21
"210945 Raposa";-;-;-;-;-;-;1;4;2;-;4;-;11
"210950 Riachão";-;-;-;-;-;-;-;-;-;-;2;1;3
"210955 Ribamar Fiquene";-;-;1;3;-;-;-;-;-;-;-;-;4
"210960 Rosário";-;-;-;-;-;-;-;-;2;-;1;-;3
"210970 Sambaíba";-;-;-;-;-;1;-;-;-;-;-;-;1
"210975 Santa Filomena do Maranhão";2;-;-;-;-;-;-;-;-;-;-;-;2
"210980 Santa Helena";-;1;-;3;34;35;13;14;15;3;-;1;119
"210990 Santa Inês";-;1;-;-;4;1;2;4;-;2;2;4;20
"211000 Santa Luzia";-;2;7;-;1;4;-;-;1;1;1;-;17
"211003 Santa Luzia do Paruá";-;-;-;-;-;1;-;-;1;-;3;4;9
"211010 Santa Quitéria do Maranhão";2;3;7;6;-;-;-;1;-;-;-;-;19
"211020 Santa Rita";-;-;-;-;-;-;1;1;-;-;-;-;2
"211040 São Benedito do Rio Preto";-;-;-;-;-;1;-;1;-;-;-;-;2
"211050 São Bento";-;-;-;-;-;-;-;1;-;-;-;-;1
"211065 São Domingos do Azeitão";-;-;1;-;1;-;1;-;-;-;1;2;6
"211085 São Francisco do Brejão";-;-;1;1;-;-;-;-;-;1;2;1;6
"211090 São Francisco do Maranhão";-;-;-;1;1;-;-;-;-;-;-;-;2
"211100 São João Batista";-;-;-;-;-;-;1;-;-;-;-;-;1
"211105 São João do Paraíso";-;-;-;-;-;-;-;-;-;-;1;-;1
"211107 São João do Soter";-;-;-;-;-;-;-;-;-;-;-;1;1
"211110 São João dos Patos";1;-;-;5;7;2;1;-;-;-;-;1;17
"211120 São José de Ribamar";-;-;-;2;2;6;21;35;35;37;28;3;169
"211125 São José dos Basílios";-;-;-;-;4;-;-;-;-;-;-;-;4
"211130 São Luís";3;5;8;7;31;138;426;1096;563;181;58;29;2545
"211140 São Luís Gonzaga do Maranhão";-;-;-;-;-;1;1;-;-;-;-;-;2
"211150 São Mateus do Maranhão";-;-;-;-;1;-;1;-;-;-;-;-;2
"211153 São Pedro da Água Branca";-;-;-;-;-;-;-;-;-;1;3;-;4
"211157 São Pedro dos Crentes";-;-;-;-;-;-;-;-;13;40;31;7;91
"211167 São Roberto";-;-;1;1;-;-;-;-;-;-;-;-;2
"211176 Senador La Rocque";-;-;3;-;1;-;-;-;-;-;-;-;4
"211178 Serrano do Maranhão";-;-;-;-;-;-;-;1;-;-;-;2;3
"211180 Sítio Novo";-;-;-;-;1;-;-;-;-;-;-;-;1
"211195 Sucupira do Riachão";1;-;3;15;6;1;-;-;-;-;-;-;26
"211200 Tasso Fragoso";-;3;4;27;16;-;-;-;-;-;-;-;50
"211220 Timon";5;17;27;20;43;47;23;4;4;3;1;3;197
"211223 Trizidela do Vale";4;4;6;6;2;3;2;-;1;-;2;1;31
"211230 Tuntum";-;1;-;-;-;-;1;-;1;2;4;5;14
"211240 Turiaçu";-;-;-;-;-;10;6;3;1;-;-;-;20
"211245 Turilândia";-;-;-;-;-;-;2;-;2;1;-;-;5
"211250 Tutóia";-;-;-;-;-;3;2;2;1;3;15;4;30
"211260 Urbano Santos";-;-;1;-;-;-;-;-;-;-;-;-;1
"211270 Vargem Grande";1;1;-;-;-;-;-;-;1;12;13;5;33
"211280 Viana";-;-;-;-;-;-;2;2;1;-;-;-;5
"211285 Vila Nova dos Martírios";-;1;-;-;-;-;-;-;-;-;7;3;11
"211290 Vitória do Mearim";-;-;-;-;-;-;1;-;-;-;-;-;1
"211300 Vitorino Freire";2;4;9;8;5;10;1;7;5;1;1;2;55
"211400 Zé Doca";2;1;1;1;-;-;-;-;1;3;-;-;9
"Total";128;161;286;313;428;469;642;1378;835;447;321;209;5617
